"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"som","SAGA SOM (middleware)","framework","software-ag","1990s","emerging","legacy","199x-us-insurance-industry-overview-saga-6ce857","Core Software AG middleware evaluated throughout the deck."
"windows-nt","Microsoft Windows NT","platform","microsoft-corporation","1990s","growing","legacy","199x-us-insurance-industry-overview-saga-6ce857","Agency systems are described as moving toward NT."
"sql-server","Microsoft SQL Server","application","microsoft-corporation","1990s","growing","active","199x-us-insurance-industry-overview-saga-6ce857","Named as a competitive data-management and middleware-adjacent platform."
"dcom","Microsoft DCOM","protocol","microsoft-corporation","1990s","emerging","legacy","199x-us-insurance-industry-overview-saga-6ce857","Named as a head-on competitive alternative to SOM."
"data-warehouse","Data warehousing","application","(multi)","1990s","growing","mainstream","199x-us-insurance-industry-overview-saga-6ce857","Presented as natural and rapidly growing in insurance environments."
"oltp","Online Transaction Processing","application","(multi)","1970s-1990s","mature","mainstream","199x-us-insurance-industry-overview-saga-6ce857","Mainframe OLTP remains a core insurance computing style."
"ordbms","Object-Relational DBMS","application","(multi)","1990s","emerging","niche","199x-us-insurance-industry-overview-saga-6ce857","Cited as a complex-data approach that was slow to take off in insurance."
"clustering","Cluster architecture","platform","(multi)","1990s","growing","mainstream","199x-us-insurance-industry-overview-saga-6ce857","Claims example uses Unix or NT clusters and discusses limits of many clusters."
"sap-r3","SAP R/3","application","sap-ag","1990s","growing","legacy-supported","199x-us-insurance-industry-overview-saga-6ce857","SAP is named as an industry-focused vendor; SAP R/3 is the canonical product context."
"internet-web","Internet / World Wide Web","protocol","(standard)","1990s","emerging","mainstream","199x-us-insurance-industry-overview-saga-6ce857","Referenced as a direct insurance distribution and supply-chain channel."
"imaging-technology","Imaging technology","application","(multi)","1990s","early-adoption","mainstream","199x-us-insurance-industry-overview-saga-6ce857","Presented as an insurance technology with slow uptake due to cost, but improving economics."
