"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"ibm-rs6000-midran~1-88f049-OBS-001","ibm-rs6000-midran~1-88f049","ibm","","market-sizing","1994","1994 worldwide commercial multiuser RISC/UNIX market size","$10 billion","high","industry-analysis","slide 9","Source: Aberdeen Group, February 1995"
"ibm-rs6000-midran~1-88f049-OBS-002","ibm-rs6000-midran~1-88f049","ibm","rs6000","market-share","1994","IBM RS/6000 RISC/UNIX market share","19%","high","industry-analysis","slide 10","Second largest supplier of multiuser RISC/UNIX systems"
"ibm-rs6000-midran~1-88f049-OBS-003","ibm-rs6000-midran~1-88f049","ibm","rs6000","revenue-estimate","1994","IBM RS/6000 1994 revenues","$2 billion","high","industry-analysis","slide 10",""
"ibm-rs6000-midran~1-88f049-OBS-004","ibm-rs6000-midran~1-88f049","ibm","rs6000","growth-rate","1994","IBM RS/6000 revenue growth 1993/94","52%","high","industry-analysis","slide 10",""
"ibm-rs6000-midran~1-88f049-OBS-005","ibm-rs6000-midran~1-88f049","ibm","ibm-sp2","revenue-estimate","1994","IBM SP2 1994 revenues","$200 million","high","industry-analysis","slide 11","370 SP1 and 2 systems installed; 70 SP2s for commercial applications"
"ibm-rs6000-midran~1-88f049-OBS-006","ibm-rs6000-midran~1-88f049","hewlett-packard","hp-9000","market-share","1994","HP 9000 multiuser RISC/UNIX market share","45%","high","industry-analysis","slide 15","Multi-user RISC/UNIX industry leader"
"ibm-rs6000-midran~1-88f049-OBS-007","ibm-rs6000-midran~1-88f049","hewlett-packard","hp-9000","revenue-estimate","1994","HP 9000 1994 revenues","$4.5 billion","high","industry-analysis","slide 15",""
"ibm-rs6000-midran~1-88f049-OBS-008","ibm-rs6000-midran~1-88f049","hewlett-packard","hp-9000","growth-rate","1994","HP 9000 revenue growth last 3 quarters","60%","high","industry-analysis","slide 15",""
"ibm-rs6000-midran~1-88f049-OBS-009","ibm-rs6000-midran~1-88f049","digital-equipment","alpha-axp","market-share","1994","Digital ALPHAserver RISC/UNIX market share","3%","high","industry-analysis","slide 19",""
"ibm-rs6000-midran~1-88f049-OBS-010","ibm-rs6000-midran~1-88f049","digital-equipment","alpha-axp","growth-rate","1994","Digital ALPHAserver revenue growth 1994","150%","high","industry-analysis","slide 19",""
"ibm-rs6000-midran~1-88f049-OBS-011","ibm-rs6000-midran~1-88f049","digital-equipment","alpha-axp","revenue-estimate","1994","Digital revenues including all add-ons","~$2.5 billion (~20% of company)","high","industry-analysis","slide 19",""
"ibm-rs6000-midran~1-88f049-OBS-012","ibm-rs6000-midran~1-88f049","digital-equipment","digital-vax","growth-rate","1994","Digital VAX revenue decline per annum","35% to 50% decline","high","industry-analysis","slide 19","Legacy VMS declining"
"ibm-rs6000-midran~1-88f049-OBS-013","ibm-rs6000-midran~1-88f049","sun-microsystems","sparcenter-2000","market-share","1994","Sun RISC/UNIX market share","10%","high","industry-analysis","slide 23","SPARCcenter 2000 and SPARCserver 1000"
"ibm-rs6000-midran~1-88f049-OBS-014","ibm-rs6000-midran~1-88f049","sun-microsystems","sparcenter-2000","revenue-estimate","1994","Sun midrange server revenues","~$1.1 billion (~20% of Sun)","high","industry-analysis","slide 23",""
"ibm-rs6000-midran~1-88f049-OBS-015","ibm-rs6000-midran~1-88f049","att-gis","","revenue-estimate","1994","AT&T GIS 1994 total revenues","~$4.2 billion","high","industry-analysis","slide 27","AT&T 1994 revenues = $75B; GIS could be spun out"
"ibm-rs6000-midran~1-88f049-OBS-016","ibm-rs6000-midran~1-88f049","att-gis","","market-sizing","1994","AT&T GIS Intel multiprocessor market revenue","$1.2 billion in 1994","high","industry-analysis","slide 29","Intel multiprocessor market champion vs RISC"
"ibm-rs6000-midran~1-88f049-OBS-017","ibm-rs6000-midran~1-88f049","ibm","","competitive-position","1995","IBM chief competitive threat re-framing","IBM's chief competition for IS executive allegiance is not other hardware suppliers (HP) but software solution suppliers (Oracle, SAP, Microsoft)","high","expert-opinion","slide 13","Key strategic insight in IBM challenges slide"
"ibm-rs6000-midran~1-88f049-OBS-018","ibm-rs6000-midran~1-88f049","ibm","rs6000","strategy-classification","1995","IBM RS/6000 value proposition","IBM professional services orgs help customers implement RISC/UNIX-based open client-server computing","high","expert-opinion","slide 10","IBM-first strategy bundling DB2/6000 with platform"
"ibm-rs6000-midran~1-88f049-OBS-019","ibm-rs6000-midran~1-88f049","ibm","ibm-sp2","strategy-classification","1995","IBM SP2 commercial use cases","Complex decision support, LAN server consolidation, OLTP; 380 ISV promises to port RDBMSs and applications","high","expert-opinion","slide 11",""
"ibm-rs6000-midran~1-88f049-OBS-020","ibm-rs6000-midran~1-88f049","hewlett-packard","","competitive-position","1995","HP competitive position","HP is mainframe alternative leader and trusted supplier for Unix transition; 3 years as Top Gun; getting arrogant and sloppy","high","expert-opinion","slide 16-18","HP considered most respected computer company"
"ibm-rs6000-midran~1-88f049-OBS-021","ibm-rs6000-midran~1-88f049","digital-equipment","","competitive-position","1995","Digital viability concerns","Digital not yet out of restructuring woods; has yet to establish critical mass for long-term viability; Alpha/NT looks rosy but lacks 1995 revenues to sustain","high","expert-opinion","slide 20-21",""
"ibm-rs6000-midran~1-88f049-OBS-022","ibm-rs6000-midran~1-88f049","digital-equipment","oracle-rdb","competitive-position","1995","Oracle acquires Digital RDB","Oracle acquires RDB and installed base; Oracle and Digital increasing strategic commitments; Oracle is LIMD database","high","expert-opinion","slide 22","Large In-Memory Databases could revolutionize enterprise OLTP"
"ibm-rs6000-midran~1-88f049-OBS-023","ibm-rs6000-midran~1-88f049","sun-microsystems","solaris","risk-assessment","1995","Sun scalability weakness","Real-world scalability of applications very poor on all Sun workstations and servers; Solaris transition problems in 1994","high","expert-opinion","slide 25","Sun losing influence in standards groups"
"ibm-rs6000-midran~1-88f049-OBS-024","ibm-rs6000-midran~1-88f049","att-gis","teradata-dss","risk-assessment","1995","Teradata mismanagement risk","Failure to properly manage Teradata for big customers resulted in backlash and opened data warehousing/complex DSS opportunities","high","expert-opinion","slide 30",""
"ibm-rs6000-midran~1-88f049-OBS-025","ibm-rs6000-midran~1-88f049","ibm","db2-6000","product-evaluation","1995","DB2/6000 competitive position","RS/6000 with DB2 is neither the fastest nor least expensive option; RDBMS ISVs fear IBM will switch customers to low-priced DB2","high","expert-opinion","slide 14",""
"ibm-rs6000-midran~1-88f049-OBS-026","ibm-rs6000-midran~1-88f049","ibm","powerpc-601","viability-prediction","1995","IBM PowerPC 601 technology gap","PowerPC 600 will not be leading the industry for many years","medium","expert-opinion","slide 13","IBM challenge re processor technology"
"ibm-rs6000-midran~1-88f049-OBS-027","ibm-rs6000-midran~1-88f049","ibm","powerpc-601","actual-outcome","2000","IBM PowerPC 601 technology gap - outcome","Confirmed — PowerPC 601 was first-gen with known limitations; IBM rapidly improved with Power2/Power3; RS/6000 line thrived","verified","expert-opinion","","Paired outcome for OBS-026"
