"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"t5-01","IBM Information Warehouse","Enterprise Data Warehouse","IBM","data-warehousing","mature","discontinued","1997-ibm-business-intelligence-family-pr-43c37e","Enterprise-scale data warehouse built on DB2. Evolved into IBM DB2 Warehouse; superseded by IBM Analytics/Cognos post-2007 Cognos acquisition."
"t5-02","IBM Visual Warehouse","Data Mart","IBM","data-warehousing","growth","discontinued","1997-ibm-business-intelligence-family-pr-43c37e","10-100GB departmental data marts. Focused on fast installation; targeted OS/2 and Windows NT environments. Superseded by IBM DB2 Data Warehouse Manager."
"t5-03","IBM Intelligent Decision Server (IDS)","OLAP Server","IBM","data-warehousing","mature","discontinued","1997-ibm-business-intelligence-family-pr-43c37e","Evolution of Metaphor DIS; OLAP analytical application server. Discontinued; Cognos PowerPlay/TM1 became IBM's OLAP platform post-2007."
"t5-04","IBM Intelligent Miner","Data Mining","IBM","data-warehousing","growth","discontinued","1997-ibm-business-intelligence-family-pr-43c37e","Data mining supporting clustering, classification, prediction, association, sequential pattern discovery. IBM discontinued Intelligent Miner ~2010; capabilities absorbed into SPSS Modeler (IBM acquired SPSS 2009)."
"t5-05","IBM DataPropagator","Data Replication","IBM","data-warehousing","mature","evolved","1997-ibm-business-intelligence-family-pr-43c37e","RDBMS change capture and replication for data warehouse population. Evolved into IBM InfoSphere Data Replication / IBM Data Replication."
"t5-06","IBM DataJoiner","Federated Database","IBM","data-warehousing","mature","evolved","1997-ibm-business-intelligence-family-pr-43c37e","Federated data access across heterogeneous databases. Evolved into IBM WebSphere Federation Server / IBM InfoSphere Federation Server."
"t5-07","IBM Net.data","Web-Database Integration","IBM","data-warehousing","introduction","discontinued","1997-ibm-business-intelligence-family-pr-43c37e","Web browser interface to DB2; key Internet-enablement tool for BI Family. Discontinued ~2005 as JSP/servlets became standard."
"t5-08","IBM DB2","Relational Database","IBM","data-warehousing","mature","active","1997-ibm-business-intelligence-family-pr-43c37e","Core underlying RDBMS for all IBM BI Family products. DB2 remains an active IBM product (IBM Db2 family)."
"t5-09","IBM DataGuide","Data Catalog / Metadata","IBM","data-warehousing","mature","discontinued","1997-ibm-business-intelligence-family-pr-43c37e","Information catalog allowing end users to browse business-view metadata before drilling down. Concept evolved into modern data catalogs (IBM InfoSphere Information Governance Catalog)."
"t5-10","IBM Tivoli Management Environment (TME)","Systems Management","IBM","data-warehousing","growth","evolved","1997-ibm-business-intelligence-family-pr-43c37e","IBM systems management framework integrated with BI Family. Evolved into IBM Tivoli (now IBM Automation)."
