"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival or market position"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity or technology"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness for purpose"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative or qualitative market statistic or observation"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment from the analyst"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure and competitive dynamics"
"competitive-profiling","methodology","Competitive Profiling","Detailed comparison of competing entities or products"
"benchmarking","methodology","Benchmarking","Comparison against industry standards or peer performance"
"field-research","methodology","Field Research","Primary data collection via interviews or surveys"
"document-review","methodology","Document Review","Analysis of existing documents, press releases, and public records"
"statistical-analysis","methodology","Statistical Analysis","Quantitative data analysis with statistical methods"
"expert-opinion","methodology","Expert Opinion (method)","Analyst judgment based on domain expertise without formal survey"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
"emerging","lifecycle","Emerging","Technology or market in early growth phase at time of study"
"mature","lifecycle","Mature","Technology or market in stable, widespread-adoption phase"
"declining","lifecycle","Declining","Technology or market losing adoption or relevance"
"obsolete","lifecycle","Obsolete","Technology no longer in active commercial use"
"legacy-supported","lifecycle","Legacy Supported","Technology no longer current but still maintained for existing deployments"
"active","lifecycle","Active","Technology currently in mainstream commercial use"
