"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"unify-vision","Unify VISION","platform","Unify Corporation","1993-2012","emerging","obsolete","1997-unify-vision-8fcfc3","4GL cross-platform RAD tool for Windows/Linux/Unix; originally VISION; evolved to ACCELL; product line renamed under Gupta Technologies"
"java","Java (Sun)","language","Sun Microsystems","1996-present","emerging","active","1997-unify-vision-8fcfc3","Java 1.0 released 1996; central to Aberdeen's evaluation criteria; Java remains dominant enterprise language in 2026"
"powerbuilder","PowerBuilder","platform","Powersoft/Sybase","1991-present","mature","legacy-supported","1997-unify-vision-8fcfc3","Leading Windows RAD tool at time of study; still available under SAP ownership but significantly marginalized"
"sqlwindows","SQLWindows","platform","Gupta Technologies","1990-2000s","mature","obsolete","1997-unify-vision-8fcfc3","Gupta Technologies RAD environment; competitor to Unify VISION; largely abandoned by 2000s"
"progress-4gl","Progress 4GL","language","Progress Software","1984-present","mature","legacy-supported","1997-unify-vision-8fcfc3","Persistent 4GL for business applications; still in use as OpenEdge ABL"
"client-server-architecture","Client-Server Architecture","framework","","1985-2000","mature","obsolete","1997-unify-vision-8fcfc3","Two-tier model being superseded by three-tier/multi-tier at time of study"
"multi-tier-architecture","Multi-Tier Architecture","framework","","1995-present","emerging","active","1997-unify-vision-8fcfc3","Three-tier and n-tier architectures driving internet-era application design"
"internet-intranet","Internet/Intranet Application Platform","framework","","1994-present","emerging","active","1997-unify-vision-8fcfc3","TCP/IP-based corporate and public network application delivery; central to study's evaluation criteria"
"corba","CORBA (Common Object Request Broker Architecture)","protocol","OMG","1991-2000s","emerging","obsolete","1997-unify-vision-8fcfc3","Object middleware standard; superseded by SOAP/REST/microservices"
"activex","ActiveX/COM","framework","Microsoft","1996-2000s","emerging","obsolete","1997-unify-vision-8fcfc3","Microsoft component model for Windows integration; largely retired in favor of .NET"
