"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"1997-unify-vision-8fcfc3-OBS-001","1997-unify-vision-8fcfc3","unify-corporation","unify-vision","technology-assessment","1997","Toolset maturity classification","High-end 4GL with mature client-server and emerging internet capability","high","ingest-extraction","industry-analysis","Executive Summary","Aberdeen positions VISION as bridging mature and leading-edge technology"
"1997-unify-vision-8fcfc3-OBS-002","1997-unify-vision-8fcfc3","","java","technology-assessment","1997","Java strategic importance for enterprise toolsets","Critical — toolsets without Java commitment will lose enterprise relevance","high","ingest-extraction","expert-opinion","Executive Summary","Aberdeen states Java is the non-negotiable requirement for long-term success"
"1997-unify-vision-8fcfc3-OBS-003","1997-unify-vision-8fcfc3","","client-server-architecture","technology-assessment","1997","Client-server architecture lifecycle status","Mature — approaching obsolescence as internet architectures emerge","high","ingest-extraction","industry-analysis","Section 1","Study identifies scalability bottlenecks appearing in existing two-tier deployments"
"1997-unify-vision-8fcfc3-OBS-004","1997-unify-vision-8fcfc3","","multi-tier-architecture","technology-assessment","1997","Multi-tier architecture adoption trajectory","Rapidly emerging — vendors must support n-tier for enterprise credibility","high","ingest-extraction","industry-analysis","Section 1","Three-tier (presentation/business-logic/data) model described as necessary evolution"
"1997-unify-vision-8fcfc3-OBS-005","1997-unify-vision-8fcfc3","unify-corporation","unify-vision","technology-assessment","1997","Scalability rating","Capable of thousands-of-users deployments; 911 CAD systems cited as example","high","ingest-extraction","field-research","Executive Summary","Computer-aided dispatch (911 systems) cited as real-world large-scale deployment"
"1997-unify-vision-8fcfc3-OBS-006","1997-unify-vision-8fcfc3","unify-corporation","unify-vision","benchmark-result","1997","Deployment cost reduction","Reduced deployment costs vs. traditional methods","medium","ingest-extraction","expert-opinion","Executive Summary","Qualitative claim; no specific percentage cited"
"1997-unify-vision-8fcfc3-OBS-007","1997-unify-vision-8fcfc3","unify-corporation","unify-vision","benchmark-result","1997","Upgrade speed advantage","Faster competitive-advantage upgrades than alternatives","medium","ingest-extraction","competitive-profiling","Executive Summary","Comparative claim vs. unnamed competitors"
"1997-unify-vision-8fcfc3-OBS-008","1997-unify-vision-8fcfc3","unify-corporation","unify-vision","technology-assessment","1997","Internet architecture readiness","Partial — Java embedding planned but not yet fully implemented at time of study","medium","ingest-extraction","industry-analysis","Product Assessment","Aberdeen notes Java integration is forward roadmap item for VISION"
"1997-unify-vision-8fcfc3-OBS-009","1997-unify-vision-8fcfc3","","java","viability-prediction","1997","Java language market dominance timeline","Java will become the dominant enterprise application language within 2-3 years","verified","outcome-linkage","expert-opinion","Strategic Assessment","Aberdeen bases enterprise toolset viability criteria on Java adoption"
"1997-unify-vision-8fcfc3-OBS-010","1997-unify-vision-8fcfc3","","java","actual-outcome","2000","Java language market dominance — actual outcome","Java achieved dominant enterprise language status by 2000-2001; J2EE became the standard","verified","web-source","industry-analysis","Post-publication verification","Java 2 Platform (J2SE 1.2) released 1998; J2EE launched 1999; dominant by 2000. Prediction verified."
"1997-unify-vision-8fcfc3-OBS-011","1997-unify-vision-8fcfc3","","client-server-architecture","viability-prediction","1997","Non-Java-ready toolset viability","Tools without Java/internet support will become obsolete or lose enterprise relevance","verified","outcome-linkage","expert-opinion","Strategic Assessment","Explicit Aberdeen warning to enterprises evaluating toolsets"
"1997-unify-vision-8fcfc3-OBS-012","1997-unify-vision-8fcfc3","","client-server-architecture","actual-outcome","2003","Non-Java toolset obsolescence — actual outcome","PowerBuilder (Sybase) and SQLWindows (Gupta) declined sharply post-2000; 4GL tools displaced by J2EE frameworks","verified","web-source","industry-analysis","Post-publication verification","PowerBuilder market share collapsed from dominant to niche by 2005; SQLWindows essentially abandoned"
"1997-unify-vision-8fcfc3-OBS-013","1997-unify-vision-8fcfc3","unify-corporation","unify-vision","viability-prediction","1997","Unify VISION enterprise market position","VISION positioned to compete as top-tier enterprise development platform if Java roadmap executed","verified","outcome-linkage","expert-opinion","Conclusion","Aberdeen's implicit prediction that VISION could achieve enterprise leadership"
"1997-unify-vision-8fcfc3-OBS-014","1997-unify-vision-8fcfc3","unify-corporation","unify-vision","actual-outcome","2003","Unify Corporation enterprise market outcome","Unify failed to achieve enterprise leadership; accounting fraud scandal 2000; CEO convicted 2003; delisted from Nasdaq; pivoted away from VISION","verified","web-source","industry-analysis","Post-publication verification","Prediction did not materialize; Unify's trajectory reversed by internal governance failures"
"1997-unify-vision-8fcfc3-OBS-015","1997-unify-vision-8fcfc3","unify-corporation","unify-vision","framework-factor","1997","Evaluation criterion 1 — Scalability","VISION supports thousands-of-users deployments; mission-critical 911 CAD proven","high","ingest-extraction","benchmarking","Evaluation Framework","First of five Aberdeen evaluation criteria"
"1997-unify-vision-8fcfc3-OBS-016","1997-unify-vision-8fcfc3","unify-corporation","unify-vision","framework-factor","1997","Evaluation criterion 2 — Java integration","Java embedding on product roadmap; not yet fully delivered","medium","ingest-extraction","benchmarking","Evaluation Framework","Second criterion; partial credit only at time of study"
"1997-unify-vision-8fcfc3-OBS-017","1997-unify-vision-8fcfc3","unify-corporation","unify-vision","framework-factor","1997","Evaluation criterion 3 — Multi-tier architecture support","Supports client-server and beginning to support three-tier; internet architecture transitional","medium","ingest-extraction","benchmarking","Evaluation Framework","Third criterion; transitional status"
"1997-unify-vision-8fcfc3-OBS-018","1997-unify-vision-8fcfc3","unify-corporation","unify-vision","framework-factor","1997","Evaluation criterion 4 — Portability","Cross-platform: Windows; Linux; Unix — broad OS coverage","high","ingest-extraction","benchmarking","Evaluation Framework","Fourth criterion; strong result"
"1997-unify-vision-8fcfc3-OBS-019","1997-unify-vision-8fcfc3","unify-corporation","unify-vision","framework-factor","1997","Evaluation criterion 5 — Rapid Application Development (RAD)","Mature 4GL RAD capabilities; forms/report generation; workflow; proven in production","high","ingest-extraction","benchmarking","Evaluation Framework","Fifth criterion; strongest area for VISION"
"1997-unify-vision-8fcfc3-OBS-020","1997-unify-vision-8fcfc3","powersoft","powerbuilder","strategy-classification","1997","PowerBuilder competitive position","Leading Windows RAD tool; strong but at risk from internet transition","high","ingest-extraction","competitive-profiling","Competitor Analysis","PowerBuilder dominated Windows RAD market in 1997"
"1997-unify-vision-8fcfc3-OBS-021","1997-unify-vision-8fcfc3","gupta-technologies","sqlwindows","strategy-classification","1997","SQLWindows competitive position","Niche Windows/Unix RAD tool; declining relative to PowerBuilder","medium","ingest-extraction","competitive-profiling","Competitor Analysis","Gupta less prominent than PowerBuilder by 1997"
"1997-unify-vision-8fcfc3-OBS-022","1997-unify-vision-8fcfc3","","internet-intranet","market-data","1997","Internet application development market opportunity","Described as large-scale and rapidly growing; no specific TAM figure cited","medium","ingest-extraction","industry-analysis","Market Context","Aberdeen characterizes internet application development as a critical new frontier"
"1997-unify-vision-8fcfc3-OBS-023","1997-unify-vision-8fcfc3","sun-microsystems","java","expert-opinion","1997","Aberdeen recommendation on Java toolset adoption","Enterprises should require Java commitment from toolset vendors before purchasing","high","ingest-extraction","expert-opinion","Recommendations","Direct Aberdeen guidance to IS buyers"
"1997-unify-vision-8fcfc3-OBS-024","1997-unify-vision-8fcfc3","","corba","technology-assessment","1997","CORBA as middleware integration standard","Emerging enterprise middleware; VISION should integrate with CORBA for object distribution","medium","ingest-extraction","industry-analysis","Technical Analysis","CORBA mentioned as key integration requirement for multi-tier deployments"
"1997-unify-vision-8fcfc3-OBS-025","1997-unify-vision-8fcfc3","","activex","technology-assessment","1997","ActiveX/COM as Windows integration mechanism","Microsoft component model cited as important for Windows desktop integration","medium","ingest-extraction","industry-analysis","Technical Analysis","ActiveX integration cited as requirement for Windows enterprise toolsets"
