"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"OBS-MC-001","1997-informix-metacube-4.0--relational-o-23491d","ENT-MC-001","TECH-MC-001","technology-assessment","1997","MetaCube 4.0 status","Forthcoming release leveraging Informix DSA","high","ANALYST-JUDGMENT","Abstract","Profile describes upcoming MetaCube 4.0 release sharing tasks between RDBMS and OLAP layer"
"OBS-MC-002","1997-informix-metacube-4.0--relational-o-23491d","","TECH-MC-004","framework-factor","1997","Data warehouse demand driver","Emerging customer-centric applications demand more from data warehouses","high","ANALYST-JUDGMENT","Abstract","Aberdeen cites customer-centric apps as primary driver of data warehouse requirements"
"OBS-MC-003","1997-informix-metacube-4.0--relational-o-23491d","","TECH-MC-003","framework-factor","1997","ROLAP foundation requirement","Decision support requires RDBMS foundation with greater speed and scalability","high","ANALYST-JUDGMENT","Abstract","Aberdeen identifies RDBMS-native foundation as critical for large-scale DSS"
"OBS-MC-004","1997-informix-metacube-4.0--relational-o-23491d","","TECH-MC-007","framework-factor","1997","Intranet as ROLAP driver","Intranet adoption increases requirements for adaptive ROLAP tools","high","ANALYST-JUDGMENT","Abstract","Aberdeen explicitly links enterprise intranet adoption to growing ROLAP requirements"
"OBS-MC-005","1997-informix-metacube-4.0--relational-o-23491d","","TECH-MC-003","viability-prediction","1997","ROLAP adaptability requirement","ROLAP tools must adapt quickly to user population growth and data volume increases","high","ANALYST-JUDGMENT","Abstract","Aberdeen predicts scalability and adaptability as key ROLAP selection criteria"
"OBS-MC-006","1997-informix-metacube-4.0--relational-o-23491d","","TECH-MC-003","actual-outcome","2010","ROLAP adaptability requirement","Confirmed: scalability and automatic metadata management became top BI tool criteria; Tableau/Looker/SSAS validated","high","WEB-RESEARCH","N/A","Cloud BI and in-database analytics confirmed RDBMS-native scalability as the winning approach"
"OBS-MC-007","1997-informix-metacube-4.0--relational-o-23491d","","TECH-MC-002","technology-assessment","1997","Informix DSA capability","DSA enables intelligent sharing of resource-intensive tasks between RDBMS and OLAP","high","ANALYST-JUDGMENT","Abstract","MetaCube 4.0 positions DSA as differentiator for ROLAP performance"
"OBS-MC-008","1997-informix-metacube-4.0--relational-o-23491d","ENT-MC-001","","viability-prediction","1997","Informix MetaCube market viability","MetaCube 4.0 positioned as competitive ROLAP solution for enterprise DSS","medium","ANALYST-JUDGMENT","Abstract","Aberdeen profiles MetaCube 4.0 as viable enterprise ROLAP option"
"OBS-MC-009","1997-informix-metacube-4.0--relational-o-23491d","ENT-MC-001","","actual-outcome","2001","Informix MetaCube market viability","MetaCube discontinued after IBM acquired Informix database division for $1B in 2001; IBM focused on DB2+Cognos for BI","high","WEB-RESEARCH","N/A","IBM acquisition of Informix in 2001 led to MetaCube discontinuation; IBM replaced with Cognos/DB2 BI stack"
"OBS-MC-010","1997-informix-metacube-4.0--relational-o-23491d","","TECH-MC-006","framework-factor","1997","DSS surround strategy","Combining DSS with RDBMS administration creates manageability advantage","high","ANALYST-JUDGMENT","Abstract","Aberdeen introduces surround strategy concept for integrated DSS/RDBMS management"
"OBS-MC-011","1997-informix-metacube-4.0--relational-o-23491d","","TECH-MC-003","viability-prediction","1997","ROLAP vs MOLAP trajectory","RDBMS-leveraging ROLAP approach will be preferred over standalone MOLAP for large-scale deployments","medium","ANALYST-JUDGMENT","Abstract","Aberdeen implicitly favors RDBMS-native ROLAP by positioning it as the scalable enterprise choice"
"OBS-MC-012","1997-informix-metacube-4.0--relational-o-23491d","","TECH-MC-003","actual-outcome","2005","ROLAP vs MOLAP trajectory","ROLAP largely won for large-scale enterprise deployments; Microsoft SSAS (MOLAP) won SME; Essbase/Oracle maintained niche","high","WEB-RESEARCH","N/A","Enterprise BI market converged on ROLAP/HTAP approach for large scale; pure MOLAP retreated to mid-market"
"OBS-MC-013","1997-informix-metacube-4.0--relational-o-23491d","","TECH-MC-005","framework-factor","1997","Data mart requirements","Routine large-scale decision support access requires RDBMS foundation with scalability","high","ANALYST-JUDGMENT","Abstract","Aberdeen identifies data mart scalability as key enterprise planning requirement"
"OBS-MC-014","1997-informix-metacube-4.0--relational-o-23491d","","TECH-MC-007","viability-prediction","1997","Intranet-driven BI adoption trajectory","Intranet strategies will increasingly drive enterprise ROLAP requirements","high","ANALYST-JUDGMENT","Abstract","Aberdeen predicts corporate intranet as accelerator of enterprise BI adoption"
"OBS-MC-015","1997-informix-metacube-4.0--relational-o-23491d","","TECH-MC-007","actual-outcome","2003","Intranet-driven BI adoption trajectory","Confirmed: web-based BI reporting became dominant delivery mode by 2000-2003; Cognos ReportNet, Business Objects XI all web-native","high","WEB-RESEARCH","N/A","Web/intranet-delivered BI reports replaced client-server BI tools by early 2000s"
