"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"peter-s-kastner","Peter S. Kastner","person","IT-analyst","active","","1969-present","rbj-pc-reseller-slump-psk-2002-07-05-9cb170","Aberdeen Group co-founder, VP/EVP/CRO; prior: PHI, Wang, ADL, Prime, Stratus, DEC"
"aberdeen-group","Aberdeen Group","firm","IT-research","acquired","Harte-Hanks (2007); Spiceworks Ziff Davis","1988-present","rbj-pc-reseller-slump-psk-2002-07-05-9cb170","Boston-based IT research firm"
"rochester-business-journal","Rochester Business Journal","publication","regional-trade-press","active","BridgeTower Media","1987-present","rbj-pc-reseller-slump-psk-2002-07-05-9cb170","Rochester NY weekly; PSK quoted 2002-07 piece on PC reseller slump"
"kathy-quinn-thomas","Kathy Quinn Thomas","person","journalist","active","","2000s-present","rbj-pc-reseller-slump-psk-2002-07-05-9cb170","Rochester Business Journal staff; 2002 PC reseller piece"
"brite-computers","Brite Computers, Inc.","company","VAR-reseller","active","","1990s-present","rbj-pc-reseller-slump-psk-2002-07-05-9cb170","Linden Avenue Rochester NY VAR; John Smith president"
"soyata-computers","Soyata Computers","company","VAR-reseller","defunct-or-private","","1990s-2000s","rbj-pc-reseller-slump-psk-2002-07-05-9cb170","West Henrietta Road Rochester NY VAR; Tolga Soyata owner"
"gartner-inc","Gartner, Inc.","firm","IT-research","active","","1979-present","rbj-pc-reseller-slump-psk-2002-07-05-9cb170","Cited 2002 RBJ piece on PC market 'respite, not turning point'"
"idc-research","International Data Corporation (IDC)","firm","IT-research","active","","1964-present","rbj-pc-reseller-slump-psk-2002-07-05-9cb170","Cited Q1-2002 PC shipment numbers (31.4M, -2.5%)"
"etforecasts","eTForecasts","firm","IT-research","active","","1990s-present","rbj-pc-reseller-slump-psk-2002-07-05-9cb170","Illinois IT market research; cited 2002 RBJ piece (175M PCs in U.S.)"
"merrill-lynch","Merrill Lynch & Co., Inc.","company","financial-services","acquired","Bank of America (2008)","1914-2008","rbj-pc-reseller-slump-psk-2002-07-05-9cb170","Joseph Osha cited 2002 RBJ piece"
"intel-corporation","Intel Corporation","company","semiconductor","active","","1968-present","rbj-pc-reseller-slump-psk-2002-07-05-9cb170","x86/Itanium; 2002 RBJ slump narrative"
"amd","Advanced Micro Devices, Inc.","company","semiconductor","active","","1969-present","rbj-pc-reseller-slump-psk-2002-07-05-9cb170","Cited 2002-06 with Apple/Intel earnings forecast cuts"
"apple-inc","Apple Inc.","company","consumer-electronics","active","","1976-present","rbj-pc-reseller-slump-psk-2002-07-05-9cb170","iMac color choice example; 2002 RBJ context"
"microsoft","Microsoft Corporation","company","software","active","","1975-present","rbj-pc-reseller-slump-psk-2002-07-05-9cb170",".NET/Longhorn/Blackcomb context — 2002 WatchIT presenter program"
