obs_id,study_id,entity_id,tech_id,observation_type,year_observed,metric_name,metric_value,confidence,methodology_code,source_page,notes
1996-electronic-commerce-25d31b-OBS-001,1996-electronic-commerce-25d31b,aberdeen-group,internet-ec,market-sizing,1996,Planned EC IT investment (3-year),$7.2 billion,medium,survey,p1,Aberdeen research projects $7.2B in EC IT investment over next three years.
1996-electronic-commerce-25d31b-OBS-002,1996-electronic-commerce-25d31b,,internet-ec,trend-analysis,1996,EC categories,B2B; B2C; C2C,high,expert-analysis,p1,"Three types of EC identified: business-to-business, business-to-consumer, consumer-to-consumer."
1996-electronic-commerce-25d31b-OBS-003,1996-electronic-commerce-25d31b,,edi,technology-adoption,1996,B2B EC enabler,EDI for purchase orders/invoices,high,expert-analysis,p1,EDI cited as critical B2B electronic document exchange mechanism.
1996-electronic-commerce-25d31b-OBS-004,1996-electronic-commerce-25d31b,,data-warehousing,technology-adoption,1996,Supply chain demand anticipation tool,Decision support / data warehousing,high,expert-analysis,p1,Data warehousing cited as necessary for supply chain demand anticipation.
1996-electronic-commerce-25d31b-OBS-005,1996-electronic-commerce-25d31b,,internet-ec,recommendation,1996,Make-vs-buy recommendation,Buy integrated EC architecture,high,expert-analysis,p1,Aberdeen recommends IT organizations evaluate buying rather than building EC infrastructure.
1996-electronic-commerce-25d31b-OBS-006,1996-electronic-commerce-25d31b,,internet-ec,viability-prediction,1996,B2C rollout pace,Majority of B2C companies will have 1st or 2nd gen EC by ~1999,medium,expert-analysis,p1,Prediction that most B2C companies roll out first/second generation EC systems within 3 years.
1996-electronic-commerce-25d31b-OBS-007,1996-electronic-commerce-25d31b,,internet-ec,actual-outcome,1999,B2C rollout pace (actual),[UNVERIFIED],partially-verified,,,
1996-electronic-commerce-25d31b-OBS-008,1996-electronic-commerce-25d31b,,internet-ec,viability-prediction,1996,EC transaction volume growth,Rapid but not overnight; exceptions see explosive growth,medium,expert-analysis,p1,Prediction that EC transaction volumes grow rapidly with some explosive outliers.
1996-electronic-commerce-25d31b-OBS-009,1996-electronic-commerce-25d31b,,internet-ec,actual-outcome,2000,EC transaction volume growth (actual),[UNVERIFIED],partially-verified,,,
1996-electronic-commerce-25d31b-OBS-010,1996-electronic-commerce-25d31b,,internet-ec,trend-analysis,1996,B2B EC visibility,Hidden by competitive secrecy,high,expert-analysis,p1,B2B EC described as less visible due to competitive advantage secrecy.
1996-electronic-commerce-25d31b-OBS-011,1996-electronic-commerce-25d31b,,intranet,technology-adoption,1996,Virtual corporation enabler,Strong internal Intranet required,high,expert-analysis,p1,Intranet cited as necessary for virtual corporation supply chain integration.
1996-electronic-commerce-25d31b-OBS-012,1996-electronic-commerce-25d31b,,distributed-objects,technology-adoption,1996,Maturity at time of study,Fast evolving but presently imprecise,high,expert-analysis,p1,Distributed objects described as important but imprecise technology in 1996.
1996-electronic-commerce-25d31b-OBS-013,1996-electronic-commerce-25d31b,,java,technology-adoption,1996,Development tool for EC,4GL/CASE tools generating Java,medium,expert-analysis,p1,Java highlighted as an EC development tool.
1996-electronic-commerce-25d31b-OBS-014,1996-electronic-commerce-25d31b,,payment-auth-encrypt,technology-adoption,1996,EC security requirement,Authentication; encryption; firewalls; password control,high,expert-analysis,p1,Security identified as primary Internet EC technology requirement.
1996-electronic-commerce-25d31b-OBS-015,1996-electronic-commerce-25d31b,,internet-ec,expert-opinion,1996,Paradigm shift assessment,True paradigm shift; will forever alter society and IT use,high,expert-analysis,p1,Aberdeen characterizes internet commerce as a fundamental societal and IT paradigm shift.
1996-electronic-commerce-25d31b-OBS-016,1996-electronic-commerce-25d31b,,internet-ec,trend-analysis,1996,Technology change pace in EC,Hallmark of EC IT over at least next decade,high,expert-analysis,p1,Rapid technology change expected to continue as defining feature of EC IT.
1996-electronic-commerce-25d31b-OBS-017,1996-electronic-commerce-25d31b,,internet-ec,recommendation,1996,B2C personalization strategy,Fine-granularity individual personality; dynamic personalized catalogs,high,expert-analysis,p1,Aberdeen recommends delivering personalized B2C experiences with dynamic catalogs.
1996-electronic-commerce-25d31b-OBS-018,1996-electronic-commerce-25d31b,,cgi,technology-adoption,1996,Middleware evolution,CGI being replaced by ORBs and gateways,medium,expert-analysis,p1,CGI listed under middleware as being superseded.
