code_id,code_type,label,definition
strategy-classification,observation_type,Strategy Classification,Categorization of an entity's business strategy
viability-prediction,observation_type,Viability Prediction,Expert prediction of entity's long-term survival
actual-outcome,observation_type,Actual Outcome,Verified historical outcome for an entity
technology-assessment,observation_type,Technology Assessment,Evaluation of a technology's maturity or fitness
benchmark-result,observation_type,Benchmark Result,Quantitative comparison against peers or standards
framework-factor,observation_type,Framework Factor,One component of a multi-factor analytical framework
market-data,observation_type,Market Data,Quantitative market statistic
expert-opinion,observation_type,Expert Opinion,Qualitative professional judgment
personal-recollection,observation_type,Personal Recollection,First-person memory or anecdote from Kastner
ai-exchange,observation_type,AI Exchange,A question posed by Kastner and the AI response extracted as a structured observation
topic-insight,observation_type,Topic Insight,An analytical claim or framework point within a technology topic deep-dive
industry-analysis,methodology,Industry Analysis,Systematic analysis of industry structure and dynamics
competitive-profiling,methodology,Competitive Profiling,Detailed comparison of competing entities
benchmarking,methodology,Benchmarking,Comparison against industry standards or peers
field-research,methodology,Field Research,Primary data collection via interviews or surveys
document-review,methodology,Document Review,Analysis of existing documents and records
statistical-analysis,methodology,Statistical Analysis,Quantitative data analysis with statistical methods
oral-history,methodology,Oral History,First-person spoken or written recollection of events
ai-dialog,methodology,AI Dialog,Question-and-answer exchange between a human and an AI system
high,confidence,High Confidence,Strong evidentiary basis; multiple corroborating sources
medium,confidence,Medium Confidence,Reasonable basis but limited corroboration
low,confidence,Low Confidence,Directional judgment with limited evidence
verified,confidence,Verified,Confirmed by subsequent events or independent sources
org-fact,observation_type,Org Fact,Study-specific code: org-fact
primary-doc,methodology,Primary Doc,Study-specific code: primary-doc
strategic-positioning,observation_type,Strategic Positioning,Study-specific code: strategic-positioning
mission,observation_type,Mission,Study-specific code: mission
core-competency,observation_type,Core Competency,Study-specific code: core-competency
service-description,observation_type,Service Description,Study-specific code: service-description
service-portfolio,observation_type,Service Portfolio,Study-specific code: service-portfolio
coverage-taxonomy,observation_type,Coverage Taxonomy,Study-specific code: coverage-taxonomy
business-model,observation_type,Business Model,Study-specific code: business-model
marketing-workshop,observation_type,Marketing Workshop,Study-specific code: marketing-workshop
contact-info,observation_type,Contact Info,Study-specific code: contact-info
positioning-context,observation_type,Positioning Context,Study-specific code: positioning-context
service-value,observation_type,Service Value,Study-specific code: service-value
publication-types,observation_type,Publication Types,Study-specific code: publication-types
webcasting,observation_type,Webcasting,Study-specific code: webcasting
cross-group,observation_type,Cross Group,Study-specific code: cross-group
