"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"intel-pentium-4","Intel Pentium 4","platform","Intel","2000-2008","mature","legacy","dct-access-pc-deals-2002-2003","Primary consumer CPU in 2002-2003; appears as 'Pentium 4' in CPUclass column"
"intel-pentium-4-ht","Intel Pentium 4 with Hyper-Threading","platform","Intel","2002-2008","new","legacy","dct-access-pc-deals-2002-2003","HT variant launched Nov 2002; appears as 'Pentium 4 HT' in CPUclass"
"intel-celeron","Intel Celeron","platform","Intel","1998-present","mature","legacy","dct-access-pc-deals-2002-2003","Budget CPU in entry-level desktops"
"amd-athlon-xp","AMD Athlon XP","platform","AMD","2001-2005","mature","legacy","dct-access-pc-deals-2002-2003","AMD's Pentium 4 competitor; appears as 'Athlon XP ####+' in CPUclass"
"amd-athlon","AMD Athlon (non-XP)","platform","AMD","1999-2005","mature","legacy","dct-access-pc-deals-2002-2003",""
"amd-duron","AMD Duron","platform","AMD","2000-2004","mature","discontinued","dct-access-pc-deals-2002-2003","AMD's Celeron competitor"
"desktop-pc","Desktop PC form factor","platform","","1980s-present","mature","mature","dct-access-pc-deals-2002-2003","Primary form factor in the 'Consumer' sheet"
"dvd-cd-rw-combo","DVD-ROM / CD-RW Combo Drive","platform","","2001-2010","new","obsolete","dct-access-pc-deals-2002-2003","Standard optical drive in mid-2002 PCs"
"rdram","RDRAM (Rambus DRAM)","platform","Rambus","1999-2003","declining","obsolete","dct-access-pc-deals-2002-2003","Used in high-end Pentium 4 HT systems"
"ddr-sdram","DDR SDRAM","platform","","2000-2007","mature","legacy","dct-access-pc-deals-2002-2003","Dominant memory type in 2002-2003 PCs"
