"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"siebel-systems","Siebel Systems, Inc.","company","CRM-software","acquired","Oracle Corporation","1993-2006","1997-cis-report-ba825e","Founded 1993 by Tom Siebel; rose to ~45% CRM market share by 2002; acquired by Oracle for $5.8B in 2005; Siebel brand persists as Oracle CRM On Demand. At time of report was already the dominant SFA vendor."
"clarify-inc","Clarify Inc.","company","CRM-software","acquired","Amdocs (via Nortel Networks)","1990-2001","1997-cis-report-ba825e","CRM/customer service software; held ~22% CRM market share in 1999; acquired by Nortel Networks for $2.1B in stock (2000); Nortel sold Clarify division to Amdocs for $200M cash (2001); Clarify brand absorbed into Amdocs."
"vantive-corp","The Vantive Corporation","company","CRM-software","acquired","Oracle (via PeopleSoft)","1990-2000","1997-cis-report-ba825e","Founded 1990 as ProActive Software; CRM/call center/help desk vendor; acquired by PeopleSoft in $433M stock deal (December 1999); PeopleSoft acquired by Oracle for $10.3B (2004); Vantive brand dissolved."
"remedy-corp","Remedy Corporation","company","ITSM-software","acquired","BMC Software","1990-2002","1997-cis-report-ba825e","Internal help desk/IT service management pioneer; acquired by Peregrine Systems (2001) during Peregrine's fraud-driven expansion; Peregrine filed Ch.11 (2002); BMC Software acquired Remedy assets for $355M (November 2002); Remedy Action Request System (ARS) became BMC Remedy ITSM."
"scopus-technology","Scopus Technology, Inc.","company","CRM-software","acquired","Siebel Systems","1990-1998","1997-cis-report-ba825e","Customer service/call center software; headquartered Emeryville, CA; acquired by Siebel Systems for $460M in stock (March 1998); absorbed into Siebel's customer service business unit."
"onyx-software","ONYX Software","company","CRM-software","acquired","Aptean (via Consona)","1994-2006","1997-cis-report-ba825e","Mid-market CRM vendor; IPO 1994; acquired by Consona Corporation (August 2006); Consona merged with CDC Software to form Aptean (2012)."
"aurum-software","Aurum Software, Inc.","company","CRM-software","acquired","Baan Company","1990-1997","1997-cis-report-ba825e","SFA/CRM software vendor; acquired by Baan Co. (Dutch ERP) for ~$250M in stock (May 1997, concurrent with this report); became BaanFrontOffice Suite; Baan itself filed bankruptcy (1999) and was acquired by Invensys then SSA GT."
"saleslogix","SalesLogix Corporation","company","CRM-software","acquired","Swiftpage (via Sage)","1997-2013","1997-cis-report-ba825e","Mid-market SFA/CRM vendor; founded 1997; acquired by Interact Commerce (merged with ACT!); Interact Commerce acquired by Sage for $260M (2001); Sage sold ACT! and SalesLogix to Swiftpage (2013) for ~$57M."
"brock-international","Brock International, Inc.","company","CRM-software","acquired","Pivotal Software (merged)","1988-2001","1997-cis-report-ba825e","One of the earlier SFA vendors; merged with Pivotal Software (Vancouver, BC) around 2000; Pivotal acquired by CDC Software (later Aptean)."
"peregrine-systems","Peregrine Systems","company","ITSM-software","dissolved","BMC Software (assets)","1981-2003","1997-cis-report-ba825e","IT asset management and help desk software; acquired Remedy Corp (2001); filed Ch.11 bankruptcy (2002) following accounting fraud ($1.35B restatement); assets sold; CEO convicted of securities fraud."
"clarify-amdocs","Amdocs Limited","company","telecoms-software","active","","1988-present","1997-cis-report-ba825e","BSS/OSS telecom software vendor; acquired Clarify CRM division from Nortel for $200M (2001); Clarify functionality integrated into Amdocs CES suite."
"aberdeen-group","Aberdeen Group, Inc.","company","market-research","acquired","Aberdeen (Harte-Hanks / Informa Tech)","1988-2014","1997-cis-report-ba825e","Boston-based IT market research and analysis firm; authors of this report; acquired by Harte-Hanks (2001); brand and content eventually migrated to Informa Tech/Aberdeen.com."
"chordiant-software","Chordiant Software","company","CRM-software","acquired","Pegasystems","1998-2010","1997-cis-report-ba825e","Listed in TOC of report; customer interaction management; acquired by Pegasystems Inc. for $161M (2010); Pegasystems integrated Chordiant's BPM/CRM capabilities."
"pegasystems","Pegasystems, Inc.","company","BPM-CRM-software","active","","1983-present","1997-cis-report-ba825e","Business process and CRM software; acquired Chordiant Software (2010); remains publicly traded (NASDAQ: PEGA) as of 2026."
