"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Characterizes strategic positioning or market stance of a vendor or technology"
"viability-prediction","observation_type","Viability Prediction","Forward-looking forecast about survivability or adoption"
"actual-outcome","observation_type","Actual Outcome","Verified real-world result corresponding to a prior prediction"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity readiness or capability"
"benchmark-result","observation_type","Benchmark Result","Quantitative or comparative performance measurement"
"framework-factor","observation_type","Framework Factor","Element of an analytical or conceptual framework presented in the study"
"market-data","observation_type","Market Data","Quantitative or qualitative data about market size share or dynamics"
"expert-opinion","observation_type","Expert Opinion","Analyst judgment or recommendation not tied to a specific metric"
"WP","methodology_code","Wp","Aberdeen Executive White Paper report type"
"EC","methodology_code","Ec","Electronic Commerce analytical framework"
"IC","methodology_code","Ic","Internet Commerce analytical framework"
"EDI","methodology_code","Edi","Electronic Data Interchange legacy systems context"
