"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"2002-it-spending-shows-encouraging-signs-0d61cd-OBS-001","2002-it-spending-shows-encouraging-signs-0d61cd","","","market-data","2002","Q3 2002 IT supplier revenue growth vs Q3 2001","+3.4%","high","industry-analysis","1","Benchmark group of top 20 IT suppliers; not all suppliers yet reported at time of publication"
"2002-it-spending-shows-encouraging-signs-0d61cd-OBS-002","2002-it-spending-shows-encouraging-signs-0d61cd","","","expert-opinion","2002","Overall IT spending sentiment","cautious optimism","medium","industry-analysis","1","Aberdeen's editorial assessment based on Q3 results"
"2002-it-spending-shows-encouraging-signs-0d61cd-OBS-003","2002-it-spending-shows-encouraging-signs-0d61cd","","","viability-prediction","2002","IT spending contraction status","contracting has stopped","medium","industry-analysis","1","Prediction that IT spending decline had bottomed"
"2002-it-spending-shows-encouraging-signs-0d61cd-OBS-004","2002-it-spending-shows-encouraging-signs-0d61cd","","","viability-prediction","2002","IT spending growth outlook","modest growth forthcoming","medium","industry-analysis","1","Forward-looking prediction of resumed growth"
"2002-it-spending-shows-encouraging-signs-0d61cd-OBS-005","2002-it-spending-shows-encouraging-signs-0d61cd","microsoft","","market-data","2002","Microsoft Q3 2002 revenue trend","positive contributor to benchmark","medium","industry-analysis","1","Microsoft cited as one of the top 20 benchmark suppliers"
"2002-it-spending-shows-encouraging-signs-0d61cd-OBS-006","2002-it-spending-shows-encouraging-signs-0d61cd","hp-compaq","","market-data","2002","HP/Compaq Q3 2002 revenue trend","part of benchmark group post-merger","medium","industry-analysis","1","HP and Compaq merged May 2002; combined entity in benchmark"
"2002-it-spending-shows-encouraging-signs-0d61cd-OBS-007","2002-it-spending-shows-encouraging-signs-0d61cd","","enterprise-application-integration","technology-assessment","2002","EAI spending category trend","incremental growth expected","low","industry-analysis","1","EAI listed as spending growth keyword/segment"
"2002-it-spending-shows-encouraging-signs-0d61cd-OBS-008","2002-it-spending-shows-encouraging-signs-0d61cd","","security-software","technology-assessment","2002","Security software spending trend","incremental growth expected","medium","industry-analysis","1","Security listed as growth spending segment in 2002"
"2002-it-spending-shows-encouraging-signs-0d61cd-OBS-009","2002-it-spending-shows-encouraging-signs-0d61cd","","crm-software","technology-assessment","2002","CRM software spending trend","incremental growth expected","medium","industry-analysis","1","CRM listed as growth spending segment alongside security and EAI"
"2002-it-spending-shows-encouraging-signs-0d61cd-OBS-010","2002-it-spending-shows-encouraging-signs-0d61cd","","","framework-factor","2002","Study methodology basis","top-20 IT supplier Q3 financial results","high","industry-analysis","1","Aberdeen used quarterly financial results of top 20 suppliers as IT spending proxy"
"2002-it-spending-shows-encouraging-signs-0d61cd-OBS-011","2002-it-spending-shows-encouraging-signs-0d61cd","","","actual-outcome","2003","IT spending recovery verification","IT spending grew through 2003-2004 as predicted","verified","document-review","1","Gartner and IDC data confirm IT spending resumed growth in 2003; Aberdeen's cautious optimism validated"
"2002-it-spending-shows-encouraging-signs-0d61cd-OBS-012","2002-it-spending-shows-encouraging-signs-0d61cd","","security-software","actual-outcome","2006","Security software growth outcome","security software became largest IT spending growth category 2003-2006","verified","document-review","1","Security spending dramatically outpaced EAI and general IT in subsequent years"
