"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"TECH-001","NuTCRACKER","Unix-to-NT Porting Toolkit","DataFocus","1994-2010s","mainstream","legacy","1997-datafocus'-nutcracker--enterprise-c-bfc11e","NuTCRACKER v1.0 1994; v3.1 May 1997; continued under MKS; eventually superseded by containerization and cloud migration"
"TECH-002","Windows NT","Operating System","Microsoft","1993-2000","mainstream","evolved","1997-datafocus'-nutcracker--enterprise-c-bfc11e","NT evolved into Windows 2000 and Windows Server line; NT kernel is basis of all modern Windows"
"TECH-003","Win32 API","Application Programming Interface","Microsoft","1993-present","mainstream","active-niche","1997-datafocus'-nutcracker--enterprise-c-bfc11e","Win32 still exists but modern Windows development uses .NET and UWP; Win32 legacy maintained"
"TECH-004","POSIX","Standard/Subsystem","IEEE/ISO","1988-present","mainstream","active-niche","1997-datafocus'-nutcracker--enterprise-c-bfc11e","POSIX standard still important; NT's POSIX subsystem deprecated; WSL (Windows Subsystem for Linux) is modern equivalent"
"TECH-005","DirectLink Technology","Middleware","DataFocus","1996-2010s","emerging","discontinued","1997-datafocus'-nutcracker--enterprise-c-bfc11e","DirectLink enabled Unix RDBMS library access on NT; discontinued with NuTCRACKER under PTC"
"TECH-006","Unix RISC Workstation","Hardware Platform","Multiple","1985-2005","mainstream","discontinued","1997-datafocus'-nutcracker--enterprise-c-bfc11e","Unix RISC workstations displaced by x86 Windows and Linux workstations by mid-2000s"
"TECH-007","MKS Toolkit","Unix Emulation for Windows","MKS","1984-2010s","mainstream","legacy","1997-datafocus'-nutcracker--enterprise-c-bfc11e","MKS Toolkit provided Unix shell and utilities on Windows; included with NuTCRACKER; now legacy"
"TECH-008","Motif/X Windows","GUI Framework","Open Group","1989-2000s","mainstream","legacy","1997-datafocus'-nutcracker--enterprise-c-bfc11e","X Windows/Motif was standard Unix GUI; Wintif in NuTCRACKER converted Motif to native Windows UI"
"TECH-009","Intel Pentium (x86)","Processor","Intel","1993-present","mainstream","evolved","1997-datafocus'-nutcracker--enterprise-c-bfc11e","Pentium processors cited as NuTCRACKER target; x86 architecture became dominant through x86-64"
"TECH-010","DCOM (Distributed COM)","Middleware","Microsoft","1996-2010s","emerging","legacy","1997-datafocus'-nutcracker--enterprise-c-bfc11e","DCOM supported by NuTCRACKER DirectLink; DCOM evolved into .NET Remoting then WCF then REST"
"TECH-011","Unix Porting Toolkit","Development Tool","Multiple","1990s-present","emerging","evolved","1997-datafocus'-nutcracker--enterprise-c-bfc11e","Cross-platform porting evolved into containerization (Docker) and cloud-native development"
"TECH-012","Tuxedo (BEA/Oracle)","Transaction Monitor","BEA/Oracle","1983-present","mainstream","active-niche","1997-datafocus'-nutcracker--enterprise-c-bfc11e","Tuxedo libraries supported via DirectLink; Oracle Tuxedo still active in legacy environments"
