entity_id,entity_name,entity_type,sector,status,successor,years_active,study_id,notes
aberdeen-group,Aberdeen Group,firm,Market Research / IT Consulting,acquired,Aberdeen/Harte-Hanks,1988-present,dssune~1-cbf6e3,Publisher of this practice summary; Boston-based IT research and consulting firm
ibm,IBM,company,Enterprise IT Hardware/Services,active,,1911-present,dssune~1-cbf6e3,Holds top-ranking position in Data Knowledge marketplace; DecisionEdge CRM applications; SAP and J.D. Edwards ERP analysis suites
oracle,Oracle,company,Enterprise Software/Database,active,,1977-present,dssune~1-cbf6e3,Oracle RDBMS as preferred data warehouse database; Express multidimensional database; Oracle Data Mart Suite CD-installable NT package
ncr-corporation,NCR Corporation,company,Enterprise IT Hardware/Data Warehousing,active,,1884-present,dssune~1-cbf6e3,Teradata database; shared-nothing MPP architecture; WorldMark 4700 and 5150 servers; deep consulting in vertical-industry data warehousing
microsoft,Microsoft,company,Enterprise Software / OS,active,,1975-present,dssune~1-cbf6e3,Plato OLAP tool (acquired from Panorama Software Israel) being beta tested; NT as data mart platform of choice; catalyzing consolidation
compaq,Compaq,company,Enterprise IT Hardware,dissolved,HP (2002),1982-2002,dssune~1-cbf6e3,Tandem subsidiary; Oracle Data Mart Suite on ProLiant servers; Himalaya parallel-scalable processors; enterprise CRM applications
cognos,Cognos,company,Business Intelligence / Analytics,acquired,IBM (2008),1969-2008,dssune~1-cbf6e3,Impromptu query/reporting tool (700000+ seats); PowerPlay multidimensional analysis; Scenario desktop data mining; Cognos Accelerator for SAP R/3
business-objects,Business Objects,company,Business Intelligence / Analytics,acquired,SAP (2008),1990-2008,dssune~1-cbf6e3,Leader in query/reporting/analysis since 1990; WebIntelligence 2.0 announced July 1998; BusinessObjects 4.1 desktop tool
sas-institute,SAS Institute,company,Analytics / Statistics Software,active,,1976-present,dssune~1-cbf6e3,SAS/Warehouse Administrator; SAS/EIS; CFO Vision; Enterprise Miner (SEMMA methodology); leading data mining in third-party CRM systems
arbor-software,Arbor Software Corp.,company,OLAP / Business Intelligence,acquired,Hyperion Solutions (1998),1991-1998,dssune~1-cbf6e3,Essbase multidimensional OLAP server; merging with Hyperion to form Hyperion Solutions; IBM DB2 partnership for hybrid ROLAP/MDB environment
microstrategy,MicroStrategy Inc.,company,Business Intelligence / Analytics,active,,1989-present,dssune~1-cbf6e3,DSS Server ROLAP product; approximately 500 installed sites; DSS Broadcaster and StockMarket for web/email narrow-casting
information-advantage,Information Advantage Inc.,company,Business Intelligence / Analytics,acquired,unknown,1993-2000,dssune~1-cbf6e3,DecisionSuite and WebOLAP ROLAP software; acquiring IQ Software for enterprise reporting; two-year integration effort planned
informix,Informix Software Corp.,company,Database / OLAP,acquired,IBM (2001),1980-2001,dssune~1-cbf6e3,MetaCube 4.0 ROLAP environment leveraging Informix DSA; consistent TPC-D benchmark leaders; partnered with Andyne/Cognos/Business Objects/Seagate
naviant-technology,Naviant Technology Solutions,company,Data Mining / CRM,acquired,unknown,1990s,dssune~1-cbf6e3,Navimark 1.0 pre-packaged CRM system; uses MicroStrategy ROLAP + Exchange Applications ValEX + Vmark DataStage + NetDynamics
platinum-technology,Platinum Technology Inc.,company,Enterprise Software / DSS,acquired,CA Technologies (1999),1987-1999,dssune~1-cbf6e3,RiskAdvisor pre-built data warehouse for insurance; InfoAdvisor for sales and marketing analysis; acquired by CA in 1999
hyperion-software,Hyperion Software,company,Financial Analytics,merged,Hyperion Solutions (1998),1991-1998,dssune~1-cbf6e3,Merging with Arbor Software to form Hyperion Solutions; financial analysis and consolidation applications
sap,SAP,company,Enterprise Software,active,,1972-present,dssune~1-cbf6e3,ERP supplier with awaited Business Information Warehouse; Cognos Accelerator for SAP R/3 cited
jd-edwards,JD Edwards,company,Enterprise Software / ERP,acquired,PeopleSoft (2003),1977-2003,dssune~1-cbf6e3,ERP supplier for which IBM built DecisionEdge analysis suite
exchange-applications,Exchange Applications,company,CRM / Campaign Management,acquired,unknown,1990s-2003,dssune~1-cbf6e3,ValEX Marketing Management System for CRM campaign management; used in Naviant's Navimark CRM platform
