"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"1997-marathon's-endurance-4000--imp-psk-f83368-OBS-001","1997-marathon's-endurance-4000--imp-psk-f83368","marathon-technologies","endurance-4000","technology-assessment","1997","Availability rating","99.99% application uptime — approximately two orders of magnitude improvement over standard NT server","high","ingest-extraction","competitive-profiling","Aberdeen Group Conclusions","Kastner states the $24,995 product 'adds almost two orders of magnitude to NT application availability.'"
"1997-marathon's-endurance-4000--imp-psk-f83368-OBS-002","1997-marathon's-endurance-4000--imp-psk-f83368","marathon-technologies","endurance-4000","market-data","1997","Product price","$24,995","high","ingest-extraction","competitive-profiling","Aberdeen Group Conclusions","Kastner calls this 'reasonable given the value of the applications likely to be protected.'"
"1997-marathon's-endurance-4000--imp-psk-f83368-OBS-003","1997-marathon's-endurance-4000--imp-psk-f83368","marathon-technologies","endurance-4000","technology-assessment","1997","Architecture configuration","4 servers: 2 lock-stepped Computing Elements (CE) + 2 I/O Processors (IOP); all Pentium Pro class","high","ingest-extraction","competitive-profiling","Architecture & Operation","CEs run lock-stepped; IOPs handle I/O; connected at NT HAL level."
"1997-marathon's-endurance-4000--imp-psk-f83368-OBS-004","1997-marathon's-endurance-4000--imp-psk-f83368","marathon-technologies","endurance-4000","technology-assessment","1997","Disaster recovery distance","Each half connected by optical fiber up to 1.5 kilometers (1 mile) apart — building/campus-scale disaster recovery","high","ingest-extraction","competitive-profiling","Architecture & Operation","Campus-distance DR was an advanced feature; Kastner notes building fires/floods more common than generally known."
"1997-marathon's-endurance-4000--imp-psk-f83368-OBS-005","1997-marathon's-endurance-4000--imp-psk-f83368","marathon-technologies","endurance-4000","technology-assessment","1997","Application compatibility","NT OS and all shrink-wrapped applications unaware of Endurance 4000; no special application versions required","high","ingest-extraction","competitive-profiling","Marathon Runs NT With Endurance","Transparent fault tolerance — key differentiator from cluster software requiring special app versions."
"1997-marathon's-endurance-4000--imp-psk-f83368-OBS-006","1997-marathon's-endurance-4000--imp-psk-f83368","microsoft","wolfpack-mscs","technology-assessment","1997","Wolfpack failover time","Recovery measured in minutes; requires reboot","high","ingest-extraction","competitive-profiling","Microsoft's Wolfpack is an Answer, But Not The Answer","Kastner: 'minutes to recover will be good enough for many applications' but not mission-critical OLTP, system management, firewall."
"1997-marathon's-endurance-4000--imp-psk-f83368-OBS-007","1997-marathon's-endurance-4000--imp-psk-f83368","microsoft","wolfpack-mscs","viability-prediction","1997","Wolfpack delivery timing","Expected to ship later in 1997","medium","outcome-linkage","industry-analysis","Microsoft's Wolfpack is an Answer, But Not The Answer","Kastner notes Wolfpack is 'widely discussed' but not yet delivered; actual ship date September 1997 with NT Server 4.0 EE."
"1997-marathon's-endurance-4000--imp-psk-f83368-OBS-008","1997-marathon's-endurance-4000--imp-psk-f83368","microsoft","wolfpack-mscs","actual-outcome","1997","Wolfpack actual ship date and reception","Shipped September 1997 with Windows NT Server 4.0 Enterprise Edition; had significant reliability problems in v1; only 2-node clusters; improved substantially in Windows 2000","verified","web-source","document-review","Post-publication research","Sources: Microsoft TechCommunity 2013 clustering history; Wikipedia MSCS. Kastner's caution about Wolfpack limitations proved accurate."
"1997-marathon's-endurance-4000--imp-psk-f83368-OBS-009","1997-marathon's-endurance-4000--imp-psk-f83368","","nt-server","market-data","1997","NT Server adoption trend","Ever-increasing trend toward NT Server for enterprise applications including transaction processing, email, groupware, internet/intranet, network management","high","ingest-extraction","industry-analysis","Caution Ahead","Aberdeen research documenting NT adoption trajectory as of early 1997."
"1997-marathon's-endurance-4000--imp-psk-f83368-OBS-010","1997-marathon's-endurance-4000--imp-psk-f83368","","nt-server","expert-opinion","1997","NT reliability assessment","NT Server was never designed to run mission-critical applications without failing; no general purpose OS makes that claim","high","ingest-extraction","industry-analysis","Caution Ahead","Fundamental architectural observation about NT's mission-critical fitness."
