"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"mirror-image-profile-v2-050404-97e2a6.001","mirror-image-profile-v2-050404-97e2a6","","","market-data","2001","CDN vendor count peak","More than 40 CDN vendors tracked by Aberdeen in 2001","high","ingest-extraction","industry-analysis","","CDN market peaked at 40+ vendors before dot-com consolidation",""
"mirror-image-profile-v2-050404-97e2a6.002","mirror-image-profile-v2-050404-97e2a6","","","market-data","2004","CDN vendor count post-consolidation","Fewer than a dozen CDN vendors remained by 2004","high","outcome-linkage","industry-analysis","","Three years of market challenges pared the CDN field dramatically",""
"mirror-image-profile-v2-050404-97e2a6.003","mirror-image-profile-v2-050404-97e2a6","","cdn","technology-assessment","2004","CDN usage trend","CDN usage rose dramatically during 2001-2004 consolidation period","high","ingest-extraction","industry-analysis","","Despite vendor attrition usage grew across corporations governments and education",""
"mirror-image-profile-v2-050404-97e2a6.004","mirror-image-profile-v2-050404-97e2a6","","cdn","strategy-classification","2004","CDN service evolution","CDNs moving beyond basic image page and media delivery toward application delivery","medium","ingest-extraction","industry-analysis","","CDN suppliers leveraging overlay networks to offer comprehensive application delivery solutions",""
"mirror-image-profile-v2-050404-97e2a6.005","mirror-image-profile-v2-050404-97e2a6","mirror-image-internet","cap-architecture","technology-assessment","2004","CAP architecture value","Regional data center approach minimizes infrastructure costs and increases control security and manageability","medium","ingest-extraction","field-research","","Centralized-yet-distributed architecture at critical regional Internet crossroads",""
"mirror-image-profile-v2-050404-97e2a6.006","mirror-image-profile-v2-050404-97e2a6","mirror-image-internet","smart-content","strategy-classification","2004","Smart Content platform positioning","Non-IT groups empowered with direct control over content delivery reducing IT mediation burden","medium","ingest-extraction","competitive-profiling","","Marketing e-commerce and customer service teams can manage content flow directly",""
"mirror-image-profile-v2-050404-97e2a6.007","mirror-image-profile-v2-050404-97e2a6","fastclick","ad-serving","benchmark-result","2003","Monthly ad impressions","More than 5 billion impressions per month","high","outcome-linkage","field-research","","Fastclick delivering massive ad volume using two services: Ad Network and AdServer",""
"mirror-image-profile-v2-050404-97e2a6.008","mirror-image-profile-v2-050404-97e2a6","fastclick","","market-data","2003","Ad Network scale","14000 buyers and sellers connected through Fastclick Ad Network","high","ingest-extraction","field-research","","Scale of Fastclick online ad inventory marketplace",""
"mirror-image-profile-v2-050404-97e2a6.009","mirror-image-profile-v2-050404-97e2a6","fastclick","cdn","expert-opinion","2004","CDN cost reduction rationale","With a CDN we needed fewer servers less room less power and less floor space to meet performance thresholds","high","ingest-extraction","field-research","","Steve Chang CTO explaining CDN value proposition for high-volume ad serving",""
"mirror-image-profile-v2-050404-97e2a6.010","mirror-image-profile-v2-050404-97e2a6","fastclick","cdn","strategy-classification","2004","CDN vendor selection criteria","Price was a huge issue; Mirror Image willing to build pricing model accounting for growth trajectory over time","high","ingest-extraction","field-research","","Chang chose Mirror Image for flexible pricing aligned with growth",""
"mirror-image-profile-v2-050404-97e2a6.011","mirror-image-profile-v2-050404-97e2a6","fastclick","cdn","benchmark-result","2004","Security benefit from CDN","Traffic filtering and intrusion detection offloaded because everything goes through Mirror Image network","medium","outcome-linkage","field-research","","CDN as security layer preventing direct hits to customer data center",""
"mirror-image-profile-v2-050404-97e2a6.012","mirror-image-profile-v2-050404-97e2a6","fastclick","cdn","expert-opinion","2004","CDN time savings value","By not focusing on scaling bandwidth server or security issues team could enhance products faster","high","ingest-extraction","field-research","","Chang reporting that CDN freed engineering time for product development",""
"mirror-image-profile-v2-050404-97e2a6.013","mirror-image-profile-v2-050404-97e2a6","fastclick","geotargeting","technology-assessment","2004","Adaptive content interest","Working with Mirror Image on adding adaptive content action rules to improve geotargeting and ad rotation","medium","outcome-linkage","field-research","","Fastclick exploring next-generation geotargeting capabilities",""
"mirror-image-profile-v2-050404-97e2a6.014","mirror-image-profile-v2-050404-97e2a6","","cdn","framework-factor","2004","CDN selection criteria","Three major CDN vendors proved they could accelerate site offload data centers and reach consumers worldwide with similar pricing","medium","outcome-linkage","field-research","","Toy retailer evaluated three major CDNs finding comparable core capabilities",""
"mirror-image-profile-v2-050404-97e2a6.015","mirror-image-profile-v2-050404-97e2a6","","cap-architecture","expert-opinion","2004","Architecture differentiation","Chose Mirror Image for centralized yet distributed architecture ease of implementation high flexibility and strong reporting","high","outcome-linkage","field-research","","Director of Internet operations explaining vendor selection rationale",""
"mirror-image-profile-v2-050404-97e2a6.016","mirror-image-profile-v2-050404-97e2a6","","cdn","benchmark-result","2004","Site performance improvement","Mirror Image improved significantly the site performance; can scale very cost-effectively","medium","ingest-extraction","field-research","","Toy retailer confirming CDN performance and cost benefits",""
"mirror-image-profile-v2-050404-97e2a6.017","mirror-image-profile-v2-050404-97e2a6","mirror-image-internet","sla-monitoring","benchmark-result","2004","SLA monitoring tool delivery speed","Mirror Image moved from request to production level monitoring tool in less than 45 days","high","ingest-extraction","field-research","","Rapid custom development of real-time content monitoring and SLA validation tool",""
"mirror-image-profile-v2-050404-97e2a6.018","mirror-image-profile-v2-050404-97e2a6","","cdn","expert-opinion","2004","Customer service quality","MI staff is almost a part of my staff; MI support team helps resolve problems whether or not from Mirror Image","high","ingest-extraction","field-research","","Director praising deep integration of Mirror Image support with customer operations",""
"mirror-image-profile-v2-050404-97e2a6.019","mirror-image-profile-v2-050404-97e2a6","mirror-image-internet","xml-rules-engine","technology-assessment","2004","XML rules engine capabilities","Customer programs content rules based on geotargeting time of day place in rotation and wild card image replacements","medium","ingest-extraction","competitive-profiling","","Rules distributed with content throughout global network for local execution",""
"mirror-image-profile-v2-050404-97e2a6.020","mirror-image-profile-v2-050404-97e2a6","mirror-image-internet","smart-content","strategy-classification","2004","IT disintermediation strategy","IT and Web operations can remove themselves from being key masters of content delivery; non-IT staff insert content directly","medium","ingest-extraction","industry-analysis","","Smart Content designed to let marketing and e-commerce teams own content customization",""
"mirror-image-profile-v2-050404-97e2a6.021","mirror-image-profile-v2-050404-97e2a6","","cdn","viability-prediction","2004","CDN application delivery evolution","Next stage of Web application delivery will benefit greatly from central management of rules applied on distributed basis","verified","outcome-linkage","industry-analysis","","Aberdeen predicting distributed rules-based application delivery as CDN future",""
"mirror-image-profile-v2-050404-97e2a6.022","mirror-image-profile-v2-050404-97e2a6","mirror-image-internet","","actual-outcome","2006","Mirror Image acquisition","Mirror Image Internet acquired by Limelight Networks in 2006","verified","ingest-extraction","document-review","","Company did not remain independent; absorbed into Limelight Networks",""
"mirror-image-profile-v2-050404-97e2a6.023","mirror-image-profile-v2-050404-97e2a6","limelight-networks","","actual-outcome","2024","Limelight Networks rebrand and bankruptcy","Limelight Networks rebranded as Edgio in 2022; Edgio filed for bankruptcy in 2024","verified","outcome-linkage","document-review","","Successor company to Mirror Image ultimately failed",""
"mirror-image-profile-v2-050404-97e2a6.024","mirror-image-profile-v2-050404-97e2a6","xcelera","","actual-outcome","2007","Xcelera dissolution","Parent company Xcelera.com dissolved circa 2007","verified","ingest-extraction","document-review","","Publicly traded parent of Mirror Image ceased operations",""
"mirror-image-profile-v2-050404-97e2a6.025","mirror-image-profile-v2-050404-97e2a6","fastclick","","actual-outcome","2005","Fastclick acquisition","Fastclick acquired by ValueClick in 2005","verified","ingest-extraction","document-review","","Major Mirror Image customer consolidated into larger ad network",""
"mirror-image-profile-v2-050404-97e2a6.026","mirror-image-profile-v2-050404-97e2a6","mirror-image-internet","smart-content","viability-prediction","2004","Smart Content platform viability","Smart Content platform positioned as next evolution of CDN services enabling non-IT content management","verified","outcome-linkage","competitive-profiling","","Aberdeen recommending IT groups evaluate Smart Content capabilities",""
"mirror-image-profile-v2-050404-97e2a6.027","mirror-image-profile-v2-050404-97e2a6","mirror-image-internet","smart-content","actual-outcome","2006","Smart Content platform outcome","Smart Content platform did not achieve widespread adoption; Mirror Image acquired before full market penetration","verified","ingest-extraction","document-review","","Platform concept was sound but vendor did not survive independently",""
"mirror-image-profile-v2-050404-97e2a6.028","mirror-image-profile-v2-050404-97e2a6","","cdn","framework-factor","2004","CDN value proposition framework","CDNs increase flexibility improve response times for end-users and lower scalability costs for Web operations","high","ingest-extraction","industry-analysis","","Core CDN value drivers identified by Aberdeen from customer research",""
"mirror-image-profile-v2-050404-97e2a6.029","mirror-image-profile-v2-050404-97e2a6","mirror-image-internet","","market-data","2004","Mirror Image employee count","75 employees","high","ingest-extraction","field-research","","Small company size relative to CDN market leaders",""
"mirror-image-profile-v2-050404-97e2a6.030","mirror-image-profile-v2-050404-97e2a6","","streaming-media","technology-assessment","2004","Streaming media CDN services","On-demand and live Web casting options enabling customer communication via Internet-based audio and video","medium","ingest-extraction","competitive-profiling","","Streaming media as standard CDN service offering alongside static content delivery",""
