"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"vax-vms","VAX/VMS","platform","Digital Equipment Corporation","1977-1990s","mature incumbent","legacy lineage via OpenVMS","2026-kastner-dec-longitudinal-22d177","Core proprietary minicomputer/enterprise platform at start of study window."
"openvms","OpenVMS","operating-system","DEC / Compaq / HP / VSI","1990s-present","renamed/open-systems repositioning","active specialized support","2026-kastner-dec-longitudinal-22d177","Survives the acquisition chain through VSI support and x86 porting."
"vaxcluster","VAXcluster / OpenVMS Cluster","architecture","Digital Equipment Corporation","1980s-present","differentiated high-availability feature","legacy-supported","2026-kastner-dec-longitudinal-22d177","Central to DEC high-availability differentiation."
"dectp","DECtp","transaction-processing","Digital Equipment Corporation","1980s-1990s","strategic OLTP initiative","historical","2026-kastner-dec-longitudinal-22d177","DEC enterprise transaction-processing initiative; tightly linked to TPC/OLTP observations."
"decdtm","DECdtm","transaction-processing","Digital Equipment Corporation","1980s-1990s","emerging distributed transaction manager","historical","2026-kastner-dec-longitudinal-22d177","Distributed transaction management component in DEC's enterprise stack."
"rdb","Rdb / Oracle Rdb","database","Digital Equipment Corporation / Oracle","1980s-present","strategic relational database","active legacy","2026-kastner-dec-longitudinal-22d177","DEC-origin database that outlived DEC through Oracle lineage."
"acms","ACMS","application-platform","Digital Equipment Corporation","1980s-present","transaction monitor","legacy-supported","2026-kastner-dec-longitudinal-22d177","Application Control Management System in VMS transaction-processing stack."
"alpha-architecture","Alpha AXP","processor-architecture","Digital Equipment Corporation","1992-2000s","strategic RISC transition","discontinued","2026-kastner-dec-longitudinal-22d177","DEC's RISC/64-bit transition vector."
"digital-unix-tru64","Digital UNIX / Tru64 UNIX","operating-system","DEC / Compaq / HP","1990s-2000s","open-systems UNIX platform","discontinued","2026-kastner-dec-longitudinal-22d177","UNIX branch of DEC's open-systems transition."
"objectbroker","ObjectBroker","middleware","Digital Equipment Corporation","1990s","object middleware initiative","discontinued","2026-kastner-dec-longitudinal-22d177","Object middleware thread in mid-1990s Aberdeen DEC coverage."
"linkworks","LinkWorks","application-platform","Digital Equipment Corporation","1990s","workflow/object-web initiative","discontinued","2026-kastner-dec-longitudinal-22d177","Major 1995-1997 DEC application/middleware coverage point."
"manageworks","ManageWORKS","systems-management","Digital Equipment Corporation","1990s","enterprise management suite","discontinued","2026-kastner-dec-longitudinal-22d177","Management software strand in DEC open-systems repositioning."
"windows-nt-alpha","Windows NT on Alpha","operating-system-platform","Microsoft / Digital Equipment Corporation","1990s","strategic NT enterprise push","discontinued","2026-kastner-dec-longitudinal-22d177","Part of DEC attempt to lead NT into the enterprise."
"itanium","Intel Itanium","processor-architecture","Intel / HP","2000s-2020s","post-Alpha migration target","discontinued/legacy-supported","2026-kastner-dec-longitudinal-22d177","Successor-chain architecture for OpenVMS Integrity era."
"x86-wintel","x86 / Wintel","platform","Intel / Microsoft / PC ecosystem","1980s-present","disruptive lower-cost alternative","active","2026-kastner-dec-longitudinal-22d177","Major displacement force against proprietary minicomputer and RISC platforms."
"client-server-computing","Client-server computing","architecture","multi-vendor","1988-2000s","emerging architecture","absorbed into distributed computing","2026-kastner-dec-longitudinal-22d177","Context for DEC's open-systems repositioning."
"commercial-benchmarks","Commercial benchmarks / TPC","methodology","TPC / multi-vendor","1988-present","market-legitimizing benchmark method","active","2026-kastner-dec-longitudinal-22d177","Benchmarking lens used in DECtp/OLTP analysis."
