"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"blade-server","Blade Server","platform","Multiple (RLX, HP, IBM, Dell)","2001-present","emerging","active","2001-aberdeen-group-recent-publications-psk-2be54d","Two Aberdeen InSights published Nov 2001; Manter and Tanner"
"linux","Linux","platform","Open Source","1991-present","emerging","active","2001-aberdeen-group-recent-publications-psk-2be54d","Aberdeen predicted Linux would join z/OS and Windows as primary server OSs by decade end; HPC dominance predicted"
"windows-xp","Windows XP","platform","Microsoft","2001-2014","emerging","obsolete","2001-aberdeen-group-recent-publications-psk-2be54d","Launched Oct 25 2001; Kastner authored two InSights on XP launch and living with XP"
"san","Storage Area Network (SAN)","platform","Multiple","1990s-present","mature","active","2001-aberdeen-group-recent-publications-psk-2be54d","SAN virtualization and blade server pairing analyzed; HP FSAM storage federation"
"asp-model","Application Service Provider (ASP) Model","framework","Multiple","1998-2005","declining","obsolete","2001-aberdeen-group-recent-publications-psk-2be54d","Aberdeen predicted most ASPs would fail; predecessor to SaaS model"
"wireless-lan","Wireless LAN (WLAN)","protocol","Multiple (IEEE 802.11)","1997-present","emerging","active","2001-aberdeen-group-recent-publications-psk-2be54d","Enterprise WLAN adoption; Reefedge Connect System profiled Dec 2001"
"pocket-pc","Pocket PC / Windows Mobile","platform","Microsoft","2000-2010","emerging","obsolete","2001-aberdeen-group-recent-publications-psk-2be54d","Aberdeen predicted Pocket PC would eclipse Palm OS as leading handheld by 2005"
"palm-os","Palm OS","platform","Palm Inc.","1996-2009","mature","obsolete","2001-aberdeen-group-recent-publications-psk-2be54d","Market leader at time; Aberdeen predicted it would be eclipsed by Pocket PC by 2005"
"crm-software","Customer Relationship Management (CRM) Software","application","Multiple (Siebel, Convergys, Microsoft, Talisma)","1995-present","mature","active","2001-aberdeen-group-recent-publications-psk-2be54d","Multiple CRM profiles; Microsoft entry into CRM called biggest threat/opportunity"
"erp-software","Enterprise Resource Planning (ERP)","application","Multiple (SAP, PeopleSoft, Great Plains, MAPICS)","1990s-present","mature","active","2001-aberdeen-group-recent-publications-psk-2be54d","Component-based architecture migration analyzed; SAP called 'Once and Future King'"
"e-procurement","e-Procurement Automation","application","Multiple (Commerce One, SAP)","1999-2005","emerging","active","2001-aberdeen-group-recent-publications-psk-2be54d","Aberdeen predicted dramatic cost reduction; evolved into modern procurement platforms"
"optical-networking","Optical Networking / PLCs","protocol","Multiple","1998-present","declining","active","2001-aberdeen-group-recent-publications-psk-2be54d","Post-telecom-bust analysis; optical circuit industry in post-hype phase"
"dns-managed-services","Managed DNS Services","application","VeriSign","2000-present","emerging","active","2001-aberdeen-group-recent-publications-psk-2be54d","VeriSign managed DNS profiled Nov 2001; model now dominant"
"iseries","IBM iSeries (AS/400)","platform","IBM","1988-present","mature","legacy-supported","2001-aberdeen-group-recent-publications-psk-2be54d","Referenced in MAPICS Cameleon and SEAGULL profiles; iSeries ERP ecosystem"
"ebilling-payment","Electronic Billing and Payment (EBPP)","application","Multiple","1999-present","emerging","active","2001-aberdeen-group-recent-publications-psk-2be54d","Post-9/11/anthrax postal disruption cited as accelerant; Aberdeen predicted near-term growth"
