"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"2001-aberdeen-group-recent-publications-psk-2be54d-OBS-001","2001-aberdeen-group-recent-publications-psk-2be54d","microsoft","linux","viability-prediction","2001","Linux server OS market position by decade end","Linux will join IBM z/OS and Microsoft Windows as primary server OSs before end of decade (2010)","verified","outcome-linkage","expert-opinion","Linux Is on the Move - Up! (Claybrook, July 2001)","Aberdeen InSight prediction; Bill Claybrook author",""
"2001-aberdeen-group-recent-publications-psk-2be54d-OBS-002","2001-aberdeen-group-recent-publications-psk-2be54d","","linux","actual-outcome","2010","Linux HPC market dominance","Linux dominated TOP500 HPC list by 2004+; became primary server OS by 2010","verified","web-source","document-review","Verified: ICL UTK CTWatch 2005; Linux dominates top500.org","Aberdeen's prediction proved highly accurate; Linux now runs ~90% of world's top500 supercomputers",""
"2001-aberdeen-group-recent-publications-psk-2be54d-OBS-003","2001-aberdeen-group-recent-publications-psk-2be54d","","linux","viability-prediction","2001","Linux HPC imminent dominance","Linux will be successful alternative to proprietary systems in high-performance computing","verified","outcome-linkage","expert-opinion","Is Linux Domination of HPC Marketplace Imminent? (Claybrook, Nov 2001)","Aberdeen InSight Nov 2001",""
"2001-aberdeen-group-recent-publications-psk-2be54d-OBS-004","2001-aberdeen-group-recent-publications-psk-2be54d","","asp-model","viability-prediction","2001","ASP sector viability","Significant majority of ASPs will be seeking additional funding rounds; many will fail","verified","outcome-linkage","industry-analysis","Why Many ASPs Will Become ex-SPs (Hollerbach, Nov 2001)","Aberdeen predicted ASP shakeout",""
"2001-aberdeen-group-recent-publications-psk-2be54d-OBS-005","2001-aberdeen-group-recent-publications-psk-2be54d","","asp-model","actual-outcome","2003","ASP market consolidation","Most first-generation ASPs did fail; model pivoted to SaaS by mid-2000s","verified","web-source","document-review","Historical outcome verified","Aberdeen's prediction of ASP shakeout proved accurate; Exodus went bankrupt 2001; AppShop dissolved",""
"2001-aberdeen-group-recent-publications-psk-2be54d-OBS-006","2001-aberdeen-group-recent-publications-psk-2be54d","microsoft","windows-xp","expert-opinion","2001","Windows XP user adoption outlook","Almost all previous Windows users are going to enjoy living with Windows XP","high","ingest-extraction","expert-opinion","Living with Windows XP Media Player and Wireless Support (Kastner, Oct 2001)","Peter Kastner authored; positive assessment of XP launch",""
"2001-aberdeen-group-recent-publications-psk-2be54d-OBS-007","2001-aberdeen-group-recent-publications-psk-2be54d","microsoft","windows-xp","actual-outcome","2014","Windows XP adoption and longevity","Windows XP became most widely deployed OS in history; Microsoft supported until April 2014","verified","web-source","document-review","Historical record","Kastner's positive XP outlook was vindicated; XP dominated enterprise for over a decade",""
"2001-aberdeen-group-recent-publications-psk-2be54d-OBS-008","2001-aberdeen-group-recent-publications-psk-2be54d","","pocket-pc","viability-prediction","2001","Pocket PC vs Palm OS market leadership","Pocket PC will eclipse Palm OS as leading handheld platform by 2005","partially-verified","outcome-linkage","industry-analysis","Winning the Enterprise: Pocket PC Will Be the Pervasive Handheld Platform by 2005 (Ro, Wright, Fletcher, Sep 2001)","Aberdeen InSight; predicted by 2005 timeframe",""
"2001-aberdeen-group-recent-publications-psk-2be54d-OBS-009","2001-aberdeen-group-recent-publications-psk-2be54d","","palm-os","actual-outcome","2007","Palm OS market leadership outcome","Palm OS declined but iPhone (2007) disrupted both platforms; Pocket PC did gain enterprise share but was itself displaced","verified","web-source","document-review","Historical record","Partially correct: Pocket PC did gain enterprise share 2001-2007; but both were disrupted by iPhone/Android",""
"2001-aberdeen-group-recent-publications-psk-2be54d-OBS-010","2001-aberdeen-group-recent-publications-psk-2be54d","","blade-server","market-data","2001","Blade server Aberdeen coverage depth","Two InSights published Nov 2001: Manter (density/cost) and Tanner (SAN virtualization pairing)","high","ingest-extraction","document-review","Catalog entries: InSight Blades Nov 2001; InSight Blade+SAN Nov 2001","Aberdeen recognized blade servers as significant enough for dual-InSight treatment",""
