code_id,code_type,label,definition
METH-QUAL,methodology,Qualitative Research,"Research methodology using focus groups and in-depth interviews to explore attitudes, perceptions, and behaviors in depth"
METH-FG,methodology,Focus Group,"Moderated group discussion with 8-10 recruited participants exploring specific topics; 6 groups conducted (3 Boston, 3 San Diego)"
METH-IDI,methodology,In-Depth Interview,"Individual or family direct interviews; 11 conducted among parent/child dyads or triads across Boston and San Diego"
METH-DEMO,methodology,Product Demonstration,"Live demonstration of SD memory card interchangeability across devices shown to focus group participants"
CONF-HIGH,confidence,High Confidence,Finding strongly supported by consistent responses across multiple focus groups and IDIs
CONF-MED,confidence,Medium Confidence,"Finding supported by majority of respondents but with some notable variation across groups or markets"
CONF-LOW,confidence,Low Confidence,"Finding based on limited respondent input, minority views, or single-market observations"
OBS-STRAT,observation_type,Strategy Classification,"Classification of a strategic approach, market positioning, or competitive strategy"
OBS-VIAB,observation_type,Viability Prediction,"Prediction about the future viability or success of a technology, product, or company"
OBS-OUTC,observation_type,Actual Outcome,"Verified actual outcome of a prediction, strategy, or market trend"
OBS-TECH,observation_type,Technology Assessment,"Assessment of a technology capabilities, limitations, or competitive position"
OBS-BENCH,observation_type,Benchmark Result,Quantitative or qualitative benchmark measurement from the study
OBS-FRAME,observation_type,Framework Factor,Factor identified as part of an analytical framework for understanding the market
OBS-MKTD,observation_type,Market Data,"Market data point, statistic, or quantitative finding"
OBS-EXPR,observation_type,Expert Opinion,"Expert opinion, analyst assessment, or professional judgment from the study authors"
