"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"sun-as400-presentation-2002-9d925e-OBS-001","sun-as400-presentation-2002-9d925e","ibm","as400","market-data","2002","installed-base","450,000 machines","high","ingest-extraction","IA","slide-3","25,000 current products/OS"
"sun-as400-presentation-2002-9d925e-OBS-002","sun-as400-presentation-2002-9d925e","ibm","iseries","market-data","2001","revenue-composition","$7.7B HW + $2.6B SW = 23% of IBM HW revenues","high","ingest-extraction","IA","slide-3",""
"sun-as400-presentation-2002-9d925e-OBS-003","sun-as400-presentation-2002-9d925e","ibm","iseries","market-data","2000","y2k-peak","$13.5B","high","ingest-extraction","IA","slide-3","5-year decline since"
"sun-as400-presentation-2002-9d925e-OBS-004","sun-as400-presentation-2002-9d925e","ibm","iseries","market-data","2002","europe-importance","Europe is as important as North America","high","ingest-extraction","EO","slide-3",""
"sun-as400-presentation-2002-9d925e-OBS-005","sun-as400-presentation-2002-9d925e","ibm","iseries","market-data","2002","typical-customer","1-2-way @ $50-150K","high","ingest-extraction","IA","slide-3",""
"sun-as400-presentation-2002-9d925e-OBS-006","sun-as400-presentation-2002-9d925e","sun-microsystems","iseries","competitive-assessment","2002","sun-overlap","Sun overlaps iSeries product line (1-32 way, 400-375K TPM-C)","high","ingest-extraction","EO","slide-4",""
"sun-as400-presentation-2002-9d925e-OBS-007","sun-as400-presentation-2002-9d925e","ibm","iseries","competitive-assessment","2002","partner-program","85% of revenues through partners; solutions focus","high","ingest-extraction","EO","slide-4",""
"sun-as400-presentation-2002-9d925e-OBS-008","sun-as400-presentation-2002-9d925e","ibm","iseries","competitive-assessment","2002","price-perf","poor price-performance; pricey upgrades","high","ingest-extraction","EO","slide-4",""
"sun-as400-presentation-2002-9d925e-OBS-009","sun-as400-presentation-2002-9d925e","ibm","iseries","competitive-assessment","2002","smb-positioning","well tuned to SMB","high","ingest-extraction","EO","slide-4",""
"sun-as400-presentation-2002-9d925e-OBS-010","sun-as400-presentation-2002-9d925e","ibm","iseries","competitive-assessment","2002","europe-smb","Europe is the key SMB battleground","high","ingest-extraction","EO","slide-4",""
"sun-as400-presentation-2002-9d925e-OBS-011","sun-as400-presentation-2002-9d925e","ibm","iseries","ibm-strategy","2002","game-plan-summary","Server consolidation + Notes/WebSphere upgrade + mid-market ERP Navision + target <100-employee","high","ingest-extraction","EO","slide-5",""
"sun-as400-presentation-2002-9d925e-OBS-012","sun-as400-presentation-2002-9d925e","sun-microsystems","iseries","market-sizing","2002","addressable-1-87b","$1.87B addressable in 2002","medium","ingest-extraction","IA","slide-6",""
"sun-as400-presentation-2002-9d925e-OBS-013","sun-as400-presentation-2002-9d925e","sun-microsystems","iseries","market-sizing","2002","new-customers","$924M","medium","ingest-extraction","IA","slide-6",""
"sun-as400-presentation-2002-9d925e-OBS-014","sun-as400-presentation-2002-9d925e","sun-microsystems","iseries","market-sizing","2002","consolidation","$400M","medium","ingest-extraction","IA","slide-6",""
"sun-as400-presentation-2002-9d925e-OBS-015","sun-as400-presentation-2002-9d925e","sun-microsystems","iseries","market-sizing","2002","apps","$452M","medium","ingest-extraction","IA","slide-6",""
"sun-as400-presentation-2002-9d925e-OBS-016","sun-as400-presentation-2002-9d925e","sun-microsystems","iseries","market-sizing","2002","upgrades","$92M","medium","ingest-extraction","IA","slide-6",""
"sun-as400-presentation-2002-9d925e-OBS-017","sun-as400-presentation-2002-9d925e","sun-microsystems","linux","strategic-recommendation","2002","linux-lever","Linux is the lever for iSeries upgrades","high","ingest-extraction","EO","slide-6",""
"sun-as400-presentation-2002-9d925e-OBS-018","sun-as400-presentation-2002-9d925e","sun-microsystems","","strategic-recommendation","2002","freeze-and-sun","'Freeze your AS/400. Go with Sun for new business apps and Edge (H1).'","high","ingest-extraction","EO","slide-7","Central strategic message"
