"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"2002-alternate-consumer-electronics-channels-ppliers-em-b9052b-OBS-001","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b","best-buy","","strategy-classification","2002","Traditional CE channel incumbent status","Challenged by new S&C provider competition","high","ingest-extraction","industry-analysis","abstract","Best Buy cited as traditional incumbent facing disruption from service-provider channels"
"2002-alternate-consumer-electronics-channels-ppliers-em-b9052b-OBS-002","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b","circuit-city","","strategy-classification","2002","Traditional CE channel incumbent status","Challenged by new S&C provider competition","high","ingest-extraction","industry-analysis","abstract","Circuit City cited as traditional incumbent facing disruption"
"2002-alternate-consumer-electronics-channels-ppliers-em-b9052b-OBS-003","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b","sony","","strategy-classification","2002","Traditional CE supplier incumbent status","Threatened by S&C provider hardware distribution","high","ingest-extraction","competitive-profiling","abstract","Sony cited as incumbent CE supplier threatened by service-provider hardware channels"
"2002-alternate-consumer-electronics-channels-ppliers-em-b9052b-OBS-004","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b","","cable-set-top-box","strategy-classification","2002","S&C provider hardware strategy","Provide complementary hardware to increase service consumption and customer lock-in","high","ingest-extraction","industry-analysis","abstract","Core S&C model: hardware as vehicle for service bundling and customer retention"
"2002-alternate-consumer-electronics-channels-ppliers-em-b9052b-OBS-005","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b","circuit-city","","viability-prediction","2002","Traditional CE retail channel long-term viability under S&C disruption","Threatened; S&C providers have structural advantages over traditional CE channels","high","ingest-extraction","competitive-profiling","abstract","Study predicts structural threat to incumbents; Circuit City specifically named"
"2002-alternate-consumer-electronics-channels-ppliers-em-b9052b-OBS-006","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b","circuit-city","","actual-outcome","2009","Circuit City fate","Filed Chapter 11 November 2008; liquidated all US stores March 2009","verified","web-source","document-review","n/a","Circuit City dissolved; 30,000+ jobs lost; no acquirer found"
"2002-alternate-consumer-electronics-channels-ppliers-em-b9052b-OBS-007","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b","best-buy","","actual-outcome","2026","Best Buy survival outcome","Active; transformed to omnichannel model; Q4 FY26 earnings reported March 2026","verified","web-source","document-review","n/a","Best Buy survived through transformation despite digital disruption"
"2002-alternate-consumer-electronics-channels-ppliers-em-b9052b-OBS-008","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b","","direct-broadcast-satellite","technology-assessment","2002","DBS as CE hardware distribution channel","Emerging alternative CE channel with subscriber lock-in hardware","high","ingest-extraction","industry-analysis","abstract/keywords","DBS providers (DirecTV, DISH) distribute receivers as part of service bundles"
"2002-alternate-consumer-electronics-channels-ppliers-em-b9052b-OBS-009","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b","","ilec-dsl","technology-assessment","2002","Telco/ILEC as CE hardware distributor","Emerging channel through DSL modem and set-top hardware bundling","high","ingest-extraction","industry-analysis","keywords","ILECs distributing modems and set-tops as part of broadband service bundles"
"2002-alternate-consumer-electronics-channels-ppliers-em-b9052b-OBS-010","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b","","","expert-opinion","2002","S&C provider advantages over traditional CE channels","Multiple structural advantages cited","high","ingest-extraction","expert-opinion","abstract","Study discusses several advantages S&C providers hold over traditional CE retail channels"
"2002-alternate-consumer-electronics-channels-ppliers-em-b9052b-OBS-011","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b","","","viability-prediction","2002","Long-term CE channel disruption from emerging technologies","Emerging technologies will increase long-term impact on CE channels","medium","ingest-extraction","expert-opinion","abstract","Study projects emerging technologies will amplify S&C disruption of CE channels"
"2002-alternate-consumer-electronics-channels-ppliers-em-b9052b-OBS-012","2002-alternate-consumer-electronics-channels-ppliers-em-b9052b","","","actual-outcome","2015","Streaming device ecosystem as CE channel outcome","Roku, Amazon Fire TV, Apple TV displaced traditional CE channels for video hardware","verified","web-source","document-review","n/a","S&C provider hardware model fully materialized in streaming stick/box ecosystem by mid-2010s"
