"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"TECH-S5-001","System ESS (Enterprise Supply System)","erp-scm","Industri-Matematik International","1980s-present","mature","active","1997-industry-matematik-international-co-c398bc","Core IMI product; three-tier client-server order fulfillment; still active as IMI Supply Chain platform"
"TECH-S5-002","VORTEX (Trifox database access layer)","database-middleware","Trifox","1990s","mature","obsolete","1997-industry-matematik-international-co-c398bc","Database abstraction layer enabling Oracle, Sybase independence; succeeded by modern ORM frameworks"
"TECH-S5-003","TRIMtools (Trifox development toolkit)","development-tools","Trifox","1990s","mature","obsolete","1997-industry-matematik-international-co-c398bc","IMI chose TRIMtools for platform independence; Trifox products discontinued"
"TECH-S5-004","Internet Commerce Workbench (ICW)","e-commerce","Industri-Matematik International","1996-2000s","launch","evolved","1997-industry-matematik-international-co-c398bc","IMI's Internet commerce layer; read-only browser access in 1997; evolved into full B2B e-commerce"
"TECH-S5-005","Oracle 7 RDBMS","relational-database","Oracle","1992-1998","mature","obsolete","1997-industry-matematik-international-co-c398bc","Oracle 7 as System ESS database; Oracle 8i (1997) and beyond succeeded it"
"TECH-S5-006","Demand-chain Management / Pull-driven SCM","supply-chain-management","industry-concept","1990s-present","early-growth","dominant","1997-industry-matematik-international-co-c398bc","IMI's differentiating concept; demand-driven supply chain became industry standard (S&OP, demand sensing)"
"TECH-S5-007","EDI (Electronic Data Interchange)","data-exchange","industry","1970s-2000s","mature","legacy","1997-industry-matematik-international-co-c398bc","System ESS EDI Workbench for trading partner integration; EDI still used but supplemented by APIs"
"TECH-S5-008","Java applets / Object Request Broker (ORB)","distributed-objects","Sun/OMG","1996-2003","launch","obsolete","1997-industry-matematik-international-co-c398bc","IMI Phase I roadmap included ORB and Java applets; browser Java applets became obsolete by ~2010"
"TECH-S5-009","Promotions Management Software","sales-marketing-software","Industri-Matematik International","1990s-present","mature","active","1997-industry-matematik-international-co-c398bc","IMI's differentiating promotion management capability for CPG; remains core competency"
"TECH-S5-010","Three-tier client-server architecture","application-architecture","industry","1993-2005","growth","evolved","1997-industry-matematik-international-co-c398bc","System ESS presentation/application/database separation; conceptually evolved into n-tier/microservices"
