"code_id","code_type","label","definition"
"vendor-briefing","observation_type","Vendor Briefing","Data derived from vendor-provided briefings and documentation"
"product-evaluation","observation_type","Product Evaluation","Analysis based on product feature assessment by Aberdeen analysts"
"user-interviews","observation_type","User Interviews","Data collected from end-user interviews and field surveys"
"expert-opinion","observation_type","Expert Opinion","Analyst expert opinion, prediction, or recommendation"
"field-research","observation_type","Field Research","Aberdeen ongoing field research and customer interviews"
"competitive-analysis","observation_type","Competitive Analysis","Aberdeen competitive market analysis and benchmarking"
"public-record","observation_type","Public Record","Verified post-publication fact from public record (press release, news)"
"historical-record","observation_type","Historical Record","Verified outcome based on documented historical sources"
"actual-outcome","observation_type","Actual Outcome","Post-study documented result that validates or refutes an earlier claim"
"benchmark-result","observation_type","Benchmark Result","Quantitative performance measurement from a formal or informal benchmark"
"framework-factor","observation_type","Framework Factor","A criterion or dimension in an analyst's evaluative framework"
"market-data","observation_type","Market Data","Quantitative or qualitative market size, growth, or segment statistic"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity, capabilities, or fitness"
"viability-prediction","observation_type","Viability Prediction","Forward-looking claim about viability of a product, company, or market"
