"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"peter-s-kastner","Peter S. Kastner","person","IT-analyst","active","","1980s-present","kastner-jrl-trends-1999-pk-responses-f4c5a4","Aberdeen Group co-founder, EVP/CRO; later Scott-Page Associates"
"aberdeen-group","Aberdeen Group","firm","IT-research","acquired","Harte-Hanks (2007); Spectrum Equity (2017)","1988-present","kastner-jrl-trends-1999-pk-responses-f4c5a4","Boston-based research firm"
"john-r-lewis-aberdeen","John R. Lewis (JRL)","person","industry-analyst","unknown","","1990s-2000s","kastner-jrl-trends-1999-pk-responses-f4c5a4","Aberdeen Group analyst, presumed JRL trend-list compiler"
"intel-corp","Intel Corporation","company","semiconductors","active","","1968-present","kastner-jrl-trends-1999-pk-responses-f4c5a4",""
"microsoft","Microsoft Corporation","company","software","active","","1975-present","kastner-jrl-trends-1999-pk-responses-f4c5a4",""
"sun-microsystems","Sun Microsystems","company","computing","acquired","Oracle (2010)","1982-2010","kastner-jrl-trends-1999-pk-responses-f4c5a4",""
"hewlett-packard","Hewlett-Packard","company","computing-hardware","split","HP Inc + HPE (2015)","1939-2015","kastner-jrl-trends-1999-pk-responses-f4c5a4",""
"ibm-corp","IBM Corporation","company","computing","active","","1911-present","kastner-jrl-trends-1999-pk-responses-f4c5a4",""
"compaq-computer","Compaq Computer Corporation","company","computing-hardware","acquired","Hewlett-Packard (2002, $25B)","1982-2002","kastner-jrl-trends-1999-pk-responses-f4c5a4","NT-server market leader 1999"
"oracle-corp","Oracle Corporation","company","enterprise-software","active","","1977-present","kastner-jrl-trends-1999-pk-responses-f4c5a4","Database/ERP leader"
"cisco-systems","Cisco Systems","company","networking","active","","1984-present","kastner-jrl-trends-1999-pk-responses-f4c5a4","Networking leader"
"sap-ag","SAP AG","company","enterprise-software","active","","1972-present","kastner-jrl-trends-1999-pk-responses-f4c5a4","ERP leader"
"dell-computer","Dell Computer Corporation","company","computing-hardware","active","now Dell Technologies","1984-present","kastner-jrl-trends-1999-pk-responses-f4c5a4","PC market leader"
"amdahl-corp","Amdahl Corporation","company","mainframe","acquired","Fujitsu (1997)","1970-2002","kastner-jrl-trends-1999-pk-responses-f4c5a4","IBM-compatible mainframe vendor cited in mainframe-market analogy"
"hitachi-computer","Hitachi (computer division)","company","mainframe","active","","1959-present","kastner-jrl-trends-1999-pk-responses-f4c5a4","IBM-compatible mainframe maker cited in mainframe-market analogy"
"at-and-t","AT&T","company","telecommunications","active","","1885-present","kastner-jrl-trends-1999-pk-responses-f4c5a4","Voice/data carrier cited in telecom switching trend"
"worldcom-mci","WorldCom / MCI","company","telecommunications","dissolved","Bankruptcy 2002; Verizon (2006)","1983-2006","kastner-jrl-trends-1999-pk-responses-f4c5a4","Telecom carrier cited in switching trend"
"sprint-corp","Sprint Corporation","company","telecommunications","acquired","T-Mobile US (2020)","1899-2020","kastner-jrl-trends-1999-pk-responses-f4c5a4","Telecom carrier cited"
"british-telecom","British Telecom","company","telecommunications","active","","1981-present","kastner-jrl-trends-1999-pk-responses-f4c5a4","Telecom carrier cited"
"cable-and-wireless","Cable and Wireless","company","telecommunications","split","Vodafone (2012); Liberty Global (2016)","1929-2016","kastner-jrl-trends-1999-pk-responses-f4c5a4","Telecom carrier cited"
"lotus-development","Lotus Development Corporation","company","software","acquired","IBM (1995)","1982-1995","kastner-jrl-trends-1999-pk-responses-f4c5a4","Notes/Office cited in workgroup contingency"
"amazon-com","Amazon.com","company","e-commerce","active","","1994-present","kastner-jrl-trends-1999-pk-responses-f4c5a4","Cited as roll-your-own e-commerce reference"
"crossworlds-software","Crossworlds Software","company","eai","acquired","IBM (2001)","1996-2001","kastner-jrl-trends-1999-pk-responses-f4c5a4","Application-to-application integration vendor cited"
"oberon-software","Oberon Software","company","eai","acquired","OnDisplay (Jan 2000, $181M stock swap); subsequently Vignette (2000), Open Text (2009)","1990s","kastner-jrl-trends-1999-pk-responses-f4c5a4","Cambridge MA EAI vendor; acquired by OnDisplay Jan 2000 (verified 2026-04 via CNET/Computerworld)"
"remedy-corp","Remedy Corporation","company","help-desk-software","acquired","Peregrine (2001); BMC (2002)","1990-2002","kastner-jrl-trends-1999-pk-responses-f4c5a4","Help desk vendor cited in Crossworlds R/3-CIS example"
