"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes","section"
"ra-bam-bpm-37679c-obs-001","ra-bam-bpm-37679c","","","kpi","2006","Average ROI from Business Process Monitoring implementations","18%","high","ingest-extraction","SURVEY","9","Table 2: Current Performance Metrics",""
"ra-bam-bpm-37679c-obs-002","ra-bam-bpm-37679c","","","kpi","2006","Average ROA from BPM implementations","10%","high","ingest-extraction","SURVEY","9","Table 2",""
"ra-bam-bpm-37679c-obs-003","ra-bam-bpm-37679c","","","kpi","2006","Revenue increase from BPM implementations","9%","high","ingest-extraction","SURVEY","9","Table 2",""
"ra-bam-bpm-37679c-obs-004","ra-bam-bpm-37679c","","","kpi","2006","Expense decrease from BPM implementations","12%","high","ingest-extraction","SURVEY","9","Table 2: Median 12% decrease in process-related expenses",""
"ra-bam-bpm-37679c-obs-005","ra-bam-bpm-37679c","","","kpi","2006","Quantifiable IT value delivered per IT budget","2x","high","ingest-extraction","SURVEY","9","Table 2: IT value delivered/IT budget ratio = 2x",""
"ra-bam-bpm-37679c-obs-006","ra-bam-bpm-37679c","","","kpi","2006","Companies moderately or very satisfied with IT results of BPM implementations","94%","high","ingest-extraction","SURVEY","9","Table 3: 94% moderately or very satisfied with overall BPM IT system results",""
"ra-bam-bpm-37679c-obs-007","ra-bam-bpm-37679c","","","kpi","2006","Companies moderately or very satisfied with overall process management improvement","87%","high","ingest-extraction","SURVEY","9","Table 3: 87% satisfied with process management improvements (vs 94% for IT results)",""
"ra-bam-bpm-37679c-obs-008","ra-bam-bpm-37679c","","bpm-suite","kpi","2006","BPM software - very good results","30%","high","ingest-extraction","SURVEY","9","Table 3: 30% very good + 55% moderate = 85% positive",""
"ra-bam-bpm-37679c-obs-009","ra-bam-bpm-37679c","","bam-monitoring","kpi","2006","Business Activity Monitoring - very good results","35%","high","ingest-extraction","SURVEY","9","Table 3: 35% very good + 52% moderate = 87% positive for BAM specifically",""
"ra-bam-bpm-37679c-obs-010","ra-bam-bpm-37679c","","","kpi","2006","IT integration - very good results","20%","high","ingest-extraction","SURVEY","9","Table 3: 20% very good + 66% moderate + 14% poor",""
"ra-bam-bpm-37679c-obs-011","ra-bam-bpm-37679c","","","kpi","2006","Database/information management - very good results","24%","high","ingest-extraction","SURVEY","9","Table 3",""
"ra-bam-bpm-37679c-obs-012","ra-bam-bpm-37679c","","","kpi","2006","BI and analytics - very good results","25%","high","ingest-extraction","SURVEY","9","Table 3",""
"ra-bam-bpm-37679c-obs-013","ra-bam-bpm-37679c","","","kpi","2006","Outside IT services provider - very good results","18%","high","ingest-extraction","SURVEY","9","Table 3: 18% very good + 73% moderate + 10% poor",""
"ra-bam-bpm-37679c-obs-014","ra-bam-bpm-37679c","","","survey-statistic","2006","Companies actively engaged in BPM systems (planning or deployed)","More than 50%","high","ingest-extraction","SURVEY","1","Executive summary: more than half of respondents actively engaged in BPM",""
"ra-bam-bpm-37679c-obs-015","ra-bam-bpm-37679c","","","survey-statistic","2006","Companies in planning stages of BPM (not yet deployed)","42%","high","ingest-extraction","SURVEY","14","42% of participating companies in planning stages",""
"ra-bam-bpm-37679c-obs-016","ra-bam-bpm-37679c","","","survey-statistic","2006","Companies NOT employing BPM technology","50%","high","ingest-extraction","SURVEY","11","Full half of respondents say their companies do not employ BPM technology; 3% said they did but don't anymore",""
