"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"volume-1-ch06-dec-mainframes-last-stand-1987-1988-OBS-001","volume-1-ch06-dec-mainframes-last-stand-1987-1988","peter-s-kastner","","personal-recollection","1987","Kastner's arrival at DEC","Arrived at DEC in late 1987 carrying intimate technical knowledge from six years at Stratus and a freshly completed ghost-written Yankee Group report.","high","MC-OH","Chapter opening paragraph",""
"volume-1-ch06-dec-mainframes-last-stand-1987-1988-OBS-002","volume-1-ch06-dec-mainframes-last-stand-1987-1988","peter-s-kastner","","personal-recollection","1987","DEC job title","Title was Marketing Executive — DEC's highest-level individual contributor in marketing.","high","MC-OH","Opening section",""
"volume-1-ch06-dec-mainframes-last-stand-1987-1988-OBS-003","volume-1-ch06-dec-mainframes-last-stand-1987-1988","dec-corporate-systems-group","","personal-recollection","1987","Kastner's assignment mandate","Assignment from Bill Steul's Corporate Systems group: 'look around DEC for things that needed to be done to improve the enterprise position.'","high","MC-OH","Opening section",""
"volume-1-ch06-dec-mainframes-last-stand-1987-1988-OBS-004","volume-1-ch06-dec-mainframes-last-stand-1987-1988","ibm","oltp","expert-opinion","1987","OLTP as IBM mainframe franchise","Online Transaction Processing was 'still an IBM mainframe franchise' for banking, insurance, retail, and financial services as of 1987.","high","MC-EO","Opening section",""
"volume-1-ch06-dec-mainframes-last-stand-1987-1988-OBS-005","volume-1-ch06-dec-mainframes-last-stand-1987-1988","digital-equipment-corporation","digital-rdb","expert-opinion","1987","DEC's OLTP assets","DEC had the VAX architecture, a genuine relational database in Rdb, and a transaction monitor — but lacked a verifiable competitive story.","high","MC-EO","Opening section",""
"volume-1-ch06-dec-mainframes-last-stand-1987-1988-OBS-006","volume-1-ch06-dec-mainframes-last-stand-1987-1988","yankee-group","","market-data","1987","Yankee Group report publication date","'The Future of Transaction Processing' published by Yankee Group in January 1987.","high","MC-IA","The Study Nobody Knew I Had Written",""
"volume-1-ch06-dec-mainframes-last-stand-1987-1988-OBS-007","volume-1-ch06-dec-mainframes-last-stand-1987-1988","peter-s-kastner","","personal-recollection","1987","Ghost-writing fee for Yankee Group report","Hired by John Logan at Yankee Group for $8,000 and a month of late evenings to ghostwrite 'The Future of Transaction Processing.'","high","MC-OH","The Study Nobody Knew I Had Written",""
"volume-1-ch06-dec-mainframes-last-stand-1987-1988-OBS-008","volume-1-ch06-dec-mainframes-last-stand-1987-1988","john-logan","","personal-recollection","1987","John Logan background","Former Prime Computer colleague who moved to Yankee Group; commissioned Kastner's ghost-written report on transaction processing.","high","MC-OH","The Study Nobody Knew I Had Written",""
"volume-1-ch06-dec-mainframes-last-stand-1987-1988-OBS-009","volume-1-ch06-dec-mainframes-last-stand-1987-1988","","intel-80x86","viability-prediction","1987","Yankee Group report central prediction","Moore's Law was meeting economics of departmental transaction processing; multiprocessor Intel 386 systems were appearing; mainframe cost-per-transaction advantage was evaporating.","high","MC-EO","The Study Nobody Knew I Had Written",""
"volume-1-ch06-dec-mainframes-last-stand-1987-1988-OBS-010","volume-1-ch06-dec-mainframes-last-stand-1987-1988","ibm","oltp","viability-prediction","1987","Mainframe displacement timeline prediction","Mainframe displacement was 'not a matter of whether but when — and when was the early 1990s.'","high","MC-EO","The Study Nobody Knew I Had Written",""
