"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"digital-equipment-corporation","Digital Equipment Corporation","company","computing/minicomputer","acquired","Compaq (1998), then HP","1957-1998","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner served as Marketing Executive in the Corporate Systems group 1987–1988; site of the DECtp launch."
"dec","DEC","company","computing/minicomputer","acquired","Compaq (1998), then HP","1957-1998","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Alternate short-form ID for Digital Equipment Corporation; used in context of DECtp and TPC founding."
"peter-s-kastner","Peter S. Kastner","person","technology/consulting","active","","1970-","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Author; Marketing Executive at DEC 1987–1988; ghostwrote Yankee Group report; chaired DECtp Task Force; cofounded TPC membership; later co-founded Aberdeen Group."
"ibm","IBM","company","computing/mainframe","active","","1911-","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Primary competitive target of the DECtp campaign; maker of 3090 mainframe and DB2 database; responded to DEC benchmarks with DB2 Version 2 announcement in October 1988."
"yankee-group","Yankee Group","firm","technology research/analyst","acquired","451 Research (2013)","1970-2013","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Published Kastner's ghostwritten report 'The Future of Transaction Processing' in January 1987."
"stratus-computer","Stratus Computer","company","computing/fault-tolerant","active","","1980-","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner's prior six-year employer; provided fault-tolerant computing expertise; later became TPC-A and RAMP-C benchmark audit client."
"aberdeen-group","Aberdeen Group","firm","technology research/analyst","acquired","Harte-Hanks (2001), then Aberdeen Group LLC","1988-","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Kastner left DEC for Aberdeen; established Aberdeen Transaction Services (ATS) as a TPC auditing practice."
"aberdeen-transaction-services","Aberdeen Transaction Services","firm","technology/benchmark auditing","dissolved","","1988-1994","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Practice area founded by Kastner at Aberdeen Group to provide TPC-certified benchmark auditing; clients included Stratus and Groupe Bull."
"cullinet","Cullinet","company","computing/software","acquired","Computer Associates (1989)","1968-1989","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Provided the mainframe data center in Westwood, Massachusetts used as the blind benchmark site for the DEC vs. IBM 3090 test."
"groupe-bull","Groupe Bull","company","computing/mainframe","active","","1931-","volume-1-ch06-dec-mainframes-last-stand-1987-1988","TPC benchmark audit client for whom Kastner audited DPS 7000 and DPS 6000 systems across the US, Italy, and France."
"compaq","Compaq","company","computing/pc-server","acquired","HP (2002)","1982-2002","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Cited as the leading x86 server vendor that, by 1990, delivered competitive OLTP throughput at a fraction of DEC VAX pricing."
"john-cullinane","John Cullinane","person","computing/software","unknown","","1960s-","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Founder of Cullinet; previously known to Kastner from his PHI (Prime/PHI) days; built one of the first major commercial software companies."
"john-logan","John Logan","person","technology research/analyst","unknown","","","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Former Prime Computer colleague who moved to Yankee Group; hired Kastner to ghostwrite 'The Future of Transaction Processing' for $8,000."
"omri-serlin","Omri Serlin","person","technology/analyst","unknown","","","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Respected OLTP analyst who had long advocated for an independent benchmark standards body; co-founded TPC with DEC's backing after Kastner's dinner meeting in Los Altos, CA."
"bill-steul","Bill Steul","person","computing/executive","unknown","","","volume-1-ch06-dec-mainframes-last-stand-1987-1988","Head of DEC's Corporate Systems group; gave Kastner his open-ended assignment to improve DEC's enterprise position; approved Kastner's travel to found TPC."
