"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"cobol","COBOL","language","ANSI standard","1959-present","mainstream-legacy","legacy","nti-5-development-toolsets-0e71c5","Language of choice for large-scale mainframe; many data centers in maintenance mode; CASE-sustained; MicroFocus COBOL under pressure"
"c-language","C and C++","language","Multiple","1972-present","dominant","dominant","nti-5-development-toolsets-0e71c5","Clearly languages of choice for new development especially ISVs; mostly-tools-some-C strategy expected"
"fortran","Fortran","language","ANSI standard","1957-present","declining","niche","nti-5-development-toolsets-0e71c5","Continuing decline in commercial applications; even technical/engineering stronghold shifting to C/C++"
"ada","Ada","language","US DoD","1983-present","niche","niche","nti-5-development-toolsets-0e71c5","Confined to federal government; DoD mandate sustained installed base"
"4gl","Fourth Generation Languages (4GLs)","language","Multiple","1979-present","mainstream","legacy","nti-5-development-toolsets-0e71c5","Powerhouse (Cognos), Progress, Natural (Software AG), ACCELL SQL (Unify) lead for new SQL-based applications"
"rdbms","Relational Database Management Systems","application","Multiple (Oracle, Sybase, Informix, Ingres)","1979-present","mainstream","mature","nti-5-development-toolsets-0e71c5","Oracle7 leads; separate RDBMS from tools decision; Oracle Forms as business logic layer example"
"case","Computer-Aided Software Engineering (CASE)","application","Multiple (KnowledgeWare, TI, Andersen, INTERSOLV)","1982-present","established","legacy","nti-5-development-toolsets-0e71c5","Full life cycle: design/analysis to COBOL generation for mainframe; less used for rapid prototyping distributed/PC environments"
"gui-builders","GUI Application Builders","application","Multiple (Powersoft, Gupta, VISIX, Blyth, Forte, Cooperative Solutions)","1991-present","emerging","evolved","nti-5-development-toolsets-0e71c5","Point-and-click Windows development; SQL backend hooks; runtime GUI generation; Forte/CS for complex OLTP"
"client-server","Client-Server Application Framework","framework","Multiple","1988-present","emerging","mature","nti-5-development-toolsets-0e71c5","Three-layer: presentation/business logic/data access; scalability and multi-platform challenge; robustness for mission-critical"
"sql","SQL (Structured Query Language)","language","ANSI standard","1974-present","mainstream","dominant","nti-5-development-toolsets-0e71c5","Industry standard for data exchange; challenge accessing legacy hierarchical IMS files; SQL bridges required"
"object-oriented","Object-Oriented Programming","framework","Multiple","1980-present","emerging","dominant","nti-5-development-toolsets-0e71c5","Will revolutionize industry by end of 1990s; not market but method; OO databases from BKS Poet, Object Design, Objectivity, Ontos, Servio, Versant"
"corba","CORBA / OMG Object Standards","standard","Object Management Group","1991-present","emerging","legacy","nti-5-development-toolsets-0e71c5","Standardizing distributed object service requests; OMG headquartered outside Boston"
"powerbuilder","PowerBuilder","application","Powersoft Corporation","1991-2003","emerging","legacy","nti-5-development-toolsets-0e71c5","Leading Windows GUI builder; point-and-click; multiple SQL RDBMS backend support"
"sql-windows","SQLWindows","application","Gupta Technologies","1990-1999","emerging","discontinued","nti-5-development-toolsets-0e71c5","Windows GUI builder; SQL backend; competes with PowerBuilder"
"microsoft-sql-server","Microsoft SQL Server (Sybase SQLServer)","application","Microsoft/Sybase","1989-present","emerging","dominant","nti-5-development-toolsets-0e71c5","Sybase SQLServer remarketed by Microsoft for PC LAN-based development"
