"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity or fitness"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative market statistic"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment"
"personal-recollection","observation_type","Personal Recollection","First-person memory or anecdote from Kastner"
"ai-exchange","observation_type","AI Exchange","A question posed by Kastner and the AI response extracted as a structured observation"
"topic-insight","observation_type","Topic Insight","An analytical claim or framework point within a technology topic deep-dive"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure and dynamics"
"competitive-profiling","methodology","Competitive Profiling","Detailed comparison of competing entities"
"benchmarking","methodology","Benchmarking","Comparison against industry standards or peers"
"field-research","methodology","Field Research","Primary data collection via interviews or surveys"
"document-review","methodology","Document Review","Analysis of existing documents and records"
"statistical-analysis","methodology","Statistical Analysis","Quantitative data analysis with statistical methods"
"oral-history","methodology","Oral History","First-person spoken or written recollection of events"
"ai-dialog","methodology","AI Dialog","Question-and-answer exchange between a human and an AI system"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent sources"
"dlm_obstacle","observation_type","Dlm_Obstacle","Study-specific code: dlm_obstacle"
"memo-quotation","methodology","Memo Quotation","Study-specific code: memo-quotation"
"cross_branch_pct","observation_type","Cross_Branch_Pct","Study-specific code: cross_branch_pct"
"spec-and-memo","methodology","Spec And Memo","Study-specific code: spec-and-memo"
"two_member_cluster_cross_node","observation_type","Two_Member_Cluster_Cross_Node","Study-specific code: two_member_cluster_cross_node"
"memo-calculation","methodology","Memo Calculation","Study-specific code: memo-calculation"
"dec_intact_constraint","observation_type","Dec_Intact_Constraint","Study-specific code: dec_intact_constraint"
"missing_2pc","observation_type","Missing_2Pc","Study-specific code: missing_2pc"
"style_3_routing","observation_type","Style_3_Routing","Study-specific code: style_3_routing"
"collaboration_call","observation_type","Collaboration_Call","Study-specific code: collaboration_call"
"memo-conclusion","methodology","Memo Conclusion","Study-specific code: memo-conclusion"
"memo_author_location","observation_type","Memo_Author_Location","Study-specific code: memo_author_location"
"memo-header","methodology","Memo Header","Study-specific code: memo-header"
