entity_id,entity_name,entity_type,sector,status,successor,years_active,study_id,notes
dell,"Dell Inc.",corporation,technology,active,"Dell Technologies (after 2016 EMC merger)",1984-present,2004-05dell-storage-profile-editpk-051704f-78147f,"Primary subject; applying direct business model and SCM expertise to enterprise storage market"
emc,"EMC Corporation",corporation,technology,acquired,"Dell Technologies (acquired by Dell 2016 for $67B)",1979-2016,2004-05dell-storage-profile-editpk-051704f-78147f,"Dell's co-branding partner for CX and AX disk array families; extended partnership through Dec 2008"
microsoft,"Microsoft Corporation",corporation,technology,active,,1975-present,2004-05dell-storage-profile-editpk-051704f-78147f,"Provider of Windows Storage Server 2003 used on PowerVault NAS platforms"
brocade,"Brocade Communications Systems",corporation,technology,acquired,"Broadcom Inc. (acquired 2017)",1995-2017,2004-05dell-storage-profile-editpk-051704f-78147f,"SAN switch partner for Dell; provided Brocade switch for AX100 SAN connectivity"
qlogic,"QLogic Corporation",corporation,technology,acquired,"Cavium (acquired 2016); then Marvell Technology (2018)",1994-2016,2004-05dell-storage-profile-editpk-051704f-78147f,"SAN HBA infrastructure partner; helped Dell lower SAN cost and complexity"
legato,"Legato Systems",corporation,technology,acquired,"EMC Corporation (acquired 2003)",1988-2003,2004-05dell-storage-profile-editpk-051704f-78147f,"Storage management software vendor; Legato Networker backup/recovery software sold through Dell"
veritas,"VERITAS Software Corporation",corporation,technology,acquired,"Symantec (acquired 2005); spun off as Veritas Technologies (2016)",1989-2005,2004-05dell-storage-profile-editpk-051704f-78147f,"Provided BackupExec for departments and NetBackup Enterprise Server for data centers through Dell"
commvault,"CommVault Systems",corporation,technology,active,,1996-present,2004-05dell-storage-profile-editpk-051704f-78147f,"Recently added CommVault Galaxy to Dell's backup/recovery software portfolio for department-to-datacenter scale"
mercury-interactive,"Mercury Interactive Corporation",corporation,technology,acquired,"Hewlett-Packard (acquired 2006)",1989-2006,2004-05dell-storage-profile-editpk-051704f-78147f,"Referenced in context of Dell's technology partner ecosystem"
unisys,"Unisys Corporation",corporation,technology,active,,1986-present,2004-05dell-storage-profile-editpk-051704f-78147f,"Referenced as enterprise technology vendor in storage market context"
intel,"Intel Corporation",corporation,technology,active,,1968-present,2004-05dell-storage-profile-editpk-051704f-78147f,"Processor and technology partner; Intel-based servers hosting Dell storage solutions"
snia,"Storage Networking Industry Association",industry-association,technology,active,,1997-present,2004-05dell-storage-profile-editpk-051704f-78147f,"Standards body Dell participates in for storage networking standards development"
aberdeen-group,"Aberdeen Group",research-firm,technology,acquired,"Harte-Hanks (acquired 2008)",1988-2008,2004-05dell-storage-profile-editpk-051704f-78147f,"Publisher of this profile; conducted storage survey cited in the study"
yosemite-technologies,"Yosemite Technologies",corporation,technology,acquired,,1997-2006,2004-05dell-storage-profile-editpk-051704f-78147f,"Provided TapeWare backup software for workgroup-level use through Dell"
