entity_id,entity_name,entity_type,sector,status,successor,years_active,study_id,notes
aberdeen-group,"Aberdeen Group, Inc.",company,analyst-services,dissolved,Harte-Hanks -> multiple acquirers,1988-2014,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,Primary subject; Boston MA; technology analyst and consulting firm
peter-s-kastner,Peter S. Kastner,person,analyst-services,active,,1969-present,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,Co-founder Aberdeen Group; program owner for Advisory Access Service workshop family
tom-h-willmott,Tom H. Willmott,person,analyst-services,active,,1990s-2001,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,Aberdeen Group CEO/partner; featured in streaming-media vignettes for Training Plan
dana-gardner,Dana Gardner,person,analyst-services,active,,2000-2001,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,"Aberdeen analyst; attributed on Critical Path, BoldFish, Link Software, Axiom8 engagements"
jim-hurley,Jim Hurley,person,analyst-services,active,,1997-2001,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,"Aberdeen security analyst; attributed on digital signature, authentication, managed security, and PKI engagements"
gerry-hemmendinger,Gerry Hemmendinger,person,analyst-services,active,,1999,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,Aberdeen analyst; co-led PKI multi-client engagement with Hurley in 1999
tom-dwyer-aberdeen,Tom Dwyer (Aberdeen),person,analyst-services,active,,2001,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,Aberdeen analyst; attributed on LogicLibrary 2001 engagement; Network Infrastructure practice
peter-fessenden,Peter Fessenden,person,analyst-services,active,,2000-2001,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,"Aberdeen analyst; attributed on XML Global Technologies, XMLSolutions/Vitria, and Pequot Capital engagements"
logiclibrary,LogicLibrary,company,software,acquired,"Serena Software (2006), then Micro Focus (2016)",1999-2001,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,Pre-IPO provider of tools to create and manage reusable software assets; component-based development focus; 2001 client | Source: LogicLibrary acquired by Serena Software in 2006 for component asset management technology. https://en.wikipedia.org/wiki/Serena_Software; https://www.prnewswire.com/news-releases/micro-focus-completes-acquisition-of-serena-software-inc-300260954.html
xml-global-technologies,XML Global Technologies,company,software,defunct,,2000-2001,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,Emerging provider of XML-based infrastructure products for e-Business; 2001 client; adopted Aberdeen branding suggestions | Source: XML Global Technologies filed 10-K as small XML e-business infrastructure company circa 2001; no evidence of survival past dot-com bust. https://www.sec.gov/Archives/edgar/data/1048501/000101103401500093/xml-10k.htm
xmlsolutions-vitria,XMLSolutions (business unit of Vitria),company,software,dissolved,"Vitria Technology, Inc.",2000-2001,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,XML transformation company; Aberdeen assisted with EDI/XML positioning through Vitria acquisition
pequot-capital,Pequot Capital Management,company,venture-capital,dissolved,,1998-2001,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,Venture capital firm; engaged Aberdeen for due-diligence study confirming investment opinion; 2001 client
critical-path-inc,"Critical Path, Inc.",company,messaging-services,acquired,Openwave Messaging (2013),1999-2001,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,"Carrier- and enterprise-grade messaging/directory services; coined 'mixed-source messaging'; led global mixed-source market; 2000 client | Source: Critical Path Inc. (messaging services) acquired by Openwave Messaging in 2013. https://www.marlinequity.com/news/marlin-portfolio-company-openwave-messaging-acquires-critical-path/; https://en.wikipedia.org/wiki/Critical_Path,_Inc."
boldfish,BoldFish,company,email-infrastructure,defunct,,2000-2001,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,Bulk-email infrastructure startup; tunneled network circumventing open Internet; 2001 client; headed toward profitability | Source: BoldFish was a 2001-era bulk-email startup; no evidence of survival post-dot-com bust. Not publicly traceable after 2001-2002.
link-software,Link Software,company,software,unknown,,2000-2001,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,"European developer of client-server information manager and shared contacts database; 2001 US market entry client; set up first US sales office | Source: European developer entering US market in 2001; small company, no public record of acquisition or current status found."
axiom8,Axiom8,company,unified-communications,defunct,,1999-2001,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,Venture-backed startup; voice-centric unified communications suite augmenting PBXes; first product debut fall 2000; 2000 client | Source: Axiom8 was a venture-backed unified communications startup from 2000; no evidence of survival; likely failed during dot-com bust.
vitria-technology,"Vitria Technology, Inc.",company,software,active,,1994-2001,aberdeen-workshop-qualifying-questions-and-success-stories-2001-b6a001,"Parent company of XMLSolutions business unit; business process management software; acquired XMLSolutions | Source: Vitria Technology remains active as of 2025, with press releases about new products. https://vitria.com/company-news/; https://www.prnewswire.com/news-releases/the-missing-link-to-autonomous-operations-vitria-introduces-self-evolving-knowledge-plane-302735473.html"
