"code_id","code_type","label","definition"
"strategy-classification","observation_type","Strategy Classification","Categorization of an entity's business strategy"
"viability-prediction","observation_type","Viability Prediction","Expert prediction of entity's long-term survival or market trajectory"
"actual-outcome","observation_type","Actual Outcome","Verified historical outcome for an entity or technology"
"technology-assessment","observation_type","Technology Assessment","Evaluation of a technology's maturity, fit, or competitive position"
"benchmark-result","observation_type","Benchmark Result","Quantitative comparison against peers or industry standards"
"framework-factor","observation_type","Framework Factor","One component of a multi-factor analytical framework"
"market-data","observation_type","Market Data","Quantitative market statistic or adoption figure"
"expert-opinion","observation_type","Expert Opinion","Qualitative professional judgment by industry analyst"
"industry-analysis","methodology","Industry Analysis","Systematic analysis of industry structure and competitive dynamics"
"competitive-profiling","methodology","Competitive Profiling","Detailed comparison of competing entities or strategies"
"benchmarking","methodology","Benchmarking","Comparison of performance against industry standards or peers"
"field-research","methodology","Field Research","Primary data collection via interviews with vendors or customers"
"document-review","methodology","Document Review","Analysis of existing vendor documentation and announcements"
"statistical-analysis","methodology","Statistical Analysis","Quantitative data analysis with statistical methods"
"high","confidence","High Confidence","Strong evidentiary basis; multiple corroborating sources"
"medium","confidence","Medium Confidence","Reasonable basis but limited independent corroboration"
"low","confidence","Low Confidence","Directional judgment with limited evidence"
"verified","confidence","Verified","Confirmed by subsequent events or independent historical sources"
"emerging","lifecycle","Emerging","Technology newly introduced, market adoption beginning"
"mature","lifecycle","Mature","Technology widely deployed, mainstream market adoption"
"declining","lifecycle","Declining","Technology losing market share to newer alternatives"
"legacy-supported","lifecycle","Legacy Supported","Technology no longer mainstream but still maintained by vendor"
"obsolete","lifecycle","Obsolete","Technology no longer sold or supported"
"active","lifecycle","Active","Technology currently in active development and deployment"
