"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","methodology_code","source_page","notes"
"stratus-computer-is-down-ad-reprints-c19-903ebf-OBS-001","stratus-computer-is-down-ad-reprints-c19-903ebf","stratus-computer","stratus-xa400","market-data","1985","Stratus XA400 list price","$446,350 — comparably configured (memory, disk, comm lines) plus fault tolerance INCLUDED","verified","advertising-data","ad-copy",""
"stratus-computer-is-down-ad-reprints-c19-903ebf-OBS-002","stratus-computer-is-down-ad-reprints-c19-903ebf","ibm","ibm-4381","market-data","1985","IBM 4381 list price","$707,897 — same comparable config; $/TPS $7,079 (highest in comparison)","verified","advertising-data","ad-copy",""
"stratus-computer-is-down-ad-reprints-c19-903ebf-OBS-003","stratus-computer-is-down-ad-reprints-c19-903ebf","hewlett-packard","hp-3000-68","market-data","1985","HP 3000 series 68 list price","$437,754 — same comparable config; $/TPS $6,840","verified","advertising-data","ad-copy",""
"stratus-computer-is-down-ad-reprints-c19-903ebf-OBS-004","stratus-computer-is-down-ad-reprints-c19-903ebf","digital-equipment-corp","dec-vax-11-782","market-data","1985","DEC VAX-11/782 list price","$656,889 — same comparable config; $/TPS $5,999","verified","advertising-data","ad-copy",""
"stratus-computer-is-down-ad-reprints-c19-903ebf-OBS-005","stratus-computer-is-down-ad-reprints-c19-903ebf","stratus-computer","stratus-xa400","market-data","1985","Stratus XA400 $/TPS","$3,571 per transaction-per-second — best in 4-vendor comparison; less than half of IBM/HP","verified","advertising-data","ad-copy","Includes fault tolerance; competitors do not"
"stratus-computer-is-down-ad-reprints-c19-903ebf-OBS-006","stratus-computer-is-down-ad-reprints-c19-903ebf","stratus-computer","stratus-continuous-processing","expert-opinion","1985","Industry reliability standard critique","98.5% reliability standard means computer goes down once every two weeks on statistical average — 'unthinkable for modern manufacturing'","high","advertising-claim","ad-copy","Frames the 'computer is down' problem"
"stratus-computer-is-down-ad-reprints-c19-903ebf-OBS-007","stratus-computer-is-down-ad-reprints-c19-903ebf","stratus-computer","stratus-continuous-processing","expert-opinion","1985","Stratus reliability claim","'Designed not to fail; not once every two weeks, or once every 200 weeks, or once every 2,000 weeks'","high","advertising-claim","ad-copy","Implicit MTBF claim of decades — provocative for 1985"
"stratus-computer-is-down-ad-reprints-c19-903ebf-OBS-008","stratus-computer-is-down-ad-reprints-c19-903ebf","peter-s-kastner","","personal-recollection","1985","Direct named contact in national ad campaign","Ad copy reads: 'For information contact your local Stratus sales office, or call Peter Kastner in Massachusetts at (617) 460-2192 or toll-free at 1-800-752-4826'","verified","primary-document","ad-copy","Both Kastner's office number and Stratus 800-line; demonstrates marketing-leadership role"
"stratus-computer-is-down-ad-reprints-c19-903ebf-OBS-009","stratus-computer-is-down-ad-reprints-c19-903ebf","stratus-computer","stratus-continuous-processing","market-data","1985","Hardware redundancy cost approach","Stratus claim: hardware-based fault tolerance from chip-level redundancy adds 'a mere fraction to our cost, and absolutely nothing to your purchase price'","medium","advertising-claim","ad-copy","Counter to industry assumption that fault tolerance commands premium"
"stratus-computer-is-down-ad-reprints-c19-903ebf-OBS-010","stratus-computer-is-down-ad-reprints-c19-903ebf","stratus-computer","stratus-continuous-processing","actual-outcome","2025","Continuous Processing longevity","Stratus's hardware fault-tolerant architecture shipped continuously from early 1980s into modern ftServer line and ztC Edge — among the longest-lived commercial fault-tolerant designs","verified","historical-record","follow-on",""
