entity_id,entity_name,entity_type,sector,status,successor,years_active,study_id,notes
aberdeen-group,Aberdeen Group,firm,Market Research / IT Consulting,acquired,Harte-Hanks Communications (2006); later spun off as Aberdeen Strategy & Research,1988-present,hp-can-boost-soa-offerings-with-acquisit-48e07e,Author/publisher of this market alert.
peter-s-kastner,Peter S. Kastner,person,Market Research / IT Consulting,active,,1989-present,hp-can-boost-soa-offerings-with-acquisit-48e07e,"VP and Research Director, Aberdeen Group; sole named author."
hewlett-packard,Hewlett-Packard (HP),company,Enterprise IT Hardware/Services,renamed,Split into HP Inc. and Hewlett Packard Enterprise (November 2015),1939-present,hp-can-boost-soa-offerings-with-acquisit-48e07e,Acquirer; HP OpenView is its enterprise systems management platform.
mercury-interactive,Mercury Interactive,company,Software / IT Optimization / Performance Testing,acquired,"Hewlett-Packard (acquired November 2006, $4.5B); became HP Software division",1989-2006,hp-can-boost-soa-offerings-with-acquisit-48e07e,"Leader in IT optimization software; acquired by HP in 2006; brought SOA management, LoadRunner, Quality Center, Systinet."
ibm,IBM,company,Enterprise IT Hardware/Services,active,,1911-present,hp-can-boost-soa-offerings-with-acquisit-48e07e,Primary competitive benchmark for HP-Mercury; IBM Tivoli is the ESM rival; IBM Rational and IBM z System mainframe cited.
microsoft,Microsoft,company,Enterprise Software / OS,active,,1975-present,hp-can-boost-soa-offerings-with-acquisit-48e07e,Cited as top of SMB product acquisition list; Windows Vista/Vista Server cited as distraction for HP integration.
systinet,Systinet,company,SOA Software / Web Services Registry,acquired,Mercury Interactive (2006) → HP Software (2006) → Micro Focus (2017),1999-2006,hp-can-boost-soa-offerings-with-acquisit-48e07e,SOA registry/governance vendor acquired by Mercury Interactive in January 2006; brought SOA management capabilities to Mercury.
ca-technologies,CA Technologies (CA),company,Enterprise Software / Systems Management,acquired,Broadcom Inc. (2018),1976-present,hp-can-boost-soa-offerings-with-acquisit-48e07e,Competitor to HP-Mercury in both governance/compliance and enterprise systems management.
bmc-software,BMC Software,company,Enterprise Software / Systems Management,active,,1980-present,hp-can-boost-soa-offerings-with-acquisit-48e07e,Competitor to HP-Mercury in enterprise systems management.
amberpoint,AmberPoint,company,SOA Governance Software,acquired,Oracle Corporation (2010),2001-2010,hp-can-boost-soa-offerings-with-acquisit-48e07e,Listed as competitor in governance and compliance for SOA.
compuware,Compuware,company,Enterprise Software / APM,acquired,Thoma Bravo (2014); Dynatrace spun off as separate public company,1973-present,hp-can-boost-soa-offerings-with-acquisit-48e07e,Listed as competitor in governance and compliance.
ibm-rational,IBM Rational,company,Software Development Tools,active,,1994-present,hp-can-boost-soa-offerings-with-acquisit-48e07e,IBM development tools subsidiary; competitor in governance/compliance.
planview,Planview,company,IT Portfolio Management / PPM,active,,1989-present,hp-can-boost-soa-offerings-with-acquisit-48e07e,Listed as competitor in governance and compliance.
progress-actional,Progress Actional,company,SOA / Web Services Governance,acquired,Progress Software / Sonic Software (2006),2000s,hp-can-boost-soa-offerings-with-acquisit-48e07e,Listed as competitor in governance and compliance for SOA (Actional acquired by Progress Software).
ibm-tivoli,IBM Tivoli,company,Enterprise Systems Management,active,,1996-present,hp-can-boost-soa-offerings-with-acquisit-48e07e,Major ESM competitor to HP OpenView; cited as powerhouse HP needs to challenge.
bea-systems,BEA Systems,company,Enterprise Middleware / Java Application Server,acquired,Oracle Corporation (2008),1995-2008,hp-can-boost-soa-offerings-with-acquisit-48e07e,Mercury had a relationship with BEA; Aberdeen suggests HP could leverage this to further compete with IBM.
