"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"peter-kastner","Peter Kastner","person","IT Market Research","active","[none]","1988-present","sun-as400-main-report-2002-c37e2a","EVP Platforms, Aberdeen Group; sole author"
"aberdeen-group","Aberdeen Group","firm","IT market analysis","acquired","Aberdeen/Harte-Hanks","1988-present","sun-as400-main-report-2002-c37e2a","Author organization; Boston-based"
"sun-microsystems","Sun Microsystems","company","Enterprise IT Hardware/Software","acquired","Oracle (2010)","1982-2010","sun-as400-main-report-2002-c37e2a","Client/recipient of the report"
"ibm","IBM","company","Enterprise IT","active","","1911-present","sun-as400-main-report-2002-c37e2a","Target competitor; AS/400/iSeries vendor"
"ibm-global-services","IBM Global Services","company","IT Services / Outsourcing","active","","1991-present","sun-as400-main-report-2002-c37e2a","Cited as major recommender of ISV solutions, would not recommend Sun"
"accenture","Accenture","company","IT Services","active","","1989-present","sun-as400-main-report-2002-c37e2a","Named SI partner with both iSeries and Solaris experience"
"jd-edwards","J.D. Edwards","company","Enterprise Software","acquired","PeopleSoft (2003) / Oracle (2005)","1977-2005","sun-as400-main-report-2002-c37e2a","Key ISV partner; Sun partnered with at J.D. Edwards; also member of iForce"
"peoplesoft","PeopleSoft","company","Enterprise Software","acquired","Oracle (2005)","1987-2005","sun-as400-main-report-2002-c37e2a","Referenced in ERP context"
"oracle-corp","Oracle Corporation","company","Enterprise Software","active","","1977-present","sun-as400-main-report-2002-c37e2a","Referenced for DBA overhead comparison; later acquired Sun"
"hp","Hewlett-Packard","company","IT Hardware","split","HP Inc./HPE (2015)","1939-2015","sun-as400-main-report-2002-c37e2a","HP3000 named as IBM's competitive target for iSeries game plan"
"sap","SAP AG","company","Enterprise Software","active","","1972-present","sun-as400-main-report-2002-c37e2a","Referenced as enterprise application category"
"lotus-notes","Lotus/IBM Domino","company","Collaboration Software","acquired","IBM / HCL (2018)","1984-present","sun-as400-main-report-2002-c37e2a","Notes Domino cited as IBM SMB new-market growth vector"
"navision","Navision","company","Enterprise Software","acquired","Microsoft (2002)","1984-2002","sun-as400-main-report-2002-c37e2a","IBM business partner cited for mid-market ERP"
"alltel-info-services","Alltel Information Services","company","Banking Software","unknown [REVIEW]","","1990s-2000s","sun-as400-main-report-2002-c37e2a","Top iSeries ISV; Horizon Banking System"
"dwl-inc","DWL Incorporated","company","CRM Software","unknown [REVIEW]","","1990s-2000s","sun-as400-main-report-2002-c37e2a","Top iSeries ISV (Toronto); DWL Customer / Unifi"
"ebusiness-exchange","e-Business Exchange Pte. Ltd.","company","B2B Software","unknown [REVIEW]","","2000s","sun-as400-main-report-2002-c37e2a","Top iSeries ISV (Malaysia)"
"e3-corp","E3 Corporation","company","Retail/Supply Chain Software","unknown [REVIEW]","","1990s-2000s","sun-as400-main-report-2002-c37e2a","Top iSeries ISV (Georgia)"
"ibm-iforce","IBM iForce","institution","Partner Program","unknown [REVIEW]","","2000-2005","sun-as400-main-report-2002-c37e2a","IBM's cross-brand partner program"
"cobalt-networks","Cobalt Networks","company","Linux Server Appliances","acquired","Sun (2000)","1996-2003","sun-as400-main-report-2002-c37e2a","Sun's acquired Linux appliance line cited as iSeries-upgrade lever"
