"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","industry-analyst","acquired","Harte-Hanks (2002-2017) -> Spiceworks Ziff Davis","1988-present","remarks-of-peter-kastner-to-the-massachu-96335b","Boston-based IT industry analyst firm"
"peter-s-kastner","Peter S. Kastner","person","industry-analyst","active","","1970s-present","remarks-of-peter-kastner-to-the-massachu-96335b","EVP / chief research officer / research VP; various titles 2003-2007"
"intel-corporation","Intel Corporation","company","semiconductor","active","","1968-present","remarks-of-peter-kastner-to-the-massachu-96335b","Leading x86 CPU manufacturer"
"ibm","International Business Machines Corporation","company","IT-hardware-software-services","active","","1911-present","remarks-of-peter-kastner-to-the-massachu-96335b","Mainframe and systems vendor"
"hewlett-packard","Hewlett-Packard Company","company","PC-manufacturing","split","HP Inc. + Hewlett Packard Enterprise (2015)","1939-2015","remarks-of-peter-kastner-to-the-massachu-96335b","Original HP company"
"massachusetts-chamber-of-commerce","Massachusetts Chamber of Commerce","institution","business-association","active","","","remarks-of-peter-kastner-to-the-massachu-96335b","State-level chamber; hosted Kastner speech Jan 2003"
"lucent-technologies","Lucent Technologies","company","telecom-equipment","dissolved","Alcatel-Lucent (2006) -> Nokia Bell Labs (2016)","1996-2006","remarks-of-peter-kastner-to-the-massachu-96335b","Spun off from AT&T 1996; merged with Alcatel 2006; Bell Labs inherited by Nokia 2016"
"rational-software","Rational Software Corporation","company","software-tools","acquired","IBM (2003 for $2.1B)","1981-2003","remarks-of-peter-kastner-to-the-massachu-96335b","Westford MA software development tools vendor (UML, Rational Rose, ClearCase); acquired by IBM Feb 2003"
"genuity","Genuity Inc.","company","internet-services","acquired","Level 3 Communications (2003)","2000-2003","remarks-of-peter-kastner-to-the-massachu-96335b","Woburn MA former GTE Internet arm; bankrupt 2002, acquired by Level 3 2003"
"level-3-communications","Level 3 Communications","company","telecom-network","acquired","CenturyLink / Lumen (2017)","1997-2017","remarks-of-peter-kastner-to-the-massachu-96335b","IP backbone provider; acquired Genuity 2003; acquired by CenturyLink 2017"
"precise-software","Precise Software Solutions","company","enterprise-software","acquired","Veritas Software (2003)","1990s-2003","remarks-of-peter-kastner-to-the-massachu-96335b","Application performance management vendor acquired by Veritas 2003"
"veritas-software","Veritas Software Corporation","company","enterprise-software","acquired","Symantec (2005) -> Carlyle (2016) -> Cohesity (2024)","1989-2005","remarks-of-peter-kastner-to-the-massachu-96335b","Storage-management software vendor"
"digital-equipment-corp","Digital Equipment Corporation (DEC)","company","IT-hardware","dissolved","Compaq (1998) -> HP (2002)","1957-1998","remarks-of-peter-kastner-to-the-massachu-96335b","Maynard MA minicomputer pioneer; Hudson MA 'DEC-West' semiconductor fab became Intel property"
