"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"peter-s-kastner","Peter S. Kastner","person","IT-analyst","active","","1969-present","stratus-olivetti-40m-deal-eagle-tribune--b7e3b1","Aberdeen Group co-founder, VP/EVP/CRO; prior: PHI, Wang, ADL, Prime, Stratus, DEC"
"stratus-computer","Stratus Computer","company","fault-tolerant-computing","acquired","Stratus Technologies (now Penguin Solutions)","1980-present","stratus-olivetti-40m-deal-eagle-tribune--b7e3b1","Kastner's Stratus employer (marketing/sales support)"
"ing-c-olivetti","Ing. C. Olivetti & Co.","company","computer-and-office","acquired","Telecom Italia (2003)","1908-present","stratus-olivetti-40m-deal-eagle-tribune--b7e3b1","Italian computer maker; signed 1982 $40M Stratus OEM deal"
"lawrence-eagle-tribune","The Lawrence Eagle-Tribune","publication","newspaper","active","Eagle-Tribune Publishing (now CNHI)","1868-present","stratus-olivetti-40m-deal-eagle-tribune--b7e3b1","MA daily; ran 1982-03 Robert Schneider Stratus-Olivetti story"
"bank-of-america","Bank of America","company","financial-services","active","","1904-present","stratus-olivetti-40m-deal-eagle-tribune--b7e3b1","Co-investor in Stratus founding round"
"institutional-venture-partners","Institutional Venture Partners (IVP)","firm","venture-capital","active","","1980-present","stratus-olivetti-40m-deal-eagle-tribune--b7e3b1","Co-investor in Stratus founding round"
"general-electric","General Electric Company","company","diversified-industrial","active","Restructured/split 2024","1892-present","stratus-olivetti-40m-deal-eagle-tribune--b7e3b1","Co-investor in Stratus founding round"
"west-lynn-creamery","West Lynn Creamery, Inc.","company","food-distribution","acquired","Acquired by Suiza Foods / Dean Foods","1930s-1990s","stratus-olivetti-40m-deal-eagle-tribune--b7e3b1","Early Stratus customer (1982); Massachusetts dairy distributor"
"thom-mcan","Thom McAn Shoe Company","company","footwear-retail","defunct","Sears licensed brand; stores closed 1996","1922-1996","stratus-olivetti-40m-deal-eagle-tribune--b7e3b1","Early Stratus customer (1982); footwear retail chain"
"john-morgridge","John Morgridge","person","executive","active","","1955-present","stratus-olivetti-40m-deal-eagle-tribune--b7e3b1","Stratus VP of marketing 1982; later Cisco Systems CEO and Chairman Emeritus"
"cisco-systems","Cisco Systems","company","networking","active","","1984-present","stratus-olivetti-40m-deal-eagle-tribune--b7e3b1","Networking giant; Morgridge later CEO"
