"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"dceit-framework","Digital Consumer Electronic and Information Technology (DCEIT) Framework","framework","Aberdeen Group","2002-2004","emerging","historical","dct-dceit-practice-v6-2002","Aberdeen's six-category taxonomy for analyzing PC-CE convergence"
"home-gateway","Home Residential Gateway","platform","Thomson/Netopia/2Wire","2001-2010","emerging","legacy-supported","dct-dceit-practice-v6-2002","Combined broadband modem+router+firewall+wireless device"
"home-pna-2","HomePNA 2.0","protocol","HomePNA Alliance","2001-2007","mature","legacy-supported","dct-dceit-practice-v6-2002","Phone-line networking; used by Thomson/2Wire/Time Warner trial"
"802-11b","IEEE 802.11b (Wi-Fi)","protocol","Wi-Fi Alliance","1999-2010","mature","legacy-supported","dct-dceit-practice-v6-2002","2.4GHz wireless LAN; 11 Mbps"
"802-11a","IEEE 802.11a","protocol","Wi-Fi Alliance","2001-2010","emerging","legacy-supported","dct-dceit-practice-v6-2002","5GHz wireless LAN; QoS issues for streaming video noted"
"802-11g","IEEE 802.11g","protocol","Wi-Fi Alliance","2003-2015","emerging","legacy-supported","dct-dceit-practice-v6-2002","2.4GHz 54 Mbps successor to 802.11b"
"bluetooth","Bluetooth","protocol","Bluetooth SIG","2000-present","emerging","active","dct-dceit-practice-v6-2002","Short-range personal-area wireless"
"home-plug","HomePlug","protocol","HomePlug Alliance","2001-2015","emerging","legacy-supported","dct-dceit-practice-v6-2002","Powerline networking standard"
"home-rf","HomeRF","protocol","HomeRF Working Group","1998-2003","mature","discontinued","dct-dceit-practice-v6-2002","Short-lived home wireless standard; lost to 802.11"
"ultra-wideband","Ultra-Wideband (UWB)","protocol","WiMedia","2002-2010","emerging","niche","dct-dceit-practice-v6-2002","100 Mbit short-range wireless; predicted as streaming-video technology of choice"
"hdmi","HDMI","protocol","HDMI Licensing","2002-present","emerging","active","dct-dceit-practice-v6-2002","Digital cable interconnect cited in convergence diagrams"
"x10-protocol","X10 Home Automation Protocol","protocol","X10 Industries","1975-2010","mature","legacy","dct-dceit-practice-v6-2002","Legacy home automation protocol"
"pvr","Personal Video Recorder (PVR)","platform","TiVo/Motorola/Scientific Atlanta","1999-2015","emerging","legacy-supported","dct-dceit-practice-v6-2002","Core media-server function; DVR category"
"dvd-plus-cd-rw","DVD+CD-RW Combo Drive","platform","multi-vendor","2001-2010","mature","legacy","dct-dceit-practice-v6-2002","Optical storage category cited in reference designs"
"blue-laser-dvd","Blue-Laser DVD (pre-Blu-ray)","platform","multi-vendor","2003-2005","emerging","superseded","dct-dceit-practice-v6-2002","Predicted 24-27 GB capacity vs 4.7 GB red-laser; became Blu-ray"
"voip","Voice over IP (VoIP)","protocol","multi-vendor","2000-present","emerging","active","dct-dceit-practice-v6-2002","Predicted as near-term cable MSO offering"
"video-on-demand","Video on Demand (VOD)","application","multi-vendor","2000-present","emerging","mature","dct-dceit-practice-v6-2002","Cable/ILEC emerging service offering"
"digital-rights-management","Digital Rights Management (DRM)","application","multi-vendor","2000-present","emerging","active","dct-dceit-practice-v6-2002","Framework-level requirement for media servers"
"mpeg-2","MPEG-2","protocol","MPEG","1995-2010","mature","legacy-supported","dct-dceit-practice-v6-2002","Cable/DBS video compression"
"mpeg-4","MPEG-4","protocol","MPEG","2001-present","emerging","active","dct-dceit-practice-v6-2002","Longer-haul DSL video compression"
"rtos-embedded","Real-Time Operating System (embedded)","platform","Wind River/multi-vendor","1995-present","mature","active","dct-dceit-practice-v6-2002","Wind River Tornado as exemplar"
"xbox-live","Xbox Live","platform","Microsoft","2002-present","emerging","active","dct-dceit-practice-v6-2002","Closed online gaming network; $49/year"
"cablehome","CableHome Specification","framework","CableLabs","2002-2010","emerging","superseded","dct-dceit-practice-v6-2002","Residential gateway spec linking home networks to cable"
"packet-cable","PacketCable","framework","CableLabs","1999-2015","emerging","legacy-supported","dct-dceit-practice-v6-2002","IP services over cable including VoIP"
"open-cable","OpenCable (CableCARD)","framework","CableLabs","2001-2015","emerging","legacy","dct-dceit-practice-v6-2002","Point-of-Deployment module for retail STB"
