"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-001","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","business-model","2000","aas-offering","Retainer-based interactive program providing one-on-one access to an Analyst or team","high","ingest-extraction","DR","p.1",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-002","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","business-model","2000","cad-core-deliverable","Core Access Deliverables (CAD): free for all active clients; ad hoc analyst access + e-mail/phone + trade show dialogue + Impacts/Profiles/White Papers","high","ingest-extraction","DR","p.1",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-003","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","pricing","2000","six-month-intro-aas","Six-Month Introductory AAS: $6,000; invoiced on signing; one-time only for first-time clients","verified","ingest-extraction","DR","p.2",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-004","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","pricing","2000","twelve-month-multi-day","Twelve-Month Multi-Day AAS: $7,000/year + per-diem analyst rate; min 2 consulting days; invoiced quarterly","verified","ingest-extraction","DR","p.2",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-005","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","pricing","2000","associate-rate","Associate: $10,200 ($7,000 + $1,600 × 2 days)","verified","ingest-extraction","DR","p.2",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-006","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","pricing","2000","analyst-rate","Analyst: $13,000 ($7,000 + $3,000 × 2)","verified","ingest-extraction","DR","p.2",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-007","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","pricing","2000","senior-analyst-rate","Senior Analyst: $16,000 ($7,000 + $4,500 × 2)","verified","ingest-extraction","DR","p.2",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-008","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","pricing","2000","director-rate","Director: $17,400 ($7,000 + $5,200 × 2)","verified","ingest-extraction","DR","p.2",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-009","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","pricing","2000","vp-rate","Vice President: $19,000 ($7,000 + $6,000 × 2)","verified","ingest-extraction","DR","p.2","Matches Kastner's Group VP title era"
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-010","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","pricing","2000","executive-rate","Executive: $21,000 ($7,000 + $7,000 × 2)","verified","ingest-extraction","DR","p.2",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-011","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","pricing","2000","mas-addon","+$2,000 MAS service add-on (20% discount) when AAS bundled with practice MAS research","verified","ingest-extraction","DR","p.3",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-012","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","competitive-positioning","2000","vs-forrester-gartner","Forrester/Gartner = subscription service; Aberdeen = personal service putting research into client's exact context","high","ingest-extraction","EO","p.4","Canonical positioning statement"
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-013","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","business-model","2000","renewal-waiver","Six-Month Introductory AAS renews free if client commits to: consulting project, MAS service ($22,500), publication/amplification project ($15K+), or RAMP/Strategy Acceleration/custom research","high","ingest-extraction","DR","p.3",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-014","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","sales-methodology","2000","cold-call-entry","AAS is the desired entry product on which other paid engagements are built","high","ingest-extraction","EO","p.4",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-015","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","sales-methodology","2000","close-at-briefing","Analysts should pitch AAS at close of research briefing","high","ingest-extraction","DR","p.4",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-016","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","sales-methodology","2000","qualifying-questions","Key qualifying Qs: talking with Gartner/Forrester? marketing budget? staff size? funding/M&A/IPO activity?","high","ingest-extraction","DR","p.5",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-017","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","sales-methodology","2000","objection-no-money","Objection 'I don't have any money' — $500/month for 6 months is discretionary; access plus half-day consulting","high","ingest-extraction","DR","p.6",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-018","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","sales-methodology","2000","objection-working-with-gartner","Objection 'working with Gartner/Forrester' — 'we don't do what they do; they do subscription, we put research in your exact context'","high","ingest-extraction","DR","p.6",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-019","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","sales-methodology","2000","objection-just-write-profile","Objection 'just write me a Profile' — 'A Profile is market amplification; AAS is building/buffing/polishing the go-to-market strategy'","high","ingest-extraction","DR","p.7",""
"aberdeen-aas-retainer-sales-doc-f40a25-OBS-020","aberdeen-aas-retainer-sales-doc-f40a25","aberdeen-group","","business-characteristic","2000","thirteen-year-history","'More than a decade' / 'over thirteen years' of AAS track record (dates doc ~2001)","medium","ingest-extraction","DR","p.6","Helps date the artifact"
