"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"aberdeen-group","Aberdeen Group","firm","industry-analyst","acquired","Harte-Hanks (2002-2017) -> Spiceworks Ziff Davis","1988-present","technology-news-hardware-intel-unveils-l-1f420a","Boston-based IT industry analyst firm"
"peter-s-kastner","Peter S. Kastner","person","industry-analyst","active","","1970s-present","technology-news-hardware-intel-unveils-l-1f420a","EVP / chief research officer / research VP; various titles 1988-2007"
"intel-corporation","Intel Corporation","company","semiconductor","active","","1968-present","technology-news-hardware-intel-unveils-l-1f420a","Leading x86 CPU manufacturer"
"amd","Advanced Micro Devices, Inc.","company","semiconductor","active","","1969-present","technology-news-hardware-intel-unveils-l-1f420a","x86 and more recently GPU competitor to Intel"
"hewlett-packard","Hewlett-Packard Company","company","PC-manufacturing","split","HP Inc. + Hewlett Packard Enterprise (2015)","1939-2015","technology-news-hardware-intel-unveils-l-1f420a","Original HP company"
"emachines","eMachines, Inc.","company","PC-manufacturing","merged","Gateway (2004) -> Acer (2007)","1998-2013","technology-news-hardware-intel-unveils-l-1f420a","Value-PC maker; acquired by Gateway 2004; brand retired 2013"
"fujitsu","Fujitsu Limited","company","IT-hardware-services","active","","1935-present","technology-news-hardware-intel-unveils-l-1f420a","Japanese IT services and hardware conglomerate; Fujitsu Siemens joint venture 1999-2009"
"mercury-research","Mercury Research","firm","industry-analyst","active","","1995-present","technology-news-hardware-intel-unveils-l-1f420a","Cave Creek AZ semiconductor-market research firm; Dean McCarron president"
"technewsworld","TechNewsWorld / ECT News Network","firm","news-media","active","","2000-present","technology-news-hardware-intel-unveils-l-1f420a","IT news publication; part of ECT News Network (E-Commerce Times, LinuxInsider, CRM Buyer)"
"jay-lyman-journalist","Jay Lyman","person","journalist","active","","2000s-present","technology-news-hardware-intel-unveils-l-1f420a","TechNewsWorld / ECT News Network staff writer; later 451 Research / S&P Global Market Intelligence analyst"
"dean-mccarron-mercury","Dean McCarron","person","industry-analyst","active","","1995-present","technology-news-hardware-intel-unveils-l-1f420a","Mercury Research president and semiconductor market analyst"
