"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"intel","Intel Corporation","semiconductor","technology","active","","1968-present","2004-03-intelitaniummfewp11.doc-618d4a","Manufacturer of Itanium and Xeon processors; key subject of this study"
"ibm","IBM","corporation","technology","active","","1911-present","2004-03-intelitaniummfewp11.doc-618d4a","Manufacturer of zSeries mainframes; dominant mainframe vendor"
"hp","Hewlett-Packard","corporation","technology","restructured","HP Inc./HPE","1939-2015","2004-03-intelitaniummfewp11.doc-618d4a","Major Itanium platform supplier; Integrity server line; split into HP Inc. and HPE in 2015"
"dell","Dell","corporation","technology","active","Dell Technologies","1984-present","2004-03-intelitaniummfewp11.doc-618d4a","Offered PowerEdge 3250 Itanium systems; also resold Unisys ES7000"
"unisys","Unisys","corporation","technology","active","","1986-present","2004-03-intelitaniummfewp11.doc-618d4a","Offered both mainframe (ClearPath) and Itanium (ES7000) systems"
"microsoft","Microsoft","corporation","technology","active","","1975-present","2004-03-intelitaniummfewp11.doc-618d4a","Windows Server provider; positioned Wintel vs mainframe; provided NetBench benchmarks"
"sap-ag","SAP AG","corporation","technology","active","SAP SE","1972-present","2004-03-intelitaniummfewp11.doc-618d4a","Offered SAP R/2 for mainframe; was migrating customers away from R/2"
"peoplesoft","PeopleSoft","corporation","technology","acquired","Oracle","1987-2005","2004-03-intelitaniummfewp11.doc-618d4a","ERP vendor; HP partnership for Itanium; acquired by Oracle in 2005"
"oracle","Oracle","corporation","technology","active","","1977-present","2004-03-intelitaniummfewp11.doc-618d4a","HP partnership for Itanium platform; later acquired PeopleSoft and Siebel"
"amd","AMD","semiconductor","technology","active","","1969-present","2004-03-intelitaniummfewp11.doc-618d4a","Offered 64-bit Opteron; viewed by interviewees as less real-world-tested"
"microfocus","Micro Focus","corporation","technology","acquired","OpenText","1976-2023","2004-03-intelitaniummfewp11.doc-618d4a","COBOL tools enabling mainframe-to-Windows migration without recompilation; acquired by OpenText 2023"
"aberdeen-group","Aberdeen Group","research-firm","technology","acquired","Harte-Hanks","1988-2008","2004-03-intelitaniummfewp11.doc-618d4a","Author of this study; acquired by Harte-Hanks in 2008"
"british-petroleum","British Petroleum","corporation","energy","active","BP","1909-present","2004-03-intelitaniummfewp11.doc-618d4a","Cited as major Itanium user implementation"
"compusa","CompUSA","corporation","retail","dissolved","","1984-2012","2004-03-intelitaniummfewp11.doc-618d4a","Cited as major Itanium user implementation"
"siebel","Siebel Systems","corporation","technology","acquired","Oracle","1993-2006","2004-03-intelitaniummfewp11.doc-618d4a","CRM vendor; HP partnership for Itanium; acquired by Oracle in 2006"
