"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"xcon","XCON (eXpert CONfigurer)","application","DEC / CMU","1980-1988","experimental","discontinued","2026-kastner-enterprise-ai-arc","Rule-based expert system configuring VAX computer orders; ~2500 rules; replaced human configurers; cited in Kastner memoir as 'commercially significant expert system of the 1980s'; deepest AI anchor in archive"
"mycin","MYCIN","application","Stanford Heuristic Programming Project","1972-1980","experimental","discontinued","2026-kastner-enterprise-ai-arc","Rule-based medical diagnosis expert system; antibiotic selection for bacterial infections; ~600 rules; never deployed clinically but cited as landmark AI product; Kastner archive anchor at 1980"
"lisp","LISP (programming language)","platform","MIT / McCarthy","1958-present","mature","active","2026-kastner-enterprise-ai-arc","AI's first programming language; Kastner encountered at MIT 1966; still used in AI research; foundational to all expert system work in the archive's pre-1990 period"
"ibm-eliza","ELIZA (NLP chatbot)","application","MIT / Joseph Weizenbaum","1966-1967","experimental","discontinued","2026-kastner-enterprise-ai-arc","First NLP chatbot; pattern-matching conversation simulation; Kastner encountered at MIT 1966; documented in Long View memoir chapter as early AI research environment"
"ibm-shoebox","IBM Shoebox (speech recognition)","application","IBM","1962-1962","experimental","discontinued","2026-kastner-enterprise-ai-arc","IBM Shoebox (1962) — 16 words spoken command recognition; 31 transistors; first IBM speech recognition device; foundational to IBM's MedSpeak lineage; archive historical anchor"
"ibm-medspeak","IBM MedSpeak/Radiology","application","IBM","1996-2002","emerging","discontinued","2026-kastner-enterprise-ai-arc","Continuous speech recognition for radiology dictation; reduced report turnaround from days to minutes; clinical production deployment 1997; IBM's most advanced commercial pre-2000 AI product"
"ibm-viavoice","IBM ViaVoice","application","IBM","1996-2008","mature","discontinued","2026-kastner-enterprise-ai-arc","Consumer continuous speech recognition; $99–$199 retail; mass-market successor to MedSpeak technology lineage; peak mid-2000s; eventually discontinued"
"ibm-intelligent-miner","IBM Intelligent Miner","application","IBM","1996-2005","mature","discontinued","2026-kastner-enterprise-ai-arc","Six-function data mining suite: clustering/classification/prediction/association/sequential patterns/time-sequence; Aberdeen 1997 documented as 'comprehensive for 1997'; direct ML precursor"
"ibm-deep-blue","IBM Deep Blue","application","IBM","1989-1997","experimental","discontinued","2026-kastner-enterprise-ai-arc","Chess-playing supercomputer; defeated Kasparov May 1997; ran on IBM RS/6000 SP2; alpha-beta search + hand-tuned evaluation; decommissioned after match; landmark AI demonstration in archive"
"ibm-watson","IBM Watson (Jeopardy / NLP era)","application","IBM","2010-2022","mature","partially-divested","2026-kastner-enterprise-ai-arc","QA system using NLP + knowledge graphs + information retrieval; Jeopardy victory Feb 2011; enterprise AI platform ambition 2013–2022; Watson Health sold 2022"
"ibm-watsonx","IBM watsonx","application","IBM","2023-present","emerging","active","2026-kastner-enterprise-ai-arc","AI platform rebranded from Watson 2023; watsonx.ai (foundation models), watsonx.data (data lakehouse), watsonx.governance; IBM's third AI brand iteration"
"oracle-interoffice","Oracle InterOffice (Pegasus)","application","Oracle","1995-2002","declining","discontinued","2026-kastner-enterprise-ai-arc","Announced Dec 13 1995; modular groupware with document summarization module; extractive auto-summarization of document content; archive's highest-specificity contemporary AI precursor; 27-year predictive distance to LLM-era summarization"
"ms-autosummarize","Microsoft Word AutoSummarize","application","Microsoft","1997-2010","mature","discontinued","2026-kastner-enterprise-ai-arc","Extractive document summarization in Word 97 through Word 2007; statistical keyword-frequency method; removed in Word 2010; resurrected as Copilot (2023) on GPT-4; mass-market companion to Oracle InterOffice claim"
"ms-copilot","Microsoft 365 Copilot","application","Microsoft","2023-present","emerging","active","2026-kastner-enterprise-ai-arc","GPT-4-powered document intelligence in Word/Outlook/Teams; direct successor to Word AutoSummarize (1997) and the LLM-era endpoint for the document intelligence thread"
"tandem-ordm","Tandem ORDM (Object Relational Data Mining)","framework","Tandem Computers","1997-2000","experimental","discontinued","2026-kastner-enterprise-ai-arc","In-database ML via SQL extensions; five algorithm partners (Angoss/Data Distilleries/Magnify/NeoVista/HNC); eliminates ETL for ML; architectural precursor to BigQuery ML/Redshift ML/Oracle 23ai by 22 years"
"ibm-db2-text-extender","IBM DB2 Text Extender","application","IBM","1995-2005","mature","evolved","2026-kastner-enterprise-ai-arc","Full-text search + information retrieval + query pattern learning; Aberdeen 1995 documented ability to 'detect and adjust to patterns of user queries' — earliest adaptive search claim in archive; precursor to RAG"
"aberdeen-data-mining-guide","Aberdeen Enterprise Data Mining Buying Guide","framework","Aberdeen Group","1997-1997","active","discontinued","2026-kastner-enterprise-ai-arc","Aberdeen's 1997 data mining guide documented decision trees/neural networks/clustering as enterprise production tools; framed 'removing data mining specialist dependency' — the modern AutoML pitch 25 years early"
"lotus-notes-agents","Lotus Notes Scripted Agents","application","Lotus / IBM","1989-present","mature","active-as-hcl","2026-kastner-enterprise-ai-arc","Background scripts processing document databases autonomously; trigger workflows/notifications/transformations; Aberdeen (1995) characterized as 'first-generation'; earliest agent architecture in archive"
"businessminer","Business Objects BusinessMiner","application","Business Objects","1997-2002","declining","discontinued","2026-kastner-enterprise-ai-arc","$995 data mining add-on to BusinessObjects analytics suite; Aberdeen 1997 predicted would 'pressure high-end data mining suppliers'; democratization precursor to modern AutoML and no-code ML"
"kd1-retail-discovery","Knowledge Discovery One Retail Discovery Suite","application","Knowledge Discovery One","1996-2000","emerging","discontinued","2026-kastner-enterprise-ai-arc","Retail customer behavior prediction and loyalty analytics; Aberdeen 1997 documented as 'removing data mining specialist barrier'; modern parallel: Salesforce Einstein / retail AI recommendation engines"
"rolap-data-mining","ROLAP Data Mining (Aberdeen prediction)","framework","Aberdeen Group (prediction)","1995-1998","emerging","discontinued","2026-kastner-enterprise-ai-arc","Aberdeen 1995 prediction that ROLAP would 'generate a new wave of data-mining applications within 2 years'; directional prediction verified through BI analytics evolution; 27-year arc to BI-embedded AI"
"oracle-23ai","Oracle Database 23ai","platform","Oracle","2024-present","emerging","active","2026-kastner-enterprise-ai-arc","In-database AI vector search + in-database ML + Select AI (natural language SQL) + Document AI; closes the Oracle InterOffice arc (1995→2024); the arc's primary 2024 endpoint node"
"bigquery-ml","Google BigQuery ML","platform","Google","2018-present","emerging","active","2026-kastner-enterprise-ai-arc","SQL-based in-database ML; SELECT * EXCEPT (label) FROM ML.PREDICT syntax; closest modern realization of Tandem ORDM's 1997 in-database SQL ML architecture"
"chatgpt","ChatGPT / GPT-4","application","OpenAI","2022-present","emerging","active","2026-kastner-enterprise-ai-arc","LLM-era convergence endpoint for all document intelligence and NLP threads; ChatGPT (Nov 2022) the public milestone marking mainstream enterprise AI adoption"
"transformer-architecture","Transformer Architecture (Attention Is All You Need)","framework","Google Brain","2017-present","emerging","active","2026-kastner-enterprise-ai-arc","Vaswani et al. 2017 — architectural foundation of all modern LLMs; the technical convergence point that made the LLM era possible; archive's LLM-era technical anchor"
"alphago","AlphaGo / AlphaZero","application","Google DeepMind","2016-present","experimental","active","2026-kastner-enterprise-ai-arc","Deep reinforcement learning defeating world Go champion (2016); LLM-era parallel to IBM Deep Blue (1997); Deep Blue used search; AlphaGo used learning — the defining contrast between pre-LLM and LLM-era AI"
"intel-gaudi","Intel Gaudi AI Accelerator (Habana Labs)","platform","Intel","2019-present","emerging","active","2026-kastner-enterprise-ai-arc","Intel's AI training accelerator acquired via Habana Labs 2019; Gaudi 3 (2024) competing with NVIDIA H100; Intel's only pre-2026 AI-specific hardware product claim in the archive"
"intel-falcon-shores","Intel Falcon Shores","platform","Intel","2025-present","emerging","active","2026-kastner-enterprise-ai-arc","Intel's combined GPU+AI tile architecture; 2025 roadmap product; Intel's attempt to compete with NVIDIA in the AI accelerator market; archive's Intel AI arc endpoint"
"ibm-quantum","IBM Quantum (IBM Q)","platform","IBM","2016-present","emerging","active-research","2026-kastner-enterprise-ai-arc","127-qubit Eagle (2021); 1121-qubit Condor (2023); IBM Quantum as potential post-LLM AI substrate; archive's most speculative AI-adjacent technology claim"
"machine-learning-statistical","Statistical Machine Learning (1990s transition)","framework","Academia / Industry","1985-2000","mature","evolved","2026-kastner-enterprise-ai-arc","1990s transition from rule-based expert systems to statistical ML (decision trees, neural networks, SVMs); Kastner Long View memoir documents this as the archive's first AI paradigm shift"
"ibm-expert-systems","IBM Expert System Products (OPS5 / ART / KEE)","application","IBM / Multiple","1982-1995","declined","discontinued","2026-kastner-enterprise-ai-arc","Commercial expert system shells and tools; peak 600+ deployments 1987; AI winter by 1995; knowledge acquisition bottleneck ended wave"
"ibm-watson-nlp","IBM Watson / watsonx NLP Platform","application","IBM","2006-2023","active","active","2026-kastner-enterprise-ai-arc","DeepQA project (2006), Watson Jeopardy (2011), Watson Health (2017 failure, 2022 sold), watsonx.ai (2023); covers full IBM NLP and LLM platform arc"
"oracle-advanced-analytics","Oracle Advanced Analytics (Oracle Data Mining + R)","component","Oracle","2005-2018","superseded","superseded-by-oracle-ml","2026-kastner-enterprise-ai-arc","Embedded R and Oracle Data Mining in database engine; parallel in-database ML; superseded by Oracle Machine Learning and Oracle Analytics Cloud"
"ibm-db2-text","IBM DB2 Text Extender","component","IBM","1994-2005","deprecated","discontinued","2026-kastner-enterprise-ai-arc","Unstructured text storage and query with linguistic analysis; fuzzy matching; query pattern learning; precursor to modern RAG+SQL hybrid architecture"
"obiee","Oracle BI / OBIEE (Oracle Business Intelligence Enterprise Edition)","application","Oracle","1995-2020","active","superseded-by-oracle-analytics-cloud","2026-kastner-enterprise-ai-arc","Oracle BI platform including ROLAP; placeholder tech_id for Thread 6 BI analytics arc observations"
"oracle-analytics-cloud","Oracle Analytics Cloud (OAC)","application","Oracle","2018-present","active","active","2026-kastner-enterprise-ai-arc","Embedded AutoML, explain, predict in cloud BI dashboards; natural language queries; closes BI-to-ML arc from Aberdeen ROLAP prediction (1995)"
