"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"stratus-32","Stratus/32","platform","Stratus Computer","1981-1990s","introduced","legacy","ieee-db-stratus-32-psk-1d4564","32-module fault-tolerant supermini for OLTP. Up to 32 processing modules per system; each module has 2 software-visible Motorola 68000 CPUs and up to 16MB memory."
"stratus-vos","Virtual Operating System (VOS)","platform","Stratus Computer","1981-present","production","legacy-supported","ieee-db-stratus-32-psk-1d4564","Distributed OS that makes a federation of processing modules appear as a single virtual computer to programs and users; transparent file/process distribution; uniform service-request interface."
"stratus-tpf","Stratus Transaction Processing Facility (TPF)","framework","Stratus Computer","1982-1990s","production","legacy","ieee-db-stratus-32-psk-1d4564","Multi-tasking transaction-server framework; START / COMMIT / ABORT primitives; per-application message queues that can be dynamically redirected; two-phase commit across modules."
"stratus-stralink","StrataLINK","protocol","Stratus Computer","1981-1990s","production","legacy","ieee-db-stratus-32-psk-1d4564","High-speed coaxial inter-module link connecting the Stratus/32 processing modules; runs in dual-link parallel for fault tolerance."
"stratus-stranet","StrataNET","protocol","Stratus Computer","1982-1990s","production","legacy","ieee-db-stratus-32-psk-1d4564","Stratus inter-system networking software; lets multiple Stratus systems appear as one with transparent file/IPC and per-node password security."
"stratus-fms","Forms Management Facility","application","Stratus Computer","1982-1990s","production","legacy","ieee-db-stratus-32-psk-1d4564","Stratus screen/forms management subsystem for OLTP applications."
"motorola-68000","Motorola 68000 CPU","platform","Motorola","1979-1990s","production","legacy","ieee-db-stratus-32-psk-1d4564","16/32-bit CPU; ~$100/unit; four 68000s per Stratus CPU board (two pairs, two software-visible); enabled cost-effective hardware redundancy."
"two-phase-commit","Two-Phase Commit Protocol","protocol","industry","1978-present","emerging-commercial","mature","ieee-db-stratus-32-psk-1d4564","Distributed transaction commit protocol; Stratus/32 implementation uses Phase I Commit flag in file header and disk-mirrored journaling."
"disk-mirroring","Disk Mirroring (RAID-1 precursor)","platform","industry","1980-present","emerging","mature","ieee-db-stratus-32-psk-1d4564","Each Stratus disk has a duplicate on a separate controller; OS chooses less-busy or better-positioned disk for reads; transparent to applications."
"cobol","COBOL","language","industry","1959-present","mature","legacy-supported","ieee-db-stratus-32-psk-1d4564","Supported on Stratus/32 alongside PL/I, BASIC, FORTRAN, Pascal."
"pl-1","PL/I","language","industry","1964-present","mature","legacy","ieee-db-stratus-32-psk-1d4564","Supported on Stratus/32 TPF transaction servers."
"fortran","FORTRAN","language","industry","1957-present","mature","legacy-supported","ieee-db-stratus-32-psk-1d4564","Supported on Stratus/32."
"pascal","Pascal","language","industry","1970-present","mature","legacy","ieee-db-stratus-32-psk-1d4564","Supported on Stratus/32."
"basic-language","BASIC","language","industry","1964-present","mature","legacy","ieee-db-stratus-32-psk-1d4564","Supported on Stratus/32."
