"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"cabletron-systems","Cabletron Systems, Inc.","company","enterprise-networking","dissolved","Enterasys Networks (acq. Extreme Networks 2013)","1983-2001","1997-cabletron--discovering-the-beacon-u-2d44d5","Founded 1983 in a Massachusetts garage by Craig Benson and Robert Levine; peak revenue $1B+ (1996); employed 6,600 at peak; reorganized 2000 as holding company with four subsidiaries; Enterasys Networks (core business) went public 2001; acquired by The Gores Group ($386M, 2006); acquired by Extreme Networks ($180M, 2013)."
"enterasys-networks","Enterasys Networks","company","enterprise-networking","acquired","Extreme Networks","2001-2013","1997-cabletron--discovering-the-beacon-u-2d44d5","Cabletron's core enterprise networking business spun out 2001; took original Cabletron products, SmartSwitch technology, Spectrum management; traded on NYSE; taken private by The Gores Group (2006); merged with Siemens Enterprise Communications assets; acquired by Extreme Networks ($180M, 2013)."
"riverstone-networks","Riverstone Networks","company","enterprise-networking","dissolved","Lucent Technologies (then Alcatel-Lucent)","2000-2008","1997-cabletron--discovering-the-beacon-u-2d44d5","Cabletron subsidiary from YAGO Systems acquisition; focused on Switched Ethernet; acquired by Lucent Technologies; became redundant after Alcatel-Lucent merger; placed into Chapter 11 bankruptcy and liquidated."
"aprisma-management","Aprisma Management Technologies","company","network-management-software","acquired","Computer Associates (CA)","2000-2004","1997-cabletron--discovering-the-beacon-u-2d44d5","Cabletron subsidiary holding Spectrum network management software assets; acquired by Concord Communications; Concord acquired by Computer Associates (now CA) for $350M."
"cisco-systems","Cisco Systems, Inc.","company","enterprise-networking","active","","1984-present","1997-cabletron--discovering-the-beacon-u-2d44d5","Primary competitive reference in report; Aberdeen notes Cisco/StrataCom merger as example of PPSN market trend; Cisco dominated the networking market and PPSN opportunity that Cabletron sought."
"lucent-technologies","Lucent Technologies","company","enterprise-networking","acquired","Alcatel-Lucent (now Nokia)","1996-2006","1997-cabletron--discovering-the-beacon-u-2d44d5","Spun out of AT&T Bell Labs in 1996; Aberdeen cites Lucent/Agile Networks merger as example of PPSN trend; Lucent merged with Alcatel (2006) to form Alcatel-Lucent; Nokia acquired Alcatel-Lucent in 2016."
"motorola-semiconductor","Motorola Semiconductor","company","semiconductors","acquired","Freescale (then NXP)","1949-2004","1997-cabletron--discovering-the-beacon-u-2d44d5","Cited as Cabletron's ADSL development partner; semiconductor division spun off as Freescale Semiconductor (2004); Freescale acquired by NXP (2015)."
"network-express","Network Express","company","remote-access-networking","acquired","Cabletron Systems","1988-1997","1997-cabletron--discovering-the-beacon-u-2d44d5","Remote access networking company; acquired by Cabletron; technology integrated into CyberSWITCH product line."
"netlink-inc","Netlink, Inc.","company","networking-hardware","acquired","Cabletron Systems","1985-1996","1997-cabletron--discovering-the-beacon-u-2d44d5","Networking hardware company; acquired by Cabletron; used Intel i960 processor (matching Cabletron's ASIC philosophy); technology rapidly assimilated into Cabletron product line."
"zeitnet","Zeitnet, Inc.","company","ATM-networking","acquired","Cabletron Systems","1993-1997","1997-cabletron--discovering-the-beacon-u-2d44d5","ATM networking company; acquired by Cabletron; used Intel i960 and C++ development consistent with Cabletron's acquisition criteria."
