"obs_id","study_id","entity_id","tech_id","observation_type","year_observed","metric_name","metric_value","confidence","verification_method","methodology_code","source_page","notes"
"dct-weekly-2003-01-12-OBS-001","dct-weekly-2003-01-12","best-buy","","market-data","2003","BestBuy: buying tips for week of 2003-01-12","BestBuy is your eMachines source, offering three of the four eMachine's PCs in PC Deals this week. Note that BestBuy is not offering printers in any of their bundles this week, but that does mean another $25 off the price tag of many PCs.","medium","ingest-extraction","market-tracking","section:BestBuy","Extracted from ""BestBuy"" section"
"dct-weekly-2003-01-12-OBS-002","dct-weekly-2003-01-12","compusa","","market-data","2003","CompUSA: buying tips for week of 2003-01-12","CompUSA had a lot of deals this week exclusively on HP and Compaq machines. Especially consider Compaq's 6370US for $1,300.","medium","ingest-extraction","market-tracking","section:CompUSA","Extracted from ""CompUSA"" section"
"dct-weekly-2003-01-12-OBS-003","dct-weekly-2003-01-12","emachines","","market-data","2003","EMachines: buying tips for week of 2003-01-12","All four of eMachine's models are in stores or at eMachines.com now. This brand now has four machines out for under $750.","medium","ingest-extraction","market-tracking","section:EMachines","Extracted from ""EMachines"" section"
"dct-weekly-2003-01-12-OBS-004","dct-weekly-2003-01-12","dell","","market-data","2003","Dell: buying tips for week of 2003-01-12","Dell bounced back from last week's price hikes. Online deals include free shipping, CD-ROM upgrades, and hard drive upgrades on all Dimension models, as well as $100 rebate on the 8250.","medium","ingest-extraction","market-tracking","section:Dell","Extracted from ""Dell"" section"
"dct-weekly-2003-01-12-OBS-005","dct-weekly-2003-01-12","gateway-inc","","market-data","2003","Gateway: buying tips for week of 2003-01-12","For a change, PC Deals configured all Gateway PCs under the ""Home"" section of gateway.com. While the trend of Gateway lacking PCs in the $1,000-$1,300 price ranges continued in the ""Home"" section, the deals were better and you'll find some lower price tags or more features for...","medium","ingest-extraction","market-tracking","section:Gateway","Extracted from ""Gateway"" section"
"dct-weekly-2003-01-12-OBS-006","dct-weekly-2003-01-12","sony","","market-data","2003","Sony: buying tips for week of 2003-01-12","As happens from time to time, the best deals on Sony PCs can be found at Sony's own site. Sony Online offers free overnight shipping on all Viao desktops as well as $100 mail-in rebates.","medium","ingest-extraction","market-tracking","section:Sony","Extracted from ""Sony"" section"
"dct-weekly-2003-01-12-OBS-007","dct-weekly-2003-01-12","hewlett-packard","","market-data","2003","HP and Compaq: buying tips for week of 2003-01-12","HP Online continues to be competitive with retail deals, but the resurgence of weekly offers means that you're best bundled deals are at stores like CompUSA. HP Online does offer free shipping as well $50 off select models and $100 off customized PCs.","medium","ingest-extraction","market-tracking","section:HP and Compaq","Extracted from ""HP and Compaq"" section"
"dct-weekly-2003-01-12-OBS-008","dct-weekly-2003-01-12","compaq","","market-data","2003","Price point highlighted in commentary: $600","is all about low-to-mid-range PCs. Witness the explosion of PC options in the $600 and $900 price categories. EMachines and Compaq are the brands filling these r","high","ingest-extraction","price-tracking","price-mention","Advertised retail price for week of 2003-01-12"
"dct-weekly-2003-01-12-OBS-009","dct-weekly-2003-01-12","compaq","","market-data","2003","Price point highlighted in commentary: $900","bout low-to-mid-range PCs. Witness the explosion of PC options in the $600 and $900 price categories. EMachines and Compaq are the brands filling these ranges wit","high","ingest-extraction","price-tracking","price-mention","Advertised retail price for week of 2003-01-12"
"dct-weekly-2003-01-12-OBS-010","dct-weekly-2003-01-12","","","market-data","2003","Price point highlighted in commentary: $900","aq are the brands filling these ranges with excellent deals, but don't miss the $900 VPR Matrix 3110, which stands out as the overall winner of PC Deals this week.","high","ingest-extraction","price-tracking","price-mention","Advertised retail price for week of 2003-01-12"
