code_id,code_type,label,definition
strategy-classification,observation_type,Strategy Classification,Categorization of an entity's business strategy
viability-prediction,observation_type,Viability Prediction,Expert prediction of entity's long-term survival
actual-outcome,observation_type,Actual Outcome,Verified historical outcome for an entity
technology-assessment,observation_type,Technology Assessment,Evaluation of a technology's maturity or fitness
benchmark-result,observation_type,Benchmark Result,Quantitative comparison against peers or standards
framework-factor,observation_type,Framework Factor,One component of a multi-factor analytical framework
market-data,observation_type,Market Data,Quantitative market statistic
expert-opinion,observation_type,Expert Opinion,Qualitative professional judgment
personal-recollection,observation_type,Personal Recollection,First-person memory or anecdote from Kastner
ai-exchange,observation_type,AI Exchange,A question posed by Kastner and the AI response extracted as a structured observation
topic-insight,observation_type,Topic Insight,An analytical claim or framework point within a technology topic deep-dive
industry-analysis,methodology,Industry Analysis,Systematic analysis of industry structure and dynamics
competitive-profiling,methodology,Competitive Profiling,Detailed comparison of competing entities
benchmarking,methodology,Benchmarking,Comparison against industry standards or peers
field-research,methodology,Field Research,Primary data collection via interviews or surveys
document-review,methodology,Document Review,Analysis of existing documents and records
statistical-analysis,methodology,Statistical Analysis,Quantitative data analysis with statistical methods
oral-history,methodology,Oral History,First-person spoken or written recollection of events
ai-dialog,methodology,AI Dialog,Question-and-answer exchange between a human and an AI system
high,confidence,High Confidence,Strong evidentiary basis; multiple corroborating sources
medium,confidence,Medium Confidence,Reasonable basis but limited corroboration
low,confidence,Low Confidence,Directional judgment with limited evidence
verified,confidence,Verified,Confirmed by subsequent events or independent sources
definition,observation_type,Definition,Study-specific code: definition
industry-outcome,methodology,Industry Outcome,Study-specific code: industry-outcome
strategic-recommendation,observation_type,Strategic Recommendation,Study-specific code: strategic-recommendation
adoption-trend,observation_type,Adoption Trend,Study-specific code: adoption-trend
market-classification,observation_type,Market Classification,Study-specific code: market-classification
cost-benchmark,observation_type,Cost Benchmark,Study-specific code: cost-benchmark
market-size-estimate,observation_type,Market Size Estimate,Study-specific code: market-size-estimate
market-forecast,observation_type,Market Forecast,Study-specific code: market-forecast
risk-assessment,observation_type,Risk Assessment,Study-specific code: risk-assessment
framework-component,observation_type,Framework Component,Study-specific code: framework-component
taxonomy,observation_type,Taxonomy,Study-specific code: taxonomy
constraint-observation,observation_type,Constraint Observation,Study-specific code: constraint-observation
institutional-claim,observation_type,Institutional Claim,Study-specific code: institutional-claim
compliance-observation,observation_type,Compliance Observation,Study-specific code: compliance-observation
