tech_id,tech_name,category,vendor,era,lifecycle_at_study,lifecycle_current,study_id,notes
ibm-system360,IBM System/360,platform,IBM,1964-1978,obsolete,discontinued,2026-kastner-ibm-longitudinal,Architectural ancestor of all IBM mainframes through z/Architecture
ibm-system370,IBM System/370,platform,IBM,1970-1990,obsolete,discontinued,2026-kastner-ibm-longitudinal,Extended System/360 with virtual memory; direct ancestor of 390/zSeries
ibm-4341,IBM 4341 (4300 family),platform,IBM,1979-1990,obsolete,discontinued,2026-kastner-ibm-longitudinal,Entry-level mainframe; Kastner used at Wang and Arthur D. Little accounts
ibm-3090,IBM 3090 Mainframe,platform,IBM,1985-1995,mature,discontinued,2026-kastner-ibm-longitudinal,Last vector-processing mainframe family; displaced by ES/9000
ibm-zseries,IBM zSeries / IBM Z,platform,IBM,2000-present,emerging,active,2026-kastner-ibm-longitudinal,Current mainframe brand (z16 as of 2022); evolved from ES/9000 → G5 → z900 → z10 → z16
ibm-os390,IBM OS/390 / z/OS,platform,IBM,1995-present,emerging,active,2026-kastner-ibm-longitudinal,OS/390 (1995) renamed z/OS (2001); current release z/OS 3.1 (2024)
ibm-mvs,IBM MVS (Multiple Virtual Storage),platform,IBM,1974-1996,mature,evolved-to-zos,2026-kastner-ibm-longitudinal,Foundation OS for all IBM mainframes through OS/390; lineage continues in z/OS kernel
ibm-cics,IBM CICS (Customer Information Control System),application,IBM,1969-present,mature,active,2026-kastner-ibm-longitudinal,TP monitor; CICS TS 6.3 released Sept 2025; among the oldest continuously-shipped enterprise software
ibm-as400,IBM AS/400 (iSeries / IBM i),platform,IBM,1988-present,mature,active,2026-kastner-ibm-longitudinal,"AS/400 renamed iSeries (2000), System i (2006), IBM i on Power (2008); still actively sold 2026"
ibm-aix,IBM AIX,platform,IBM,1986-present,mature,active,2026-kastner-ibm-longitudinal,AIX 7.3 released 2022; runs on POWER10; IBM's enterprise UNIX
ibm-rs6000,IBM RS/6000 (POWER),platform,IBM,1990-present,mature,active-as-power10,2026-kastner-ibm-longitudinal,RS/6000 became Power Systems; POWER10 current (2021). Most-observed midrange tech in archive
ibm-os2,IBM OS/2 Warp,platform,IBM,1987-2006,declining,discontinued,2026-kastner-ibm-longitudinal,IBM ended OS/2 general support 2006; Kastner predicted abandonment correctly in 1995
ibm-db2,IBM DB2 / Db2,application,IBM,1983-present,mature,active,2026-kastner-ibm-longitudinal,IBM's primary relational database; Db2 (2017 rebrand); Db2 11.5 current on cloud and on-premise
ibm-websphere,IBM WebSphere,application,IBM,1998-present,emerging,active,2026-kastner-ibm-longitudinal,WebSphere Application Server still sold; Liberty/Open Liberty as modern variant
ibm-mqseries,IBM MQSeries (IBM MQ),application,IBM,1993-present,mature,active,2026-kastner-ibm-longitudinal,MQSeries renamed IBM MQ 2015; IBM MQ 9.3 LTS current; dominant enterprise messaging
lotus-notes,Lotus Notes / Domino,application,IBM,1989-present,mature,active-as-hcl,2026-kastner-ibm-longitudinal,IBM acquired Lotus 1995 for $3.5B; sold Notes/Domino to HCL 2019; HCL Domino 14 current
ibm-sp2,IBM SP2 (Scalable POWER2),platform,IBM,1993-2001,mature,discontinued,2026-kastner-ibm-longitudinal,HPC cluster; hosted Deep Blue; evolved into IBM Blue Gene and POWER HPC clusters
ibm-sna,IBM SNA (Systems Network Architecture),protocol,IBM,1974-2000,declining,legacy-maintained,2026-kastner-ibm-longitudinal,SNA displaced by TCP/IP but AnyNet/APPN still operated in financial networks through 2000s
ibm-watson,IBM Watson,application,IBM,2010-present,emerging,partially-divested,2026-kastner-ibm-longitudinal,Watson Health sold 2022; Watson AI brand continues on WatsonX platform (2023 rebrand)
ibm-watsonx,IBM watsonx,application,IBM,2023-present,emerging,active,2026-kastner-ibm-longitudinal,"AI/ML platform rebranded from Watson 2023; includes watsonx.ai, watsonx.data, watsonx.governance"
red-hat-openshift,Red Hat OpenShift,platform,IBM/Red Hat,2011-present,emerging,active,2026-kastner-ibm-longitudinal,IBM's primary hybrid-cloud delivery vehicle post-Red Hat acquisition 2019
ibm-quantum,IBM Quantum (IBM Q / Qiskit),platform,IBM,2016-present,emerging,active-research,2026-kastner-ibm-longitudinal,127-qubit Eagle processor 2021; 1121-qubit Condor 2023; publicly accessible via cloud
tpc-benchmark,"TPC Benchmark (TPC-A, TPC-C, TPC-E)",framework,TPC / IBM (founding member),1988-present,active,active,2026-kastner-ibm-longitudinal,Kastner used TPC results extensively; IBM was a founding member and major participant
ibm-eclipse,Eclipse IDE,framework,IBM (founded) / Eclipse Foundation,2001-present,emerging,active,2026-kastner-ibm-longitudinal,IBM donated Eclipse to open source 2004; now Eclipse Foundation; evolved from VisualAge
ibm-visualage,IBM VisualAge,application,IBM,1993-2007,declining,discontinued,2026-kastner-ibm-longitudinal,Discontinued April 30 2007; Eclipse lineage; VisualAge for Java was IBM Java IDE
