"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"ilm","Information Lifecycle Management (ILM)","framework","Various","2003-2006","emerging","{'lifecycle_current': 'evolved', 'notes': 'Information Lifecycle Management (ILM) as a distinct term has evolved into data lifecycle management, tiered storage, and cloud data management frameworks.', 'source': 'pre-verified'}","technology-themes-ee5ba4","Storage tiering framework; policies allocating data to lower-cost storage based on value over time; central to storage market transformation theme."
"rfid","RFID (Radio Frequency Identification)","hardware","Various","2003-present","emerging","{'lifecycle_current': 'active', 'notes': 'RFID remains active across retail, supply chain, healthcare, and logistics. Walmart itself mandated RFID use by suppliers.', 'source': 'pre-verified'}","technology-themes-ee5ba4","Cited as supply chain innovation driven by empowered consumers and retailers like Wal-Mart."
"online-auction","Online Auction / Reverse Auction (B2B Procurement)","application","Various","2000s","growing","{'lifecycle_current': 'active', 'notes': 'Online auction and B2B reverse auction/procurement platforms remain active. eBay dominant in consumer space; Ariba, Coupa for B2B procurement.', 'source': 'pre-verified'}","technology-themes-ee5ba4","IT buyers using online auctions to drive server purchase prices down to commodity levels."
"web-analytics","Real-Time Web Analytics / Click Tracking","application","Various","2000s","emerging","{'lifecycle_current': 'active', 'notes': 'Web analytics has evolved significantly (Google Analytics, Adobe Analytics, privacy-first tools). Real-time analytics now standard.', 'source': 'pre-verified'}","technology-themes-ee5ba4","Real-time tracking of anonymous consumer click behavior; enables better consumer marketing; raises privacy concerns."
"decision-support","Decision Support / Business Intelligence","application","Various","1990s-2000s","growing","{'lifecycle_current': 'evolved', 'notes': 'Decision Support Systems (DSS) evolved into Business Intelligence (BI) and advanced analytics. Absorbed into modern BI tools (Tableau, Power BI) and AI-driven analytics.', 'source': 'pre-verified'}","technology-themes-ee5ba4","Analytics for retailer loyalty programs and promotion systems; part of retail automation investment theme."
"wifi-enterprise","Enterprise WiFi / Wireless LAN","platform","Various","2003-2004","emerging","{'lifecycle_current': 'active', 'notes': 'Enterprise WiFi is now foundational infrastructure. WiFi 6 and WiFi 6E are current standards. Market growing with IoT and mobile-first enterprise needs.', 'source': 'pre-verified'}","technology-themes-ee5ba4","Key productivity enabler for corridor-cruiser laptop users; blocked by security fears, support costs, and high initial cost."
"crm","Customer Relationship Management (CRM)","application","Various","1990s-2000s","growing","{'lifecycle_current': 'active', 'notes': 'CRM is a core enterprise software category. Salesforce, Microsoft Dynamics, HubSpot dominate. Market growing with AI integration.', 'source': 'pre-verified'}","technology-themes-ee5ba4","Increasing IT spending on CRM by retailers driven by empowered consumer demands."
"retail-automation","Retail Automation / Self-Checkout","application","Various","2000s","emerging","{'lifecycle_current': 'active', 'notes': 'Retail automation (self-checkout, automated inventory) is active and expanding. AI-powered checkout and computer vision are current evolution.', 'source': 'pre-verified'}","technology-themes-ee5ba4","In-store self-checkout and kiosk technology driven by empowered consumer demand for self-service."
"web-services-mgmt","Enterprise Management / Web Services Management","platform","Various","2003-2005","emerging","{'lifecycle_current': 'evolved', 'notes': 'Enterprise Web Services Management has evolved into API Management (Apigee, AWS API Gateway, MuleSoft). Concept fully absorbed into modern integration architectures.', 'source': 'pre-verified'}","technology-themes-ee5ba4","Extended value chain management across partners; partner-keeper technologies for shared system control without ceding partner autonomy."
"sox-compliance-tech","Sarbanes-Oxley / Regulatory Compliance Technology","framework","Various","2002-present","growing","{'lifecycle_current': 'active', 'notes': 'SOX/regulatory compliance technology (GRC software) is an active and growing market. SOX remains law for US public companies. Major spending on compliance tech continues.', 'source': 'pre-verified'}","technology-themes-ee5ba4","SOX and Basel II compliance driving significant IT spending; costs several hundred thousand to several million dollars per year."
"automated-replenishment","Automated Replenishment Technology","application","Various","2000s","growing","{'lifecycle_current': 'active', 'notes': 'Automated replenishment has evolved into AI-driven demand forecasting and supply chain management. Active in retail, manufacturing, and e-commerce.', 'source': 'pre-verified'}","technology-themes-ee5ba4","Supply chain automation driven by empowered consumer expectations for availability and speed."
"data-center-consolidation","Data Center Consolidation / IT Rationalization","framework","Various","2003-2005","growing","{'lifecycle_current': 'active', 'notes': 'Data center consolidation has evolved into cloud migration and hybrid IT strategies. Still an active practice, now often called cloud rationalization.', 'source': 'pre-verified'}","technology-themes-ee5ba4","CIOs and CFOs rationalizing redundant IT purchases and consolidating remote data centers."
