"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"omnibox-international","OmniBox International","company","interactive-television","dissolved","unknown","unknown","omnibox97-53bcfe","Delaware holding company; worldwide rights to OmniBox patents; founded by Thomas A. Bush"
"omnibox-inc","OmniBox, Inc.","company","interactive-television","dissolved","unknown","unknown","omnibox97-53bcfe","Operating subsidiary; Stamford CT; incorporated under Delaware laws 1987"
"thomas-a-bush","Thomas A. Bush","person","technology","unknown","","unknown","omnibox97-53bcfe","CEO and founder of OmniBox; conceived Satellite JukeBox 1987; holds transaction processing and digital communications patents"
"aberdeen-group","Aberdeen Group","firm","IT-research","acquired","Harte-Hanks (2001)","1988-2014","omnibox97-53bcfe","Aberdeen Group Profile attached to business plan; Kastner involvement"
"peter-s-kastner","Peter S. Kastner","person","IT-research","active","","1969-present","omnibox97-53bcfe","Referenced via Aberdeen Group Profile attachment"
"time-warner-cable","Time/Warner Cable","company","cable-TV","acquired","Charter/Spectrum (2016)","1972-2016","omnibox97-53bcfe","Multiple System Operator; OmniBox field test partner in New York City"
"bank-one","Bank One","company","financial-services","acquired","JPMorgan Chase (2004)","1868-2004","omnibox97-53bcfe","Transaction processing partner for OmniBox Network; handles credit card transactions"
"nmpa","National Music Publishers Association (NMPA)","institution","music-industry","active","","1917-present","omnibox97-53bcfe","Recognized OmniBox as music industry preferred delivery system"
"lucent-technologies","Lucent Technologies","company","telecommunications","acquired","Alcatel-Lucent (2006)","1996-2006","omnibox97-53bcfe","Provides Inferno OS for OmniBox set-top boxes and PCs; co-marketing agreement"
"vcom","VCOM","company","compression-technology","dissolved","unknown","1990s","omnibox97-53bcfe","Compression technology supplier; OmniBox licensed DVC technology"
"adi","ASIC Design Incorporated (ADI)","company","semiconductor-design","unknown","unknown","unknown","omnibox97-53bcfe","Naperville IL; transmission systems design contract"
"bigston","BIGSTON Corp. USA","company","electronics-services","dissolved","unknown","1990s","omnibox97-53bcfe","21-year-old equipment services company; accessory hardware distribution/repair for OmniBox"
"group-w-satellite","Group W Satellite Communications","company","satellite-communications","dissolved","Merged into Westinghouse Broadcasting","1970s-1990s","omnibox97-53bcfe","Proposed broadcast origination/transmission facilities; Stamford CT uplink"
"frost-sullivan","Frost & Sullivan","firm","IT-research","active","","1961-present","omnibox97-53bcfe","1996 report cited: interactive TV market to reach $1B by 2002"
"intel-corporation","Intel Corporation","company","semiconductors","active","","1968-present","omnibox97-53bcfe","Cited: 26M US homes had both PC and cable TV in 1994"
"paul-knollmeyer","Paul R. Knollmeyer","person","finance","unknown","","unknown","omnibox97-53bcfe","CFO; VP Finance at prior investment firm; Big Six accounting background"
"john-vandervort","John A. Vandervort","person","marketing","unknown","","unknown","omnibox97-53bcfe","VP Marketing; previously VP National Accounts at Viacom/Showtime Networks"
"thaddeus-kochanski","Thaddeus Kochanski PhD","person","engineering","unknown","","unknown","omnibox97-53bcfe","VP Technology; MIT Lincoln Laboratory supervisory staff; 15yr engineering career"
"john-hylan","John Hylan","person","sales-marketing","unknown","","unknown","omnibox97-53bcfe","EVP Transaction Processing; prior SVP at Synchronal Corporation"
"richard-kaylor","Richard E. Kaylor","person","management","unknown","","unknown","omnibox97-53bcfe","President and COO; prior President/CEO of Synchronal (infomercial leader, $175M sales 1991)"
