entity_id,entity_name,entity_type,sector,status,successor,years_active,study_id,notes
aberdeen-group,"Aberdeen Group, Inc.",firm,IT-research,acquired,Aberdeen (Harte-Hanks / independent),1988-present,aberdeen-1996-managing-customers-next-gen-helpdesk,Boston-based IT research firm.
siebel-systems,"Siebel Systems, Inc.",company,CRM-software,acquired,Oracle Corporation (acquired 2006 for $5.8B),1993-2006,aberdeen-1996-managing-customers-next-gen-helpdesk,Became dominant CRM vendor; acquired by Oracle. Profiled in study.
remedy-corporation,Remedy Corporation,company,helpdesk-software,acquired,BMC Software (acquired 2002),1990-2002,aberdeen-1996-managing-customers-next-gen-helpdesk,Leading helpdesk software vendor. Profiled in study.
clarify,Clarify Inc.,company,CRM-software,acquired,Nortel Networks (1998) -> Amdocs (2001),1992-2001,aberdeen-1996-managing-customers-next-gen-helpdesk,CRM/helpdesk vendor acquired by Nortel for $2.1B in 1998. Profiled in study.
vantive-corporation,The Vantive Corporation,company,CRM-software,acquired,PeopleSoft (acquired 1999),1992-1999,aberdeen-1996-managing-customers-next-gen-helpdesk,CRM vendor acquired by PeopleSoft for ~$300M. Profiled in study.
scopus-technology,"Scopus Technology, Inc.",company,CRM-software,acquired,Siebel Systems (acquired 1998),1991-1998,aberdeen-1996-managing-customers-next-gen-helpdesk,CRM vendor acquired by Siebel Systems. Profiled in study.
oracle-corporation,Oracle Corporation,company,enterprise-software,active,,1977-present,aberdeen-1996-managing-customers-next-gen-helpdesk,Profiled as system supplier and CIS vendor. Later became dominant CRM vendor via acquisitions.
inference-corporation,Inference Corporation,company,helpdesk-software,acquired,eGain Corporation (merged 2000),1979-2000,aberdeen-1996-managing-customers-next-gen-helpdesk,Problem resolution/knowledge base vendor. Profiled in study.
peregrine-systems,Peregrine Systems,company,IT-asset-management,acquired,Hewlett-Packard (acquired 2005),1981-2005,aberdeen-1996-managing-customers-next-gen-helpdesk,IT asset management/helpdesk. Profiled in study; involved in accounting fraud 2002-2003.
andersen-consulting,Andersen Consulting,firm,systems-integration,active,Accenture (rebranded 2001),1989-2001,aberdeen-1996-managing-customers-next-gen-helpdesk,Systems integrator profiled in study; rebranded as Accenture in 2001.
cambridge-technology-partners,Cambridge Technology Partners,firm,systems-integration,acquired,Novell (acquired 1999); later Unison Technologies,1991-1999,aberdeen-1996-managing-customers-next-gen-helpdesk,Systems integrator profiled in study.
