"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"hp","Hewlett-Packard","company","Enterprise IT Hardware/Services","[DEFERRED]","[DEFERRED]","1939-present","hp-analyst-phone-call-6-204870","Subject of the analyst call; divisions: PSG (Personal Computing Group), IPG (Imaging and Printing Group), ESG (Enterprise Systems Group), Services."
"compaq","Compaq","company","Enterprise IT Hardware","dissolved","HP (2002)","1982-2002","hp-analyst-phone-call-6-204870","Recent HP acquisition; Kastner notes HP-Compaq brand confusion persists at Best Buy and on HP website."
"ibm","IBM","company","Enterprise IT Hardware/Services","active","","1911-present","hp-analyst-phone-call-6-204870","'On Demand' strategy contrasted with HP 'Adaptive Enterprise'."
"dell","Dell Inc.","company","Enterprise IT Hardware","active","","1984-present","hp-analyst-phone-call-6-204870","Cited as ruthlessly focused competitor in PC go-to-market; benefits from HP-Compaq brand dilution."
"sony","Sony Corporation","company","Consumer Electronics","active","","1946-present","hp-analyst-phone-call-6-204870","Named as standards-setter in home networked video; HP ceding that space."
"best-buy","Best Buy","company","Consumer Retail","active","","1966-present","hp-analyst-phone-call-6-204870","Retail channel where HP-Compaq brand confusion is visible on shelves."
"minolta","Minolta","company","Consumer Electronics / Cameras","acquired","Konica Minolta / Sony camera assets (2006)","1928-2006","hp-analyst-phone-call-6-204870","Named as traditional camera maker; interchangeable-lens capability HP lacks."
"olympus","Olympus Corporation","company","Consumer Electronics / Cameras","active","","1919-present","hp-analyst-phone-call-6-204870","Named as traditional camera competitor."
"canon","Canon Inc.","company","Consumer Electronics / Cameras","active","","1937-present","hp-analyst-phone-call-6-204870","Named as traditional camera competitor."
"magic","Magic (unspecified)","company","Consumer Electronics","[DEFERRED]","[DEFERRED]","[DEFERRED]","hp-analyst-phone-call-6-204870","Named as a point company setting standards in home networked video; likely 'Magic Leap' predecessor or similar; identity ambiguous in source."
"internet-home-alliance","Internet Home Alliance","institution","Industry Consortium","[DEFERRED]","[DEFERRED]","2000s","hp-analyst-phone-call-6-204870","Consortium HP participated in for home-connectivity research."
"microsoft","Microsoft Corporation","company","Enterprise Software / OS","active","","1975-present","hp-analyst-phone-call-6-204870","Partner on HP in-store demos at Big Bang home-PC launch."
"aberdeen-group","Aberdeen Group","firm","IT Market Research","acquired","Aberdeen/Harte-Hanks","1988-present","hp-analyst-phone-call-6-204870","Kastner's employer at time of call."
"peter-s-kastner","Peter S. Kastner","person","IT Market Research","active","","1988-present","hp-analyst-phone-call-6-204870","Aberdeen Chief Research Officer; speaking as core HP analyst."
"carly-fiorina","Carly Fiorina","person","Enterprise IT","[DEFERRED]","[DEFERRED]","1970s-present","hp-analyst-phone-call-6-204870","HP CEO at time of call (referenced as 'Carly'); messaging-across-audiences is cited."
