"entity_id","entity_name","entity_type","sector","status","successor","years_active","study_id","notes"
"dell","Dell Inc.","company","Enterprise IT Hardware","active","","1984-present","dell-storage-profile-2004","HQ: One Dell Way, Round Rock TX 78682. Profile subject; grew into one of world's largest storage vendors."
"emc","EMC Corporation","company","Enterprise Storage","acquired","Dell EMC (2016)","1979-2016","dell-storage-profile-2004","Dell's key storage partner; Dell|EMC CX family co-developed. Dell acquired EMC for $67B in 2016 — the largest tech acquisition in history. Confirmed per prescience context."
"aberdeen-group","Aberdeen Group","firm","Market Research / IT Consulting","acquired","Aberdeen/Harte-Hanks","1988-present","dell-storage-profile-2004","Author organization; Aberdeen survey data cited on storage budget constraints."
"peter-s-kastner","Peter S. Kastner","person","Market Research / IT Consulting","active","","1989-present","dell-storage-profile-2004","Co-author; Aberdeen co-founder; Storage and Storage Management Practice."
"david-hill","David Hill","person","Market Research / IT Consulting","unknown [REVIEW]","","2000s","dell-storage-profile-2004","Co-author; Aberdeen Storage and Storage Management Practice coverage area."
"brocade","Brocade Communications","company","Networking / Storage","acquired","Broadcom (2017)","1995-2017","dell-storage-profile-2004","SAN switch partner for Dell AX100 solution; new Brocade switch offered by Dell as part of AX100 package."
"qlogic","QLogic Corporation","company","Storage Networking","acquired","Cavium / Marvell (2016)","1992-2016","dell-storage-profile-2004","Storage networking partner cited in AX100 solution alongside Brocade."
"microsoft","Microsoft Corporation","company","Enterprise Software / OS","active","","1975-present","dell-storage-profile-2004","PowerVault NAS built on Microsoft Windows Storage Server 2003; Microsoft storage OS chosen over proprietary NAS OS."
"legato","Legato Systems","company","Storage Software","acquired","EMC (2003)","1988-2003","dell-storage-profile-2004","Backup/recovery software partner; Legato Networker featured in enterprise backup portfolio."
"veritas","VERITAS Software","company","Storage Software","acquired","Symantec (2005)","1989-2005","dell-storage-profile-2004","BackupExec (departments) and NetBackup Enterprise Server (data center) offered by Dell."
"nsi-double-take","NSI Software (Double-Take)","company","Storage Software","acquired","Vision Solutions","1993-present","dell-storage-profile-2004","Data replication software for smaller configurations offered by Dell."
"commvault","CommVault Systems","company","Storage Software","active","","1988-present","dell-storage-profile-2004","CommVault Galaxy added to Dell backup/recovery portfolio; scales from departments to data centers."
"yosemite-technologies","Yosemite Technologies","company","Storage Software","unknown [REVIEW]","","1990s-2000s","dell-storage-profile-2004","TapeWare workgroup backup software offered by Dell."
"fclc","Fibre Channel Loop Committee (FCLC)","institution","Storage Standards","active","","1990s-present","dell-storage-profile-2004","Standards body Dell participates in; Fibre Channel standardization work."
"snia","SNIA (Storage Networking Industry Association)","institution","Storage Standards","active","","1997-present","dell-storage-profile-2004","Standards body Dell works with; key industry standards organization for storage networking."
"serial-ata-ii-org","Serial ATA II Working Group","institution","Storage Standards","unknown [REVIEW]","","2000s","dell-storage-profile-2004","Standards body Dell participates in; SATA II interface standardization."
"sas-org","Serial Attached SCSI (SAS) Working Group","institution","Storage Standards","unknown [REVIEW]","","2000s","dell-storage-profile-2004","Standards body Dell participates in; SAS mixed-backplane standardization work."
