tech_id,tech_name,category,vendor,era,lifecycle_at_study,lifecycle_current,study_id,notes
san,Storage Area Network (SAN),storage,Various,1990s-2000s,growing,active,dell-storage-profile-2004,Core Dell|EMC CX product family deployment architecture; expanding from data center to workgroup.
nas,Network Attached Storage (NAS),storage,Dell,1990s-2000s,growing,ubiquitous,dell-storage-profile-2004,"Dell PowerVault NAS family: 775N, 770N, 745N; file-oriented data center and entry-level solutions."
fibre-channel,Fibre Channel (FC),protocol,Various,1990s-2000s,mature,active,dell-storage-profile-2004,Primary disk array interface for Dell|EMC CX product family; online pool storage for highest-performance workloads.
serial-ata,Serial ATA (SATA),hardware,Various,2000s,emerging,dominant,dell-storage-profile-2004,"ATA drives used in Dell|EMC AX100 (up to 3 TB SATA); midline/nearline storage at lower cost than FC. SAS/SATA mixed backplanes became universal in enterprise servers."
midline-disk,Midline Disk Storage (ATA/SATA),storage,Various,2003-2004,emerging,dominant,dell-storage-profile-2004,"ATA/SATA disks for fixed content and nearline pool; emerging major buyer trend per Aberdeen research. Proved correct — SATA became 85% of enterprise data by 2011."
dell-emc-cx-family,Dell|EMC CX Product Family,hardware,Dell; EMC,2004,active,obsolete,dell-storage-profile-2004,"Third generation: CX300 (workgroup), CX500 (department), CX700 (data center); replaced CX200/CX400/CX600."
dell-emc-ax100,Dell|EMC AX100,hardware,Dell; EMC,2004,active,obsolete,dell-storage-profile-2004,"Entry-level SATA SAN; up to 3 TB; wizard-based setup; dual controllers; mirrored cache; Brocade SAN switch optional. Validated midline concept at workgroup level."
dell-powervault-nas,Dell PowerVault NAS,hardware,Dell,2004,active,obsolete,dell-storage-profile-2004,"PowerVault 775N, 770N (midrange file servers), 745N (entry-level); Windows Storage Server 2003 based."
windows-storage-server-2003,Microsoft Windows Storage Server 2003,platform,Microsoft,2003,active,legacy,dell-storage-profile-2004,NAS OS chosen by Dell over proprietary NAS OS; inherits Advanced Server features including Active Directory and clustering.
snapview,Dell|EMC SnapView,application,Dell; EMC,2004,active,obsolete,dell-storage-profile-2004,"Point-in-time copy software for entire CX family (CX300 through CX700); availability from entry level is key differentiator."
mirrorview,Dell|EMC MirrorView,application,Dell; EMC,2004,active,obsolete,dell-storage-profile-2004,Mirroring/data replication software for CX product family.
navisphere,Dell|EMC Navisphere,application,Dell; EMC,2004,active,obsolete,dell-storage-profile-2004,Device management software for the CX storage product family.
visualsan,Dell VisualSAN,application,Dell,2004,active,obsolete,dell-storage-profile-2004,SAN management software; web-based UI for discovering, visualizing, and monitoring SAN infrastructure.
legato-networker,Legato Networker,application,Legato/EMC,2000s,active,legacy,dell-storage-profile-2004,Enterprise backup/recovery software offered by Dell; featured in enterprise data center backup portfolio.
lto-2,LTO-2 (Linear Tape Open 2),hardware,Various,2002,active,legacy,dell-storage-profile-2004,Dell standardized on LTO-2 for PowerVault 160T enterprise tape library; LTO family forward-compatible.
dell-powervault-tape,Dell PowerVault Tape Products,hardware,Dell,2004,active,legacy,dell-storage-profile-2004,"PowerVault 122 tape autoloader; 132T and 136T libraries; 160T enterprise library. DLT and LTO derivatives."
supply-chain-mgmt,Dell Supply Chain Management (SCM),framework,Dell,1990s-2004,mature,active,dell-storage-profile-2004,Core Dell business model applied to storage; enables superior price/performance through manufacturing efficiency.
storage-software-bundling,Storage Software Bundling,framework,Dell,2004,emerging,active,dell-storage-profile-2004,Dell practice of bundling multiple storage software components to reduce SKU complexity and deployment friction.
