"tech_id","tech_name","category","vendor","era","lifecycle_at_study","lifecycle_current","study_id","notes"
"pilot-internet-publisher","Pilot Internet Publisher","application","Pilot Software Inc.","1996-2000","emerging","obsolete","pilot-internet-publisher-51e601","Web front-end for OLAP; wrote directly to Microsoft ISAPI rather than CGI for performance; succeeded by SAP Strategy Management"
"pilot-analysis-server","Pilot Analysis Server","platform","Pilot Software Inc.","1993-2000","mature","obsolete","pilot-internet-publisher-51e601","Multidimensional OLAP back-end server; supported Windows NT and multiple UNIX platforms; MDB (Multidimensional Database) architecture"
"pilot-decision-support-suite","Pilot Decision Support Suite","application","Pilot Software Inc.","1993-2000","mature","obsolete","pilot-internet-publisher-51e601","Full suite including Pilot Internet Publisher, Analysis Server, Discovery Server (data mining), Pilot Desktop, Pilot Designer"
"olap","Online Analytical Processing (OLAP)","framework","multiple","1992-present","emerging","active","pilot-internet-publisher-51e601","Technology category; term coined by Codd 1993; web-OLAP combination first emerging in 1996-97"
"windows-nt","Windows NT Server","platform","Microsoft","1993-2000","mature","obsolete","pilot-internet-publisher-51e601","Primary server platform for Pilot Internet Publisher; succeeded by Windows 2000 Server"
"microsoft-iis","Microsoft Internet Information Server (IIS)","application","Microsoft","1995-present","emerging","active","pilot-internet-publisher-51e601","Pilot Internet Publisher used ISAPI on IIS rather than CGI for performance advantage"
"microsoft-isapi","Microsoft ISAPI","framework","Microsoft","1996-present","emerging","active","pilot-internet-publisher-51e601","Internet Server Application Programming Interface; faster than CGI; Pilot chose this for query performance"
"activex","ActiveX","framework","Microsoft","1996-2015","emerging","obsolete","pilot-internet-publisher-51e601","Pilot used ActiveX for chart objects; ActiveX largely obsoleted by modern web standards"
"javascript","JavaScript","language","Netscape","1995-present","emerging","active","pilot-internet-publisher-51e601","Used in Pilot's web interface"
"java","Java","language","Sun Microsystems","1995-present","emerging","active","pilot-internet-publisher-51e601","Pilot planned advanced Selector Object using Java; mid-1997 delivery target"
"html","HTML (Hypertext Markup Language)","protocol","W3C","1991-present","mature","active","pilot-internet-publisher-51e601","Delivery format for Pilot Internet Publisher output"
"oracle-db","Oracle Database","platform","Oracle Corporation","1979-present","mature","active","pilot-internet-publisher-51e601","Native connection supported by Pilot Analysis Server"
"sybase","Sybase SQL Server","platform","Sybase Inc.","1987-2015","mature","acquired","pilot-internet-publisher-51e601","Native connection supported by Pilot Analysis Server; Sybase acquired by SAP 2010"
"db2","IBM DB2","platform","IBM","1983-present","mature","active","pilot-internet-publisher-51e601","ODBC connection supported by Pilot Analysis Server"
