"code_id","code_type","label","definition"
"ot-001","observation_type","strategy-classification","Classifies a company's strategic positioning, business model archetype, or competitive approach as observed or assessed by the analyst"
"ot-002","observation_type","viability-prediction","A forward-looking prediction made at time of study about future market direction, technology adoption, or company success; enables retrospective accuracy assessment"
"ot-003","observation_type","actual-outcome","A documented real-world outcome that occurred after the study's publication date; used to assess predictive accuracy and historical impact; sourced from post-publication record"
"ot-004","observation_type","technology-assessment","An evaluative statement about a specific technology's capabilities, limitations, architecture, or competitive differentiation based on research or analysis"
"ot-005","observation_type","benchmark-result","A quantitative or qualitative performance measurement result from a formal benchmark, test, or structured evaluation methodology"
"ot-006","observation_type","framework-factor","A component or level within an analytical framework, model, or taxonomy presented in the study; captures structured multi-part analytical constructs"
"ot-007","observation_type","market-data","Quantitative or factual market information including customer counts, growth rates, market share, pricing, adoption statistics, and competitive landscape facts"
"ot-008","observation_type","expert-opinion","An interpretive or evaluative statement representing the analyst's or a cited expert's informed judgment, not directly derived from quantitative data"
"mc-001","methodology_code","industry-analysis","Analysis based on aggregate market data, competitive landscape, and published information."
"mc-002","methodology_code","benchmarking","Performance measurement using standardized test procedures."
"mc-003","methodology_code","user-interviews","Primary research via structured or semi-structured interviews with end-user practitioners."
"mc-004","methodology_code","expert-opinion","Qualitative assessment by domain expert based on accumulated experience."
"mc-005","methodology_code","comparative-analysis","Systematic comparison of two or more products, vendors, or strategies across defined dimensions."
"mc-006","methodology_code","market-sizing","Estimation of total addressable market size using top-down or bottom-up methods."
"mc-007","methodology_code","historical-record","Post-study documentation of actual outcomes drawn from public record or industry history."
"mc-008","methodology_code","competitive-analysis","Structured analysis of competing products or vendors across defined criteria."
"cf-001","confidence","high","Strong evidentiary basis; corroborated by multiple sources or direct measurement."
"cf-002","confidence","medium","Reasonable basis; single credible source or analyst judgment without full corroboration."
"cf-003","confidence","low","Speculative or limited evidential basis; noted uncertainty."
"actual-outcome","observation_type","Actual Outcome","Retrospective record of what actually happened to a company, product, or technology after the study date; used to assess prescience"
"benchmark-result","observation_type","Benchmark Result","Quantitative or time-based measurement from testing; a specific metric value obtained through direct measurement or structured evaluation"
"framework-factor","observation_type","Framework Factor","A component or variable within an analytical framework or model used to structure the analysis; a dimension of a multi-factor evaluation scheme"
"market-data","observation_type","Market Data","Quantitative or qualitative data point about market size, pricing, cost structures, or commercial dynamics derived from research"
"strategy-classification","observation_type","Strategy Classification","Categorization of organizational approach within the Aberdeen Competitive Framework tiers (Laggard, Industry Norm, Best in Class)"
"technology-assessment","observation_type","Technology Assessment","Empirical evaluation of a specific technology product or system based on hands-on testing, performance measurement, or documented behavior"
"viability-prediction","observation_type","Viability Prediction","Observation is a forward-looking prediction about future market conditions, technology adoption, or business outcomes made at time of study"
